bowler,venue,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
GH Dockrell,Bulawayo Athletic Club,ODI,2,72,70.0,3,30,5.83,23.33,41.67
GH Dockrell,Castle Avenue,ODI,2,90,114.0,0,26,7.6,114.0,28.89
GH Dockrell,"Castle Avenue, Dublin",ODI,3,78,93.0,5,34,7.15,18.6,43.59
GH Dockrell,"Castle Avenue, Dublin",T20I,1,6,5.0,0,2,5.0,5.0,33.33
GH Dockrell,"Civil Service Cricket Club, Stormont",ODI,2,88,45.0,5,59,3.07,9.0,67.05
GH Dockrell,"Civil Service Cricket Club, Stormont",T20I,1,6,9.0,0,3,9.0,9.0,50.0
GH Dockrell,"Civil Service Cricket Club, Stormont, Belfast",ODI,1,19,23.0,1,9,7.26,23.0,47.37
GH Dockrell,"Civil Service Cricket Club, Stormont, Belfast",T20I,3,54,64.0,2,16,7.11,32.0,29.63
GH Dockrell,Clontarf Cricket Club Ground,ODI,6,312,179.0,5,198,3.44,35.8,63.46
GH Dockrell,"Clontarf Cricket Club Ground, Dublin",ODI,1,60,45.0,1,38,4.5,45.0,63.33
GH Dockrell,County Ground,ODI,1,18,20.0,0,9,6.67,20.0,50.0
GH Dockrell,"County Ground, Bristol",ODI,1,18,21.0,0,4,7.0,21.0,22.22
GH Dockrell,"County Ground, Bristol",T20I,1,6,11.0,0,1,11.0,11.0,16.67
GH Dockrell,"County Ground, Chelmsford",ODI,3,138,121.0,5,61,5.26,24.2,44.2
GH Dockrell,Dubai International Cricket Stadium,ODI,1,30,28.0,0,16,5.6,28.0,53.33
GH Dockrell,Dubai International Cricket Stadium,T20I,11,214,198.0,19,90,5.55,10.42,42.06
GH Dockrell,Eden Gardens,ODI,2,82,52.0,1,45,3.8,52.0,54.88
GH Dockrell,Galle International Stadium,Test,1,129,112.0,1,63,5.21,112.0,48.84
GH Dockrell,"Goldenacre, Edinburgh",T20I,2,18,21.0,1,6,7.0,21.0,33.33
GH Dockrell,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",T20I,1,6,15.0,0,1,15.0,15.0,16.67
GH Dockrell,Harare Sports Club,ODI,8,327,238.0,5,183,4.37,47.6,55.96
GH Dockrell,Harare Sports Club,T20I,4,42,62.0,1,6,8.86,62.0,14.29
GH Dockrell,Hazelaarweg,T20I,2,48,48.0,4,21,6.0,12.0,43.75
GH Dockrell,Himachal Pradesh Cricket Association Stadium,T20I,2,24,25.0,4,12,6.25,6.25,50.0
GH Dockrell,ICC Academy,ODI,4,222,185.0,7,120,5.0,26.43,54.05
GH Dockrell,ICC Global Cricket Academy,ODI,2,114,68.0,6,74,3.58,11.33,64.91
GH Dockrell,Lord's,ODI,1,48,52.0,1,15,6.5,52.0,31.25
GH Dockrell,M Chinnaswamy Stadium,ODI,2,120,117.0,3,56,5.85,39.0,46.67
GH Dockrell,Malahide,ODI,4,180,151.0,1,88,5.03,151.0,48.89
GH Dockrell,Manuka Oval,ODI,1,60,56.0,0,27,5.6,56.0,45.0
GH Dockrell,Melbourne Cricket Ground,T20I,1,6,5.0,1,2,5.0,5.0,33.33
GH Dockrell,Mombasa Sports Club Ground,ODI,2,72,53.0,3,40,4.42,17.67,55.56
GH Dockrell,Mombasa Sports Club Ground,T20I,3,72,51.0,6,42,4.25,8.5,58.33
GH Dockrell,"National Cricket Stadium, Grenada",T20I,1,24,51.0,1,7,12.75,51.0,29.17
GH Dockrell,Providence Stadium,T20I,2,48,35.0,3,24,4.38,11.67,50.0
GH Dockrell,"Punjab Cricket Association Stadium, Mohali",ODI,1,18,15.0,1,9,5.0,15.0,50.0
GH Dockrell,"Queens Sports Club, Bulawayo",ODI,2,66,67.0,2,24,6.09,33.5,36.36
GH Dockrell,R Premadasa Stadium,T20I,1,19,31.0,1,5,9.79,31.0,26.32
GH Dockrell,"R Premadasa Stadium, Colombo",T20I,2,48,48.0,3,16,6.0,16.0,33.33
GH Dockrell,"Sabina Park, Kingston",ODI,1,58,48.0,1,36,4.97,48.0,62.07
GH Dockrell,"Sabina Park, Kingston",T20I,2,42,29.0,2,24,4.14,14.5,57.14
GH Dockrell,"Sabina Park, Kingston, Jamaica",ODI,3,54,45.0,2,33,5.0,22.5,61.11
GH Dockrell,Saxton Oval,ODI,1,60,50.0,3,38,5.0,16.67,63.33
GH Dockrell,Seddon Park,ODI,1,30,44.0,0,11,8.8,44.0,36.67
GH Dockrell,Sheikh Zayed Stadium,T20I,6,108,143.0,1,26,7.94,143.0,24.07
GH Dockrell,Shere Bangla National Stadium,ODI,1,60,23.0,2,38,2.3,11.5,63.33
GH Dockrell,"Sinhalese Sports Club Ground, Colombo",T20I,1,6,6.0,1,2,6.0,6.0,33.33
GH Dockrell,Sportpark Het Schootsveld,T20I,2,42,51.0,3,8,7.29,17.0,19.05
GH Dockrell,"Sportpark Maarschalkerweerd, Utrecht",ODI,1,18,19.0,0,11,6.33,19.0,61.11
GH Dockrell,"Sportpark Westvliet, The Hague",T20I,3,24,22.0,0,4,5.5,22.0,16.67
GH Dockrell,Sylhet Stadium,T20I,3,48,71.0,3,18,8.88,23.67,37.5
GH Dockrell,"Takashinga Sports Club, Highfield, Harare",ODI,1,30,23.0,0,17,4.6,23.0,56.67
GH Dockrell,"The Village, Malahide",ODI,3,168,153.0,0,75,5.46,153.0,44.64
GH Dockrell,"The Village, Malahide",T20I,5,115,149.0,5,41,7.77,29.8,35.65
GH Dockrell,"The Village, Malahide, Dublin",ODI,2,60,73.0,1,23,7.3,73.0,38.33
GH Dockrell,"The Village, Malahide, Dublin",T20I,1,12,18.0,0,2,9.0,18.0,16.67
GH Dockrell,Tolerance Oval,T20I,2,33,40.0,4,7,7.27,10.0,21.21
GH Dockrell,Tony Ireland Stadium,T20I,2,42,33.0,5,16,4.71,6.6,38.1
GH Dockrell,"Toronto Cricket, Skating and Curling Club",ODI,1,42,27.0,0,29,3.86,27.0,69.05
GH Dockrell,"Trent Bridge, Nottingham",ODI,1,48,43.0,3,18,5.38,14.33,37.5
GH Dockrell,VRA Ground,ODI,2,96,47.0,3,68,2.94,15.67,70.83
GH Dockrell,Willowmoore Park,ODI,2,91,92.0,0,32,6.07,92.0,35.16
GH Dockrell,"Zayed Cricket Stadium, Abu Dhabi",ODI,1,6,5.0,0,1,5.0,5.0,16.67
GH Lewis,"Bready Cricket Club, Magheramason",T20I,1,12,12.0,0,3,6.0,12.0,25.0
GH Lewis,Colombo Cricket Club Ground,ODI,3,109,100.0,4,52,5.5,25.0,47.71
GH Lewis,"Desert Springs Cricket Ground, Almeria",ODI,1,7,10.0,0,0,8.57,10.0,0.0
GH Lewis,Nondescripts Cricket Club Ground,ODI,1,48,41.0,2,18,5.12,20.5,37.5
GH Lewis,North-West University No1 Ground,ODI,2,46,48.0,0,22,6.26,48.0,47.83
GH Lewis,P Sara Oval,ODI,1,60,45.0,0,30,4.5,45.0,50.0
GH Lewis,"Pembroke Cricket Club, Sandymount",T20I,1,12,14.0,0,4,7.0,14.0,33.33
GH Lewis,Senwes Park,ODI,1,55,63.0,0,16,6.87,63.0,29.09
GH Lewis,The Hills Cricket Club Ground,ODI,1,18,13.0,1,12,4.33,13.0,66.67
GH Lewis,"The Village, Malahide, Dublin",T20I,1,13,12.0,0,5,5.54,12.0,38.46
GH Lewis,The Vineyard,ODI,1,36,53.0,1,16,8.83,53.0,44.44
GH Lewis,YMCA Cricket Club,T20I,2,31,48.0,2,11,9.29,24.0,35.48
GH O'Brien,Bermuda National Stadium,T20I,1,24,38.0,2,8,9.5,19.0,33.33
GH O'Brien,"Civil Service Cricket Club, Stormont",T20I,1,26,11.0,2,16,2.54,5.5,61.54
GH O'Brien,Dubai International Cricket Stadium,T20I,2,42,59.0,0,19,8.43,59.0,45.24
GH O'Brien,ICC Academy,T20I,1,18,17.0,1,11,5.67,17.0,61.11
GH O'Brien,ICC Academy Ground No 2,T20I,1,21,26.0,1,9,7.43,26.0,42.86
GH O'Brien,Maple Leaf North-West Ground,ODI,1,60,31.0,3,44,3.1,10.33,73.33
GH O'Brien,National Stadium,T20I,1,12,22.0,0,6,11.0,22.0,50.0
GH O'Brien,"White Hill Field, Sandys Parish",T20I,2,48,29.0,4,33,3.62,7.25,68.75
GH Vihari,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Test,1,56,38.0,0,34,4.07,38.0,60.71
GH Vihari,Eden Gardens,IPL,1,6,14.0,0,2,14.0,14.0,33.33
GH Vihari,Kennington Oval,Test,1,63,38.0,3,39,3.62,12.67,61.9
GH Vihari,M Chinnaswamy Stadium,IPL,1,6,12.0,0,2,12.0,12.0,33.33
GH Vihari,Melbourne Cricket Ground,Test,1,36,8.0,0,32,1.33,8.0,88.89
GH Vihari,Perth Stadium,Test,1,168,84.0,2,116,3.0,42.0,69.05
GH Vihari,Punjab Cricket Association IS Bindra Stadium,IPL,1,6,9.0,0,0,9.0,9.0,0.0
GH Vihari,"Punjab Cricket Association Stadium, Mohali",IPL,1,12,5.0,0,8,2.5,5.0,66.67
GH Vihari,"Rajiv Gandhi International Stadium, Uppal",IPL,2,12,7.0,1,6,3.5,7.0,50.0
GH Vihari,"Sabina Park, Jamaica",Test,1,6,3.0,0,4,3.0,3.0,66.67
GH Vihari,"Sir Vivian Richards Stadium, Antigua",Test,1,12,7.0,0,7,3.5,7.0,58.33
GH Vihari,Sydney Cricket Ground,Test,1,6,2.0,0,4,2.0,2.0,66.67
GH Worker,Kingsmead,T20I,1,12,19.0,1,4,9.5,19.0,33.33
GH Worker,Senwes Park,ODI,1,6,5.0,0,1,5.0,5.0,16.67
GHS Garton,Dubai International Cricket Stadium,IPL,2,37,50.0,1,15,8.11,50.0,40.54
GHS Garton,"Kensington Oval, Bridgetown, Barbados",T20I,1,25,57.0,1,7,13.68,57.0,28.0
GHS Garton,Sharjah Cricket Stadium,IPL,2,68,83.0,2,24,7.32,41.5,35.29
GHS Garton,"Zayed Cricket Stadium, Abu Dhabi",IPL,1,12,29.0,1,3,14.5,29.0,25.0
GI Gokoel,"Hurlingham Club Ground, Buenos Aires",T20I,2,18,34.0,0,4,11.33,34.0,22.22
GI Gokoel,"St Albans Club, Buenos Aires",T20I,1,6,7.0,0,2,7.0,7.0,33.33
GI Hume,Bulawayo Athletic Club,ODI,1,30,32.0,0,17,6.4,32.0,56.67
GI Hume,"Castle Avenue, Dublin",T20I,2,30,58.0,1,13,11.6,58.0,43.33
GI Hume,"County Ground, Chelmsford",ODI,2,96,89.0,3,51,5.56,29.67,53.12
GI Hume,Galle International Stadium,Test,1,132,87.0,1,89,3.95,87.0,67.42
GI Hume,Harare Sports Club,ODI,9,387,327.0,14,219,5.07,23.36,56.59
GI Hume,Harare Sports Club,T20I,3,56,58.0,5,26,6.21,11.6,46.43
GI Hume,"Lord's, London",Test,1,102,85.0,1,66,5.0,85.0,64.71
GI Hume,"Shere Bangla National Stadium, Mirpur",Test,1,66,37.0,0,50,3.36,37.0,75.76
GI Hume,Sylhet International Cricket Stadium,ODI,3,138,133.0,9,70,5.78,14.78,50.72
GI Hume,"The Village, Malahide, Dublin",ODI,1,54,62.0,1,28,6.89,62.0,51.85
GI Hume,"The Village, Malahide, Dublin",T20I,1,12,36.0,2,4,18.0,18.0,33.33
GI Hume,"Zahur Ahmed Chowdhury Stadium, Chattogram",T20I,2,42,84.0,1,7,12.0,84.0,16.67
GI Hume,"Zayed Cricket Stadium, Abu Dhabi",ODI,3,157,135.0,4,90,5.16,33.75,57.32
GI Hume,"Zayed Cricket Stadium, Abu Dhabi",T20I,1,25,25.0,3,14,6.0,8.33,56.0
GI Maiden,"Civil Service Cricket Club, Stormont",T20I,1,12,14.0,1,7,7.0,14.0,58.33
GJ Batty,Antigua Recreation Ground,Test,1,312,185.0,2,211,3.56,92.5,67.63
GJ Batty,"Bangabandhu National Stadium, Dhaka",ODI,1,60,35.0,1,34,3.5,35.0,56.67
GJ Batty,"Bangabandhu National Stadium, Dhaka",Test,1,246,108.0,2,193,2.63,54.0,78.46
GJ Batty,Daren Sammy National Cricket Stadium,ODI,1,54,40.0,2,25,4.44,20.0,46.3
GJ Batty,Providence Stadium,ODI,2,78,72.0,1,32,5.54,72.0,41.03
GJ Batty,"Punjab Cricket Association IS Bindra Stadium, Mohali",Test,1,116,65.0,0,76,3.36,65.0,65.52
GJ Batty,"Queen's Park Oval, Port of Spain",T20I,1,18,17.0,0,9,5.67,17.0,50.0
GJ Batty,Queens Sports Club,ODI,1,60,36.0,0,27,3.6,36.0,45.0
GJ Batty,Riverside Ground,Test,1,90,44.0,1,68,2.93,44.0,75.56
GJ Batty,"Sinhalese Sports Club Ground, Colombo",Test,1,246,137.0,1,163,3.34,137.0,66.26
GJ Batty,Zahur Ahmed Chowdhury Stadium,Test,1,204,116.0,4,141,3.41,29.0,69.12
GJ Delany,"7he Sevens Stadium, Dubai",T20I,3,66,74.0,3,21,6.73,24.67,31.82
GJ Delany,Adelaide Oval,T20I,1,24,30.0,2,11,7.5,15.0,45.83
GJ Delany,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,8,114,156.0,5,36,8.21,31.2,31.58
GJ Delany,"Bellerive Oval, Hobart",T20I,4,78,93.0,4,27,7.15,23.25,34.62
GJ Delany,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",T20I,3,48,77.0,2,15,9.62,38.5,31.25
GJ Delany,Bready,T20I,1,6,8.0,0,3,8.0,8.0,50.0
GJ Delany,"Bready Cricket Club, Magheramason",T20I,1,12,25.0,0,3,12.5,25.0,25.0
GJ Delany,"Brisbane Cricket Ground, Woolloongabba, Brisbane",T20I,1,18,29.0,0,10,9.67,29.0,55.56
GJ Delany,Bulawayo Athletic Club,ODI,1,42,41.0,0,26,5.86,41.0,61.9
GJ Delany,"Castle Avenue, Dublin",T20I,1,12,11.0,1,7,5.5,11.0,58.33
GJ Delany,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",T20I,1,11,19.0,0,3,10.36,19.0,27.27
GJ Delany,"Civil Service Cricket Club, Stormont, Belfast",T20I,3,18,20.0,1,5,6.67,20.0,27.78
GJ Delany,"County Ground, Bristol",T20I,2,42,55.0,4,18,7.86,13.75,42.86
GJ Delany,Dubai International Cricket Stadium,T20I,4,96,99.0,8,44,6.19,12.38,45.83
GJ Delany,Harare Sports Club,T20I,8,108,138.0,6,38,7.67,23.0,35.19
GJ Delany,"ICC Academy, Dubai",T20I,1,6,8.0,0,2,8.0,8.0,33.33
GJ Delany,"Kensington Oval, Barbados",ODI,1,12,33.0,0,1,16.5,33.0,8.33
GJ Delany,Melbourne Cricket Ground,T20I,1,21,33.0,0,5,9.43,33.0,23.81
GJ Delany,"Nassau County International Cricket Stadium, New York",T20I,1,12,10.0,1,5,5.0,10.0,41.67
GJ Delany,"Queens Sports Club, Bulawayo",ODI,1,60,52.0,2,19,5.2,26.0,31.67
GJ Delany,"R Premadasa Stadium, Colombo",T20I,2,36,36.0,1,10,6.0,36.0,27.78
GJ Delany,Sheikh Zayed Stadium,ODI,2,30,35.0,1,12,7.0,35.0,40.0
GJ Delany,Sheikh Zayed Stadium,T20I,4,72,78.0,4,28,6.5,19.5,38.89
GJ Delany,"Sinhalese Sports Club Ground, Colombo",T20I,1,12,13.0,0,7,6.5,13.0,58.33
GJ Delany,"Sportpark Westvliet, The Hague",T20I,2,48,46.0,2,17,5.75,23.0,35.42
GJ Delany,Sylhet International Cricket Stadium,ODI,1,36,50.0,0,5,8.33,50.0,13.89
GJ Delany,"Takashinga Sports Club, Highfield, Harare",ODI,2,78,69.0,1,38,5.31,69.0,48.72
GJ Delany,The Rose Bowl,ODI,2,48,41.0,1,22,5.12,41.0,45.83
GJ Delany,"The Village, Malahide",T20I,2,42,71.0,2,7,10.14,35.5,16.67
GJ Delany,"The Village, Malahide, Dublin",ODI,1,42,50.0,1,16,7.14,50.0,38.1
GJ Delany,"The Village, Malahide, Dublin",T20I,3,48,74.0,1,13,9.25,74.0,27.08
GJ Delany,Tolerance Oval,T20I,2,48,48.0,3,20,6.0,16.0,41.67
GJ Delany,"Zahur Ahmed Chowdhury Stadium, Chattogram",T20I,3,36,52.0,1,9,8.67,52.0,25.0
GJ Maxwell,Adelaide Oval,ODI,5,109,114.0,3,46,6.28,38.0,42.2
GJ Maxwell,Arun Jaitley Stadium,IPL,6,54,89.0,3,17,9.89,29.67,31.48
GJ Maxwell,Arun Jaitley Stadium,ODI,1,36,34.0,0,20,5.67,34.0,55.56
GJ Maxwell,"Arun Jaitley Stadium, Delhi",IPL,1,10,14.0,0,4,8.4,14.0,40.0
GJ Maxwell,Barabati Stadium,IPL,2,18,32.0,1,3,10.67,32.0,16.67
GJ Maxwell,"Barsapara Cricket Stadium, Guwahati",T20I,1,7,30.0,0,0,25.71,30.0,0.0
GJ Maxwell,Bellerive Oval,ODI,4,96,90.0,1,45,5.62,90.0,46.88
GJ Maxwell,Bellerive Oval,T20I,2,30,40.0,4,10,8.0,10.0,33.33
GJ Maxwell,"Bellerive Oval, Hobart",T20I,1,13,31.0,1,3,14.31,31.0,23.08
GJ Maxwell,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",IPL,2,24,25.0,2,11,6.25,12.5,45.83
GJ Maxwell,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",ODI,2,117,70.0,3,62,3.59,23.33,52.99
GJ Maxwell,"Brabourne Stadium, Mumbai",IPL,2,18,27.0,1,8,9.0,27.0,44.44
GJ Maxwell,"Brisbane Cricket Ground, Woolloongabba",ODI,2,84,64.0,2,32,4.57,32.0,38.1
GJ Maxwell,"Brisbane Cricket Ground, Woolloongabba, Brisbane",T20I,1,13,14.0,3,6,6.46,4.67,46.15
GJ Maxwell,Carrara Oval,T20I,2,24,22.0,1,9,5.5,22.0,37.5
GJ Maxwell,"Cazaly's Stadium, Cairns",ODI,3,102,79.0,5,48,4.65,15.8,47.06
GJ Maxwell,"Cazaly's Stadium, Cairns",T20I,1,12,15.0,0,2,7.5,15.0,16.67
GJ Maxwell,"Civil Service Cricket Club, Stormont",ODI,1,24,41.0,2,5,10.25,20.5,20.83
GJ Maxwell,"County Ground, Bristol",ODI,1,60,49.0,2,25,4.9,24.5,41.67
GJ Maxwell,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",T20I,1,24,44.0,2,8,11.0,22.0,33.33
GJ Maxwell,"Dr DY Patil Sports Academy, Mumbai",IPL,2,30,40.0,2,15,8.0,20.0,50.0
GJ Maxwell,Dubai International Cricket Stadium,IPL,8,144,199.0,4,41,8.29,49.75,28.47
GJ Maxwell,Dubai International Cricket Stadium,ODI,4,163,140.0,1,58,5.15,140.0,35.58
GJ Maxwell,Dubai International Cricket Stadium,T20I,8,114,125.0,6,54,6.58,20.83,47.37
GJ Maxwell,Eden Gardens,IPL,4,30,58.0,1,4,11.6,58.0,13.33
GJ Maxwell,"Eden Gardens, Kolkata",ODI,1,60,35.0,0,35,3.5,35.0,58.33
GJ Maxwell,Eden Park,ODI,2,24,37.0,1,9,9.25,37.0,37.5
GJ Maxwell,Edgbaston,ODI,1,12,14.0,0,8,7.0,14.0,66.67
GJ Maxwell,Feroz Shah Kotla,IPL,2,12,18.0,0,5,9.0,18.0,41.67
GJ Maxwell,Feroz Shah Kotla,Test,1,90,66.0,3,61,4.4,22.0,67.78
GJ Maxwell,"Gaddafi Stadium, Lahore",ODI,1,42,58.0,1,9,8.29,58.0,21.43
GJ Maxwell,"Gaddafi Stadium, Lahore",PSL,1,36,56.0,2,10,9.33,28.0,27.78
GJ Maxwell,"Greenfield International Stadium, Thiruvananthapuram",T20I,1,13,38.0,0,2,17.54,38.0,15.38
GJ Maxwell,Hagley Oval,T20I,1,6,9.0,0,1,9.0,9.0,16.67
GJ Maxwell,Harare Sports Club,ODI,4,102,95.0,4,51,5.59,23.75,50.0
GJ Maxwell,Harare Sports Club,T20I,4,48,75.0,4,16,9.38,18.75,33.33
GJ Maxwell,Headingley,ODI,1,60,54.0,1,28,5.4,54.0,46.67
GJ Maxwell,"Headingley, Leeds",ODI,1,36,15.0,2,25,2.5,7.5,69.44
GJ Maxwell,Himachal Pradesh Cricket Association Stadium,IPL,1,6,18.0,0,1,18.0,18.0,16.67
GJ Maxwell,Himachal Pradesh Cricket Association Stadium,T20I,1,18,18.0,2,7,6.0,9.0,38.89
GJ Maxwell,Himachal Pradesh Cricket Association Stadium,Test,1,12,5.0,0,7,2.5,5.0,58.33
GJ Maxwell,"Himachal Pradesh Cricket Association Stadium, Dharamsala",ODI,1,60,62.0,1,22,6.2,62.0,36.67
GJ Maxwell,Holkar Cricket Stadium,ODI,1,6,2.0,0,4,2.0,2.0,66.67
GJ Maxwell,JSCA International Stadium Complex,ODI,1,30,30.0,0,13,6.0,30.0,43.33
GJ Maxwell,JSCA International Stadium Complex,Test,1,24,13.0,0,13,3.25,13.0,54.17
GJ Maxwell,Kennington Oval,ODI,5,150,135.0,0,59,5.4,135.0,39.33
GJ Maxwell,"Kensington Oval, Bridgetown",ODI,1,12,10.0,0,5,5.0,10.0,41.67
GJ Maxwell,"Kensington Oval, Bridgetown, Barbados",T20I,2,24,33.0,0,10,8.25,33.0,41.67
GJ Maxwell,Kingsmead,T20I,1,6,16.0,0,1,16.0,16.0,16.67
GJ Maxwell,Lord's,ODI,3,96,77.0,2,47,4.81,38.5,48.96
GJ Maxwell,"Lord's, London",ODI,1,18,30.0,1,5,10.0,30.0,27.78
GJ Maxwell,M Chinnaswamy Stadium,IPL,4,60,82.0,6,18,8.2,13.67,30.0
GJ Maxwell,M Chinnaswamy Stadium,ODI,1,24,32.0,0,11,8.0,32.0,45.83
GJ Maxwell,M Chinnaswamy Stadium,T20I,1,6,12.0,0,2,12.0,12.0,33.33
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",IPL,6,100,146.0,7,32,8.76,20.86,32.0
GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",ODI,1,30,40.0,0,10,8.0,40.0,33.33
GJ Maxwell,M.Chinnaswamy Stadium,IPL,1,12,13.0,1,6,6.5,13.0,50.0
GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",IPL,2,30,55.0,0,10,11.0,55.0,33.33
GJ Maxwell,"MA Chidambaram Stadium, Chepauk, Chennai",ODI,1,48,33.0,0,24,4.12,33.0,50.0
GJ Maxwell,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",IPL,3,42,27.0,3,21,3.86,9.0,50.0
GJ Maxwell,Maharashtra Cricket Association Stadium,IPL,3,24,30.0,1,6,7.5,30.0,25.0
GJ Maxwell,"Maharashtra Cricket Association Stadium, Pune",IPL,2,30,26.0,2,10,5.2,13.0,33.33
GJ Maxwell,Manuka Oval,ODI,3,96,81.0,1,41,5.06,81.0,42.71
GJ Maxwell,"Manuka Oval, Canberra",T20I,3,24,30.0,1,3,7.5,30.0,12.5
GJ Maxwell,"Marrara Stadium, Darwin",T20I,2,48,73.0,3,18,9.12,24.33,37.5
GJ Maxwell,Melbourne Cricket Ground,ODI,9,282,259.0,4,111,5.51,64.75,39.36
GJ Maxwell,Melbourne Cricket Ground,T20I,5,66,79.0,3,20,7.18,26.33,30.3
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",IPL,3,48,71.0,2,13,8.88,35.5,27.08
GJ Maxwell,"Narendra Modi Stadium, Ahmedabad",ODI,1,36,35.0,1,19,5.83,35.0,52.78
GJ Maxwell,"National Stadium, Karachi",PSL,5,156,214.0,14,44,8.23,15.29,28.21
GJ Maxwell,New Wanderers Stadium,T20I,1,24,30.0,0,6,7.5,30.0,25.0
GJ Maxwell,Newlands,T20I,1,18,24.0,0,3,8.0,24.0,16.67
GJ Maxwell,Old Trafford,ODI,4,162,155.0,2,60,5.74,77.5,37.04
GJ Maxwell,Pallekele International Cricket Stadium,ODI,2,120,95.0,2,70,4.75,47.5,58.33
GJ Maxwell,Pallekele International Cricket Stadium,T20I,4,60,76.0,2,18,7.6,38.0,30.0
GJ Maxwell,Perth Stadium,ODI,1,18,23.0,0,9,7.67,23.0,50.0
GJ Maxwell,Perth Stadium,T20I,1,6,5.0,1,2,5.0,5.0,33.33
GJ Maxwell,Providence Stadium,ODI,2,30,18.0,3,17,3.6,6.0,56.67
GJ Maxwell,"Punjab Cricket Association IS Bindra Stadium, Mohali",IPL,7,90,104.0,4,33,6.93,26.0,36.67
GJ Maxwell,"Punjab Cricket Association IS Bindra Stadium, Mohali",ODI,1,48,61.0,0,16,7.62,61.0,33.33
GJ Maxwell,"Punjab Cricket Association IS Bindra Stadium, Mohali",T20I,2,24,31.0,0,5,7.75,31.0,20.83
GJ Maxwell,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",IPL,1,6,5.0,0,1,5.0,5.0,16.67
GJ Maxwell,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",T20I,1,6,10.0,0,1,10.0,10.0,16.67
GJ Maxwell,"Punjab Cricket Association Stadium, Mohali",IPL,2,12,16.0,0,6,8.0,16.0,50.0
GJ Maxwell,"Punjab Cricket Association Stadium, Mohali",ODI,1,6,8.0,1,1,8.0,8.0,16.67
GJ Maxwell,R Premadasa Stadium,T20I,6,48,69.0,1,13,8.62,69.0,27.08
GJ Maxwell,"R Premadasa Stadium, Colombo",ODI,4,174,154.0,4,81,5.31,38.5,46.55
GJ Maxwell,"R Premadasa Stadium, Colombo",T20I,3,36,50.0,2,10,8.33,25.0,27.78
GJ Maxwell,Rajiv Gandhi International Stadium,IPL,1,6,4.0,0,2,4.0,4.0,33.33
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal",IPL,2,30,44.0,1,11,8.8,44.0,36.67
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal",Test,1,156,127.0,4,101,4.88,31.75,64.74
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",IPL,1,18,40.0,0,3,13.33,40.0,16.67
GJ Maxwell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",T20I,1,6,11.0,0,1,11.0,11.0,16.67
GJ Maxwell,Riverside Ground,T20I,1,12,25.0,0,1,12.5,25.0,8.33
GJ Maxwell,"Riverside Ground, Chester-le-Street",ODI,1,12,11.0,0,4,5.5,11.0,33.33
GJ Maxwell,"Sabina Park, Kingston, Jamaica",T20I,2,18,26.0,2,4,8.67,13.0,22.22
GJ Maxwell,"Sardar Patel Stadium, Motera",IPL,1,6,15.0,0,1,15.0,15.0,16.67
GJ Maxwell,"Saurashtra Cricket Association Stadium, Rajkot",ODI,1,60,40.0,4,35,4.0,10.0,58.33
GJ Maxwell,Sawai Mansingh Stadium,ODI,1,33,48.0,0,15,8.73,48.0,45.45
GJ Maxwell,"Sawai Mansingh Stadium, Jaipur",IPL,1,6,3.0,1,4,3.0,3.0,66.67
GJ Maxwell,Seddon Park,ODI,1,18,15.0,0,9,5.0,15.0,50.0
GJ Maxwell,Sharjah Cricket Stadium,IPL,6,90,130.0,2,24,8.67,65.0,26.67
GJ Maxwell,Sharjah Cricket Stadium,ODI,5,174,157.0,3,82,5.41,52.33,47.13
GJ Maxwell,Sheikh Zayed Stadium,IPL,1,12,23.0,0,3,11.5,23.0,25.0
GJ Maxwell,Sheikh Zayed Stadium,ODI,3,106,99.0,3,55,5.6,33.0,51.89
GJ Maxwell,Sheikh Zayed Stadium,Test,1,96,78.0,0,57,4.88,78.0,59.38
GJ Maxwell,Shere Bangla National Stadium,T20I,3,61,80.0,1,21,7.87,80.0,34.43
GJ Maxwell,"Shere Bangla National Stadium, Mirpur",Test,1,60,39.0,1,42,3.9,39.0,70.0
