bowler,venue,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
Karri Gullem Keen,"Albert Park 1, Suva",T20I,1,24,34.0,0,11,8.5,34.0,45.83
Karri Gullem Keen,"Albert Park 2, Suva",T20I,3,61,68.0,4,35,6.69,17.0,57.38
Karri Gullem Keen,"Bayuemas Oval, Kuala Lumpur",T20I,1,18,35.0,0,2,11.67,35.0,11.11
Karri Gullem Keen,Sano International Cricket Ground,T20I,4,92,62.0,8,61,4.04,7.75,66.3
Karri Gullem Keen,Singapore National Cricket Ground,T20I,3,66,53.0,6,35,4.82,8.83,53.03
Karri Gullem Keen,"Terdthai Cricket Ground, Bangkok",T20I,2,32,40.0,1,15,7.5,40.0,46.88
Karri Gullem Keen,Udayana Cricket Ground,T20I,2,48,40.0,2,23,5.0,20.0,47.92
Karri Gullem Keen,"YSD-UKM Cricket Oval, Bangi",T20I,3,36,39.0,2,18,6.5,19.5,50.0
Karthik Jayaraj,"Jimmy Powell Oval, Cayman Islands",T20I,1,18,24.0,0,6,8.0,24.0,33.33
Karthik Pillai,Marsa Sports Club,T20I,2,30,48.0,0,6,9.6,48.0,20.0
Kartik Tyagi,"Arun Jaitley Stadium, Delhi",IPL,2,96,114.0,8,46,7.12,14.25,47.92
Kartik Tyagi,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",IPL,1,52,82.0,2,22,9.46,41.0,42.31
Kartik Tyagi,"Brabourne Stadium, Mumbai",IPL,1,25,37.0,0,10,8.88,37.0,40.0
Kartik Tyagi,Dubai International Cricket Stadium,IPL,7,146,221.0,7,54,9.08,31.57,36.99
Kartik Tyagi,"Eden Gardens, Kolkata",IPL,6,278,504.0,14,92,10.88,36.0,33.09
Kartik Tyagi,"MA Chidambaram Stadium, Chepauk, Chennai",IPL,1,48,70.0,4,18,8.75,17.5,37.5
Kartik Tyagi,"Narendra Modi Stadium, Ahmedabad",IPL,2,72,131.0,0,21,10.92,131.0,29.17
Kartik Tyagi,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",IPL,3,69,111.0,5,24,9.65,22.2,34.78
Kartik Tyagi,"Shaheed Veer Narayan Singh International Stadium, Raipur",IPL,1,48,64.0,6,22,8.0,10.67,45.83
Kartik Tyagi,Sharjah Cricket Stadium,IPL,1,24,35.0,1,10,8.75,35.0,41.67
Kartik Tyagi,Sheikh Zayed Stadium,IPL,4,97,163.0,4,34,10.08,40.75,35.05
Kartik Tyagi,"Wankhede Stadium, Mumbai",IPL,3,95,169.0,3,32,10.67,56.33,33.68
Kartik Tyagi,"Zayed Cricket Stadium, Abu Dhabi",IPL,1,24,40.0,1,9,10.0,40.0,37.5
Karuna Bhandari,Asian Institute of Technology Ground,T20I,3,67,42.0,5,38,3.76,8.4,56.72
Karuna Bhandari,"ICC Academy Ground No 2, Dubai",T20I,2,36,17.0,1,22,2.83,17.0,61.11
Karuna Bhandari,"ICC Academy, Dubai",T20I,1,18,8.0,3,14,2.67,2.67,77.78
Karuna Bhandari,Pokhara Rangasala,T20I,3,36,14.0,3,31,2.33,4.67,86.11
Karuna Bhandari,Terdthai Cricket Ground,T20I,3,61,30.0,2,37,2.95,15.0,60.66
Karuna Bhandari,"West End Park International Cricket Stadium, Doha",T20I,2,36,16.0,4,27,2.67,4.0,75.0
Karweng NG,Amini Park,T20I,3,56,81.0,0,18,8.68,81.0,32.14
Kashif Abbas,"West End Park International Cricket Stadium, Doha",T20I,1,6,12.0,0,1,12.0,12.0,16.67
Kashif Ali,Multan Cricket Stadium,Test,1,65,39.0,2,39,3.6,19.5,60.0
Kashif Bhatti,"National Stadium, Karachi",PSL,1,48,72.0,2,20,9.0,36.0,41.67
Kashif Bhatti,Sharjah Cricket Stadium,PSL,1,12,24.0,0,4,12.0,24.0,33.33
Kashif Daud,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),ODI,3,166,133.0,6,94,4.81,22.17,56.63
Kashif Daud,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,8,125,179.0,9,42,8.59,19.89,33.6
Kashif Daud,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20I,1,18,21.0,1,3,7.0,21.0,16.67
Kashif Daud,Dubai International Cricket Stadium,ODI,3,90,26.0,3,72,1.73,8.67,80.0
Kashif Daud,"GMHBA Stadium, South Geelong, Victoria",T20I,2,12,19.0,0,1,9.5,19.0,8.33
Kashif Daud,"ICC Academy, Dubai",ODI,3,90,44.0,0,66,2.93,44.0,73.33
Kashif Daud,"ICC Academy, Dubai",T20I,3,66,62.0,1,32,5.64,62.0,48.48
Kashif Daud,"Mannofield Park, Aberdeen",ODI,2,60,53.0,1,41,5.3,53.0,68.33
Kashif Daud,"Moosa Cricket Stadium, Pearland",ODI,4,84,56.0,3,57,4.0,18.67,67.86
Kashif Daud,Sharjah Cricket Stadium,ODI,2,66,70.0,2,29,6.36,35.0,43.94
Kashif Daud,Sheikh Zayed Stadium,ODI,2,108,99.0,2,57,5.5,49.5,52.78
Kashif Khan,"Bayuemas Oval, Kuala Lumpur",T20I,4,73,75.0,4,37,6.16,18.75,50.68
Kashif Siddique,"Terdthai Cricket Ground, Bangkok",T20I,1,2,1.0,1,1,3.0,1.0,50.0
Kasir Ahmed,"GB Oval, Szodliget",T20I,1,6,25.0,0,1,25.0,25.0,16.67
Kate Awuah,Tafawa Balewa Square (TBS) Cricket Oval,T20I,1,19,28.0,0,6,8.84,28.0,31.58
Kate Awuah,"Tafawa Balewa Square Cricket Oval, Lagos",T20I,2,48,60.0,1,22,7.5,60.0,45.83
Kaung Htet Kyaw,Gelephu International Cricket Ground,T20I,3,48,56.0,1,24,7.0,56.0,50.0
Kaung Htet Kyaw,Udayana Cricket Ground,T20I,3,30,48.0,1,14,9.6,48.0,46.67
Kawsar Khan,"Belgrano Athletic Club Ground, Buenos Aires",T20I,1,24,28.0,4,13,7.0,7.0,54.17
Kawsar Khan,"Hurlingham Club Ground, Buenos Aires",T20I,1,24,18.0,3,15,4.5,6.0,62.5
Kawsar Khan,Sao Fernando Polo and Cricket Club,T20I,1,25,32.0,3,10,7.68,10.67,40.0
Kawsar Khan,"St Albans Club, Buenos Aires",T20I,1,24,12.0,1,17,3.0,12.0,70.83
Kawsar Khan,"St George's College Ground, Buenos Aires",T20I,2,48,45.0,1,25,5.62,45.0,52.08
Kerry Fraser,Koge Cricket Club,T20I,1,24,23.0,1,8,5.75,23.0,33.33
Kerry Fraser,Koge Cricket Club 2,T20I,2,43,41.0,2,15,5.72,20.5,34.88
Kerry Fraser,Pierre Werner Cricket Ground,T20I,2,24,31.0,3,8,7.75,10.33,33.33
Khadija Imtiaz,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,4,44,40.0,2,26,5.45,20.0,59.09
Khadija Imtiaz,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20I,2,43,36.0,3,19,5.02,12.0,44.19
Khadija Imtiaz,"Kolej Tuanku Jaafar Cricket Oval, Mantin",T20I,3,42,38.0,4,16,5.43,9.5,38.1
Khadija Imtiaz,"West End Park International Cricket Stadium, Doha",T20I,6,91,118.0,6,24,7.78,19.67,26.37
Khadija Khalil,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,1,18,17.0,2,9,5.67,8.5,50.0
Khadija Khalil,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20I,4,63,65.0,5,37,6.19,13.0,58.73
Khadija Khalil,"Bayuemas Oval, Kuala Lumpur",T20I,1,7,6.0,1,3,5.14,6.0,42.86
Khadija Khalil,"ICC Academy, Dubai",T20I,3,55,86.0,3,20,9.38,28.67,36.36
Khadija Khalil,"Kinrara Academy Oval, Kuala Lumpur",T20I,3,33,43.0,1,10,7.82,43.0,30.3
Khadija Khalil,"Terdthai Cricket Ground, Bangkok",T20I,1,2,3.0,0,0,9.0,3.0,0.0
Khadija Tul Kubra,"Bready Cricket Club, Magheramason",T20I,1,12,5.0,4,7,2.5,1.25,58.33
Khadija Tul Kubra,Colombo Cricket Club Ground,ODI,1,60,26.0,2,48,2.6,13.0,80.0
Khadija Tul Kubra,"Daren Sammy National Cricket Stadium, Gros Islet",T20I,3,60,46.0,4,36,4.6,11.5,60.0
Khadija Tul Kubra,Diamond Oval,ODI,2,78,55.0,0,50,4.23,55.0,64.1
Khadija Tul Kubra,Feroz Shah Kotla,T20I,1,24,16.0,0,9,4.0,16.0,37.5
Khadija Tul Kubra,Forthill,T20I,2,24,15.0,3,16,3.75,5.0,66.67
Khadija Tul Kubra,Gaddafi Stadium,T20I,1,12,13.0,0,6,6.5,13.0,50.0
Khadija Tul Kubra,Guanggong International Cricket Stadium,T20I,2,18,20.0,1,6,6.67,20.0,33.33
Khadija Tul Kubra,Kinrara Academy Oval,T20I,5,102,82.0,7,54,4.82,11.71,52.94
Khadija Tul Kubra,Lochlands,T20I,1,24,10.0,2,19,2.5,5.0,79.17
Khadija Tul Kubra,M Chinnaswamy Stadium,T20I,2,30,35.0,1,9,7.0,35.0,30.0
Khadija Tul Kubra,Mangaung Oval,ODI,1,60,37.0,3,36,3.7,12.33,60.0
Khadija Tul Kubra,Mangaung Oval,T20I,2,36,40.0,0,10,6.67,40.0,27.78
Khadija Tul Kubra,Manuka Oval,T20I,1,12,29.0,0,1,14.5,29.0,8.33
Khadija Tul Kubra,Nondescripts Cricket Club Ground,ODI,2,111,69.0,2,75,3.73,34.5,67.57
Khadija Tul Kubra,P Sara Oval,ODI,2,96,69.0,2,61,4.31,34.5,63.54
Khadija Tul Kubra,Pokhara Rangasala,T20I,1,12,9.0,0,7,4.5,9.0,58.33
Khadija Tul Kubra,Providence Stadium,T20I,1,24,19.0,1,13,4.75,19.0,54.17
Khadija Tul Kubra,"Queens Sports Club, Bulawayo",ODI,1,36,14.0,1,25,2.33,14.0,69.44
Khadija Tul Kubra,Senwes Park,T20I,1,24,17.0,1,7,4.25,17.0,29.17
Khadija Tul Kubra,Sheikh Kamal International Cricket Stadium,ODI,2,72,69.0,3,40,5.75,23.0,55.56
Khadija Tul Kubra,Southend Club Cricket Stadium,ODI,1,30,22.0,0,17,4.4,22.0,56.67
Khadija Tul Kubra,Sportpark Maarschalkerweerd,T20I,1,24,15.0,0,12,3.75,15.0,50.0
Khadija Tul Kubra,SuperSport Park,ODI,1,30,28.0,0,14,5.6,28.0,46.67
Khadija Tul Kubra,Sylhet Stadium,T20I,3,48,60.0,5,14,7.5,12.0,29.17
Khadija Tul Kubra,Terdthai Cricket Ground,T20I,1,18,11.0,2,8,3.67,5.5,44.44
Khadija Tul Kubra,"The Village, Malahide, Dublin",T20I,1,18,21.0,0,6,7.0,21.0,33.33
Khadija Tul Kubra,Willowmoore Park,ODI,1,59,43.0,3,35,4.37,14.33,59.32
Khadija Tul Kubra,YMCA Cricket Club,T20I,1,24,20.0,1,8,5.0,20.0,33.33
Khaibar Deldar,"GB Oval, Szodliget",T20I,1,13,12.0,0,7,5.54,12.0,53.85
Khaibar Deldar,Marsa Sports Club,T20I,3,55,92.0,4,19,10.04,23.0,34.55
Khaibar Deldar,"Moara Vlasiei Cricket Ground, Ilfov County",T20I,1,6,14.0,0,1,14.0,14.0,16.67
Khalander Mustafa,"West End Park International Cricket Stadium, Doha",T20I,2,42,54.0,4,24,7.71,13.5,57.14
Khaled Ahmed,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Test,1,196,110.0,5,146,3.37,22.0,74.49
Khaled Ahmed,"Gaddafi Stadium, Lahore",T20I,1,24,37.0,0,8,9.25,37.0,33.33
Khaled Ahmed,"Green Park, Kanpur",Test,1,25,43.0,0,8,10.32,43.0,32.0
Khaled Ahmed,"Kingsmead, Durban",Test,1,230,125.0,4,176,3.26,31.25,76.52
Khaled Ahmed,Seddon Park,Test,1,181,149.0,0,119,4.94,149.0,65.75
Khaled Ahmed,"Shere Bangla National Stadium, Mirpur",ODI,2,80,72.0,3,46,5.4,24.0,57.5
Khaled Ahmed,"Shere Bangla National Stadium, Mirpur",Test,6,718,431.0,4,511,3.6,107.75,71.17
Khaled Ahmed,"Sir Vivian Richards Stadium, North Sound, Antigua",Test,1,180,86.0,5,134,2.87,17.2,74.44
Khaled Ahmed,"St George's Park, Port Elizabeth",Test,1,234,138.0,4,167,3.54,34.5,71.37
Khaled Ahmed,Sylhet International Cricket Stadium,Test,2,320,154.0,6,237,2.89,25.67,74.06
Khaled Ahmed,"Zahur Ahmed Chowdhury Stadium, Chattogram",Test,3,527,302.0,5,373,3.44,60.4,70.78
Khaled Mahmud,Arnos Vale Ground,ODI,2,91,46.0,3,62,3.03,15.33,68.13
Khaled Mahmud,Bangabandhu National Stadium,ODI,1,60,62.0,3,27,6.2,20.67,45.0
Khaled Mahmud,"Bangabandhu National Stadium, Dhaka",ODI,2,82,54.0,1,53,3.95,54.0,64.63
Khaled Mahmud,"Bangabandhu National Stadium, Dhaka",Test,1,120,59.0,0,98,2.95,59.0,81.67
Khaled Mahmud,"Bundaberg Rum Stadium, Cairns",ODI,2,58,63.0,0,27,6.52,63.0,46.55
Khaled Mahmud,"De Beers Diamond Oval, Kimberley",ODI,1,61,46.0,3,35,4.52,15.33,57.38
Khaled Mahmud,"Goodyear Park, Bloemfontein",ODI,1,12,20.0,0,6,10.0,20.0,50.0
Khaled Mahmud,Harare Sports Club,ODI,1,60,19.0,4,45,1.9,4.75,75.0
Khaled Mahmud,Kennington Oval,ODI,1,21,39.0,0,4,11.14,39.0,19.05
Khaled Mahmud,MA Aziz Stadium,ODI,3,138,106.0,2,69,4.61,53.0,50.0
Khaled Mahmud,"MA Aziz Stadium, Chittagong",Test,1,222,110.0,1,175,2.97,110.0,78.83
Khaled Mahmud,"Marrara Cricket Ground, Darwin",ODI,1,48,57.0,0,16,7.12,57.0,33.33
Khaled Mahmud,"Marrara Cricket Ground, Darwin",Test,1,168,98.0,0,116,3.5,98.0,69.05
Khaled Mahmud,Multan Cricket Stadium,ODI,1,63,65.0,1,27,6.19,65.0,42.86
Khaled Mahmud,Multan Cricket Stadium,Test,1,249,105.0,9,198,2.53,11.67,79.52
Khaled Mahmud,National Cricket Stadium,ODI,1,30,32.0,0,13,6.4,32.0,43.33
Khaled Mahmud,"National Stadium, Karachi",ODI,1,54,64.0,1,21,7.11,64.0,38.89
Khaled Mahmud,"New Wanderers Stadium, Johannesburg",ODI,1,60,39.0,1,41,3.9,39.0,68.33
Khaled Mahmud,R.Premadasa Stadium,ODI,1,30,40.0,0,15,8.0,40.0,50.0
Khaled Mahmud,Rawalpindi Cricket Stadium,ODI,1,48,30.0,0,28,3.75,30.0,58.33
Khaled Mahmud,Shaheed Chandu Stadium,ODI,1,12,15.0,0,5,7.5,15.0,41.67
Khaled Mahmud,Sinhalese Sports Club,ODI,1,60,56.0,2,21,5.6,28.0,35.0
Khaled Mahmud,Sinhalese Sports Club Ground,ODI,1,30,26.0,0,15,5.2,26.0,50.0
Khaled Mahmud,St Lawrence Ground,ODI,1,61,54.0,1,29,5.31,54.0,47.54
Khaled Mahmud,The Rose Bowl,ODI,1,61,57.0,0,34,5.61,57.0,55.74
Khaled Mahmud,"Willowmoore Park, Benoni",ODI,1,61,48.0,2,32,4.72,24.0,52.46
Khalid Ahmadi,Bayer Uerdingen Cricket Ground,T20I,5,109,154.0,7,44,8.48,22.0,40.37
Khalid Ahmadi,Dreux Sport Cricket Club,T20I,4,97,104.0,9,50,6.43,11.56,51.55
Khalid Ahmadi,Marsa Sports Club,T20I,5,98,96.0,7,51,5.88,13.71,52.04
Khalid Ahmadi,"Moara Vlasiei Cricket Ground, Ilfov County",T20I,3,67,61.0,7,37,5.46,8.71,55.22
Khalid Ahmadi,Pierre Werner Cricket Ground,T20I,3,72,50.0,5,43,4.17,10.0,59.72
Khalid Ahmadi,"Royal Brussels Cricket Club Ground, Waterloo",T20I,3,60,61.0,3,29,6.1,20.33,48.33
Khalid Ahmadi,"Stars Arena Hofstade, Zemst",T20I,4,89,120.0,8,41,8.09,15.0,46.07
Khalid Niazi,Estonian National Cricket and Rugby Field,T20I,3,49,63.0,6,19,7.71,10.5,38.78
Khalid Niazi,"Moara Vlasiei Cricket Ground, Ilfov County",T20I,2,24,39.0,0,8,9.75,39.0,33.33
Khalid Niazi,Pierre Werner Cricket Ground,T20I,3,48,61.0,4,18,7.62,15.25,37.5
Khalid Usman,"Gaddafi Stadium, Lahore",PSL,2,48,42.0,2,24,5.25,21.0,50.0
Khalid Usman,Sharjah Cricket Stadium,PSL,1,18,27.0,1,5,9.0,27.0,27.78
Khalid Usman,"Sheikh Zayed Stadium, Abu Dhabi",PSL,1,48,90.0,0,6,11.25,90.0,12.5
Khalid Zahid,Bayer Uerdingen Cricket Ground,T20I,7,146,174.0,8,76,7.15,21.75,52.05
Khalid Zahid,"Botkyrka Cricket Center, Stockholm",T20I,3,60,63.0,5,30,6.3,12.6,50.0
Khalid Zahid,"Ishoj Cricket Club, Vejledalen",T20I,2,36,37.0,3,21,6.17,12.33,58.33
Khalid Zahid,Kerava National Cricket Ground,T20I,5,107,124.0,3,44,6.95,41.33,41.12
Khalid Zahid,Koge Cricket Club,T20I,1,18,22.0,3,10,7.33,7.33,55.56
Khalid Zahid,"Solvangs Park, Glostrup",T20I,1,25,20.0,1,15,4.8,20.0,60.0
Khalid Zahid,"Stubberudmyra Cricket Ground, Oslo",T20I,2,42,65.0,0,11,9.29,65.0,26.19
Khalid Zahid,"Svanholm Park, Brondby",T20I,3,66,88.0,3,25,8.0,29.33,37.88
Khalid Zahid,Tikkurila Cricket Ground,T20I,1,19,21.0,0,6,6.63,21.0,31.58
Khalil Ahmed,"Gaddafi Stadium, Lahore",PSL,2,86,146.0,6,26,10.19,24.33,30.23
Khalil Ahmed,"National Stadium, Karachi",PSL,1,36,50.0,0,16,8.33,50.0,44.44
Khan Arbaaz,Integrated Polytechnic Regional Centre,T20I,2,19,20.0,2,8,6.32,10.0,42.11
Khawar Ali,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),ODI,7,296,240.0,11,156,4.86,21.82,52.7
Khawar Ali,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,13,195,257.0,15,51,7.91,17.13,26.15
Khawar Ali,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),ODI,2,84,77.0,1,43,5.5,77.0,51.19
Khawar Ali,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20I,2,44,24.0,5,24,3.27,4.8,54.55
Khawar Ali,Dubai International Cricket Stadium,ODI,5,240,176.0,4,124,4.4,44.0,51.67
Khawar Ali,Dubai International Cricket Stadium,T20I,3,66,86.0,3,21,7.82,28.67,31.82
Khawar Ali,Himachal Pradesh Cricket Association Stadium,T20I,2,36,44.0,2,10,7.33,22.0,27.78
Khawar Ali,ICC Academy,T20I,1,18,32.0,1,4,10.67,32.0,22.22
Khawar Ali,"ICC Academy, Dubai",ODI,3,180,123.0,5,99,4.1,24.6,55.0
Khawar Ali,Mannofield Park,ODI,4,198,134.0,9,105,4.06,14.89,53.03
Khawar Ali,"Moosa Cricket Stadium, Pearland",ODI,4,216,183.0,7,100,5.08,26.14,46.3
Khawar Ali,Sharjah Cricket Stadium,ODI,1,48,30.0,0,22,3.75,30.0,45.83
Khawar Ali,Sheikh Zayed Stadium,T20I,10,189,179.0,13,75,5.68,13.77,39.68
Khawar Ali,Tolerance Oval,T20I,2,48,40.0,2,18,5.0,20.0,37.5
Khawar Ali,Tribhuvan University International Cricket Ground,ODI,4,144,128.0,1,80,5.33,128.0,55.56
Khawar Ali,Wanderers Cricket Ground,ODI,1,60,54.0,1,30,5.4,54.0,50.0
Khawar Ali,"Wanderers Cricket Ground, Windhoek",ODI,1,48,45.0,2,22,5.62,22.5,45.83
Khin Aye,"Bayuemas Oval, Kuala Lumpur",T20I,2,31,42.0,2,5,8.13,21.0,16.13
Khin Aye,Gelephu International Cricket Ground,T20I,3,30,55.0,1,12,11.0,55.0,40.0
Khin Aye,Udayana Cricket Ground,T20I,7,90,134.0,3,43,8.93,44.67,47.78
Khin Aye,"YSD-UKM Cricket Oval, Bangi",T20I,2,18,24.0,2,10,8.0,12.0,55.56
Khizar Hayat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),T20I,1,12,25.0,1,2,12.5,25.0,16.67
Khizar Hayat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20I,3,56,89.0,3,21,9.54,29.67,37.5
Khizar Hayat,"Bayuemas Oval, Kuala Lumpur",T20I,12,234,193.0,10,105,4.95,19.3,44.87
Khizar Hayat,"Indian Association Ground, Singapore",T20I,3,54,78.0,3,8,8.67,26.0,14.81
Khizar Hayat,Kinrara Academy Oval,T20I,5,102,121.0,8,29,7.12,15.12,28.43
Khizar Hayat,"Selangor Turf Club, Kuala Lumpur",T20I,3,72,62.0,5,37,5.17,12.4,51.39
Khizar Hayat,Singapore National Cricket Ground,T20I,6,126,153.0,6,44,7.29,25.5,34.92
Khizar Hayat,Terdthai Cricket Ground,T20I,3,72,96.0,3,27,8.0,32.0,37.5
Khizar Hayat,"Tribhuvan University International Cricket Ground, Kirtipur",T20I,4,66,95.0,1,19,8.64,95.0,28.79
Khizar Hayat,"UKM-YSD Cricket Oval, Bangi",T20I,10,174,128.0,11,102,4.41,11.64,58.62
Khurram Chohan,Bay Oval,ODI,1,31,34.0,0,17,6.58,34.0,54.84
Khurram Chohan,Clontarf Cricket Club Ground,ODI,2,121,116.0,4,68,5.75,29.0,56.2
Khurram Chohan,Dubai International Cricket Stadium,T20I,2,25,47.0,0,8,11.28,47.0,32.0
Khurram Chohan,Hagley Oval,ODI,1,61,68.0,5,27,6.69,13.6,44.26
Khurram Chohan,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",ODI,1,48,62.0,1,22,7.75,62.0,45.83
Khurram Chohan,Maple Leaf North-West Ground,ODI,1,60,26.0,4,47,2.6,6.5,78.33
Khurram Chohan,R Premadasa Stadium,ODI,1,22,10.0,0,17,2.73,10.0,77.27
Khurram Chohan,"Toronto Cricket, Skating and Curling Club",ODI,1,36,25.0,3,21,4.17,8.33,58.33
Khurram Chohan,"Vidarbha Cricket Association Stadium, Jamtha",ODI,1,60,44.0,2,33,4.4,22.0,55.0
Khurram Chohan,Wankhede Stadium,ODI,1,42,40.0,0,23,5.71,40.0,54.76
Khurram Chohan,Willowmoore Park,ODI,1,36,13.0,1,27,2.17,13.0,75.0
Khurram Khan,Gaddafi Stadium,ODI,2,120,133.0,3,38,6.65,44.33,31.67
Khurram Khan,McLean Park,ODI,1,18,21.0,0,6,7.0,21.0,33.33
Khurram Khan,Sylhet Stadium,T20I,1,6,8.0,1,4,8.0,8.0,66.67
Khurram Khan,Westpac Stadium,ODI,1,24,31.0,0,1,7.75,31.0,4.17
Khurram Shahzad,"Gaddafi Stadium, Lahore",PSL,9,339,406.0,29,191,7.19,14.0,56.34
Khurram Shahzad,Multan Cricket Stadium,PSL,1,25,49.0,0,5,11.76,49.0,20.0
Khurram Shahzad,Multan Cricket Stadium,Test,1,7,7.0,0,5,6.0,7.0,71.43
Khurram Shahzad,"National Stadium, Karachi",PSL,3,81,145.0,3,24,10.74,48.33,29.63
Khurram Shahzad,"Newlands, Cape Town",Test,1,150,123.0,2,96,4.92,61.5,64.0
Khurram Shahzad,Perth Stadium,Test,1,235,128.0,5,176,3.27,25.6,74.89
Khurram Shahzad,Rawalpindi Cricket Stadium,PSL,4,123,196.0,9,54,9.56,21.78,43.9
Khurram Shahzad,Rawalpindi Cricket Stadium,Test,2,345,220.0,9,237,3.83,24.44,68.7
Khurram Shahzad,"Sheikh Zayed Stadium, Abu Dhabi",PSL,5,198,232.0,16,82,7.03,14.5,41.41
Khurram Shahzad,"SuperSport Park, Centurion",Test,1,180,122.0,4,123,4.07,30.5,68.33
Khurram Shahzad,Sylhet International Cricket Stadium,Test,1,236,167.0,8,150,4.25,20.88,63.56
Khusboo Kandpal,"Banks Field, Vinor",T20I,4,71,79.0,3,32,6.68,26.33,45.07
Khusboo Kandpal,Koge Cricket Club,T20I,1,25,20.0,2,12,4.8,10.0,48.0
Khusboo Kandpal,Koge Cricket Club 2,T20I,2,44,53.0,1,16,7.23,53.0,36.36
Khusboo Kandpal,Pierre Werner Cricket Ground,T20I,3,30,28.0,2,13,5.6,14.0,43.33
Khushdil Shah,"Bay Oval, Mount Maunganui",T20I,1,6,12.0,0,3,12.0,12.0,50.0
Khushdil Shah,Dubai International Cricket Stadium,ODI,1,45,43.0,1,19,5.73,43.0,42.22
Khushdil Shah,"Eden Park, Auckland",T20I,1,6,18.0,0,0,18.0,18.0,0.0
Khushdil Shah,Gaddafi Stadium,PSL,1,12,16.0,0,6,8.0,16.0,50.0
Khushdil Shah,Gaddafi Stadium,T20I,1,6,6.0,0,3,6.0,6.0,50.0
Khushdil Shah,"Gaddafi Stadium, Lahore",ODI,3,150,173.0,3,50,6.92,57.67,33.33
Khushdil Shah,"Gaddafi Stadium, Lahore",PSL,15,320,445.0,19,103,8.34,23.42,32.19
Khushdil Shah,"Gaddafi Stadium, Lahore",T20I,3,30,40.0,2,10,8.0,20.0,33.33
Khushdil Shah,"Hazelaarweg, Rotterdam",ODI,1,12,15.0,0,4,7.5,15.0,33.33
Khushdil Shah,Multan Cricket Stadium,PSL,5,56,64.0,3,25,6.86,21.33,44.64
Khushdil Shah,National Stadium,PSL,4,36,45.0,2,9,7.5,22.5,25.0
Khushdil Shah,"National Stadium, Karachi",ODI,3,120,101.0,1,53,5.05,101.0,44.17
Khushdil Shah,"National Stadium, Karachi",PSL,17,477,634.0,30,182,7.97,21.13,38.16
Khushdil Shah,Rawalpindi Cricket Stadium,PSL,4,72,157.0,2,20,13.08,78.5,27.78
Khushdil Shah,"Shere Bangla National Stadium, Mirpur",T20I,1,6,12.0,0,2,12.0,12.0,33.33
Khushdil Shah,"University Oval, Dunedin",T20I,1,18,16.0,1,6,5.33,16.0,33.33
Khushdil Shah,Zhejiang University of Technology Cricket Field,T20I,1,25,13.0,3,16,3.12,4.33,64.0
Khushi Sharma,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),T20I,3,42,11.0,6,33,1.57,1.83,78.57
Khushi Sharma,"Bayuemas Oval, Kuala Lumpur",T20I,1,18,8.0,1,10,2.67,8.0,55.56
Khushi Sharma,Dubai International Cricket Stadium,T20I,4,42,46.0,1,15,6.57,46.0,35.71
Khushi Sharma,"ICC Academy Ground No 2, Dubai",T20I,3,60,55.0,11,32,5.5,5.0,53.33
Khushi Sharma,"ICC Academy, Dubai",T20I,4,85,90.0,2,34,6.35,45.0,40.0
Khushi Sharma,"Kinrara Academy Oval, Kuala Lumpur",T20I,3,54,25.0,1,42,2.78,25.0,77.78
Khushi Sharma,"Malek Cricket Ground, Ajman",T20I,4,54,49.0,5,26,5.44,9.8,48.15
Khushi Sharma,Rangiri Dambulla International Stadium,T20I,3,18,30.0,0,9,10.0,30.0,50.0
Khushi Sharma,"Royal Selangor Club, Kuala Lumpur",T20I,1,12,2.0,0,10,1.0,2.0,83.33
Khushi Sharma,"Selangor Turf Club, Kuala Lumpur",T20I,1,24,6.0,1,19,1.5,6.0,79.17
Khushi Sharma,"Sheikh Zayed Stadium, Abu Dhabi",T20I,1,6,9.0,0,3,9.0,9.0,50.0
Khushi Sharma,Sylhet International Cricket Stadium,T20I,2,24,22.0,1,13,5.5,22.0,54.17
Khushi Sharma,"Sylhet International Cricket Stadium, Academy Ground",T20I,3,36,49.0,0,11,8.17,49.0,30.56
Khushi Sharma,"Tolerance Oval, Abu Dhabi",T20I,5,81,111.0,4,33,8.22,27.75,40.74
Khushi Sharma,"UKM-YSD Cricket Oval, Bangi",T20I,1,12,13.0,1,6,6.5,13.0,50.0
