striker,bowler,format,balls_faced,runs,dismissals,fours,sixes,dot_balls,strike_rate,average
N Pooran,NM Coulter-Nile,ODI,13,12,0,2,0,7,92.31,12.0
N Pooran,Nasum Ahmed,ODI,19,18,1,2,0,9,94.74,18.0
N Pooran,Noor Ahmad,IPL,14,3,3,0,0,11,21.43,1.0
N Pooran,OEG Baartman,T20I,12,20,1,2,1,3,166.67,20.0
N Pooran,PADLR Sandakan,ODI,34,34,1,5,0,18,100.0,34.0
N Pooran,PADLR Sandakan,T20I,20,29,0,1,2,5,145.0,29.0
N Pooran,PE Kruger,T20I,13,25,0,1,2,2,192.31,25.0
N Pooran,PJ Cummins,IPL,24,43,1,7,0,6,179.17,43.0
N Pooran,PP Chawla,IPL,10,18,0,1,2,5,180.0,18.0
N Pooran,PWH de Silva,ODI,66,42,0,1,1,37,63.64,42.0
N Pooran,R Ashwin,IPL,28,30,2,3,0,10,107.14,15.0
N Pooran,R Ashwin,T20I,15,10,2,1,0,9,66.67,5.0
N Pooran,RA Jadeja,IPL,35,52,2,2,5,16,148.57,26.0
N Pooran,RA Jadeja,ODI,49,71,0,5,6,23,144.9,71.0
N Pooran,RD Chahar,IPL,26,52,0,2,4,5,200.0,52.0
N Pooran,RJW Topley,T20I,40,39,0,3,1,20,97.5,39.0
N Pooran,RP Meredith,ODI,11,5,0,0,0,7,45.45,5.0
N Pooran,RP Meredith,T20I,11,16,0,3,0,4,145.45,16.0
N Pooran,Rashid Khan,IPL,52,64,2,0,5,20,123.08,32.0
N Pooran,Rasikh Salam,IPL,13,18,1,3,0,4,138.46,18.0
N Pooran,Ravi Bishnoi,IPL,10,8,0,1,0,5,80.0,8.0
N Pooran,Ravi Bishnoi,T20I,45,63,0,6,3,17,140.0,63.0
N Pooran,S Dube,ODI,11,21,0,4,0,2,190.91,21.0
N Pooran,S Lamichhane,ODI,28,30,0,1,1,10,107.14,30.0
N Pooran,S Mahmood,T20I,19,29,0,3,2,9,152.63,29.0
N Pooran,SH Johnson,IPL,16,18,0,2,1,9,112.5,18.0
N Pooran,SL Malinga,ODI,11,11,0,1,0,5,100.0,11.0
N Pooran,SM Curran,T20I,20,15,1,2,0,12,75.0,15.0
N Pooran,SM Sharif,ODI,11,2,0,0,0,9,18.18,2.0
N Pooran,SN Thakur,IPL,20,53,4,2,6,5,265.0,13.25
N Pooran,SN Thakur,ODI,53,54,2,4,2,24,101.89,27.0
N Pooran,SP Narine,IPL,43,39,3,0,2,16,90.7,13.0
N Pooran,SR Taylor,ODI,12,18,1,1,1,4,150.0,18.0
N Pooran,Sandeep Sharma,IPL,25,37,3,4,1,7,148.0,12.33
N Pooran,Saqib Zulfiqar,ODI,17,27,0,2,2,7,158.82,27.0
N Pooran,Shadab Khan,ODI,14,14,0,0,1,7,100.0,14.0
N Pooran,Shadab Khan,T20I,15,9,0,0,0,6,60.0,9.0
N Pooran,Shaheen Shah Afridi,T20I,17,25,0,4,1,9,147.06,25.0
N Pooran,Shakib Al Hasan,ODI,15,5,1,0,0,10,33.33,5.0
N Pooran,Shakib Al Hasan,T20I,34,51,1,2,5,14,150.0,51.0
N Pooran,Shoriful Islam,T20I,13,15,1,2,0,5,115.38,15.0
N Pooran,Sikandar Raza,ODI,16,8,0,1,0,11,50.0,8.0
N Pooran,Simi Singh,ODI,27,19,1,1,0,14,70.37,19.0
N Pooran,T Natarajan,IPL,32,53,0,3,3,7,165.62,53.0
N Pooran,T Shamsi,ODI,10,5,0,0,0,5,50.0,5.0
N Pooran,T Shamsi,T20I,28,24,1,2,0,12,85.71,24.0
N Pooran,TA Boult,ODI,27,18,3,1,1,18,66.67,6.0
N Pooran,TG Southee,ODI,13,8,1,0,1,10,61.54,8.0
N Pooran,TG Southee,T20I,13,25,1,4,1,5,192.31,25.0
N Pooran,TL Chatara,ODI,10,8,0,1,0,5,80.0,8.0
N Pooran,TS Mills,T20I,27,46,1,4,3,9,170.37,46.0
N Pooran,TU Deshpande,IPL,12,21,1,3,1,4,175.0,21.0
N Pooran,Taijul Islam,ODI,17,11,1,1,0,10,64.71,11.0
N Pooran,Taskin Ahmed,T20I,13,23,0,1,2,4,176.92,23.0
N Pooran,VG Arora,IPL,16,29,0,2,2,4,181.25,29.0
N Pooran,VJ Kingma,ODI,10,23,0,2,1,0,230.0,23.0
N Pooran,WB Rankin,ODI,16,13,0,1,0,7,81.25,13.0
N Pooran,Wahab Riaz,ODI,10,23,0,2,2,4,230.0,23.0
N Pooran,Washington Sundar,IPL,24,38,0,0,5,11,158.33,38.0
N Pooran,Washington Sundar,ODI,20,11,0,2,0,15,55.0,11.0
N Pooran,Washington Sundar,T20I,22,20,0,1,1,12,90.91,20.0
N Pooran,YS Chahal,IPL,41,54,2,2,4,17,131.71,27.0
N Pooran,YS Chahal,ODI,31,44,1,0,5,12,141.94,44.0
N Pooran,YS Chahal,T20I,47,90,0,3,8,9,191.49,90.0
N Pradeep,HH Pandya,Test,13,8,1,1,0,10,61.54,8.0
N Pradeep,JM Bird,Test,12,9,1,2,0,9,75.0,9.0
N Pradeep,LE Plunkett,Test,12,6,1,1,0,10,50.0,6.0
N Pradeep,MA Starc,Test,16,13,0,3,0,12,81.25,13.0
N Pradeep,MG Johnson,Test,13,11,0,2,0,10,84.62,11.0
N Pradeep,R Ashwin,Test,15,0,4,0,0,15,0.0,0.0
N Pradeep,RA Jadeja,Test,16,2,0,0,0,15,12.5,2.0
N Pradeep,SCJ Broad,Test,26,18,0,2,0,19,69.23,18.0
N Pradeep,Saeed Ajmal,Test,14,2,1,0,0,13,14.29,2.0
N Pradeep,VD Philander,Test,10,6,2,1,0,7,60.0,3.0
N Pradeep,Yasir Shah,Test,19,0,3,0,0,19,0.0,0.0
N Pradeep,Zulfiqar Babar,Test,15,0,0,0,0,15,0.0,0.0
N Rana,A Kamboj,IPL,10,13,0,2,0,3,130.0,13.0
N Rana,A Mishra,IPL,12,16,0,1,1,5,133.33,16.0
N Rana,A Nortje,IPL,24,26,1,4,0,12,108.33,26.0
N Rana,AJ Tye,IPL,14,12,1,0,1,8,85.71,12.0
N Rana,AR Patel,IPL,38,52,2,3,4,15,136.84,26.0
N Rana,AS Joseph,IPL,10,13,1,0,2,7,130.0,13.0
N Rana,Avesh Khan,IPL,23,29,2,6,0,12,126.09,14.5
N Rana,B Kumar,IPL,43,51,2,8,1,21,118.6,25.5
N Rana,BA Stokes,IPL,20,16,0,0,1,9,80.0,16.0
N Rana,CH Morris,IPL,14,28,3,2,3,7,200.0,9.33
N Rana,CV Varun,IPL,10,4,1,0,0,6,40.0,4.0
N Rana,DJ Bravo,IPL,18,15,2,2,0,9,83.33,7.5
N Rana,DL Chahar,IPL,42,40,2,6,1,25,95.24,20.0
N Rana,GJ Maxwell,IPL,10,15,1,1,1,3,150.0,15.0
N Rana,HH Pandya,IPL,27,41,3,4,3,14,151.85,13.67
N Rana,HV Patel,IPL,23,38,2,2,3,7,165.22,19.0
N Rana,I Sharma,IPL,21,26,1,1,2,7,123.81,26.0
N Rana,JC Archer,IPL,13,9,2,1,0,9,69.23,4.5
N Rana,JD Unadkat,IPL,19,24,0,1,2,9,126.32,24.0
N Rana,JJ Bumrah,IPL,28,25,3,4,0,15,89.29,8.33
N Rana,JO Holder,IPL,10,10,1,1,0,3,100.0,10.0
N Rana,JR Hazlewood,IPL,13,13,1,1,1,8,100.0,13.0
N Rana,K Gowtham,IPL,19,31,1,4,1,5,163.16,31.0
N Rana,K Rabada,IPL,25,22,0,3,0,12,88.0,22.0
N Rana,KA Pollard,IPL,20,34,1,2,3,7,170.0,34.0
N Rana,KH Pandya,IPL,21,26,1,3,0,4,123.81,26.0
N Rana,KK Ahmed,IPL,25,47,0,6,3,12,188.0,47.0
N Rana,KV Sharma,IPL,13,26,1,0,3,2,200.0,26.0
N Rana,Kuldeep Yadav,IPL,29,52,0,4,3,5,179.31,52.0
N Rana,Lalit Yadav,IPL,23,49,1,0,6,7,213.04,49.0
N Rana,M Ashwin,IPL,13,14,1,2,0,6,107.69,14.0
N Rana,M Jansen,IPL,47,52,1,5,2,20,110.64,52.0
N Rana,M Markande,IPL,27,32,1,1,2,9,118.52,32.0
N Rana,M Pathirana,IPL,11,8,0,0,0,5,72.73,8.0
N Rana,M Theekshana,IPL,14,18,0,2,0,3,128.57,18.0
N Rana,MJ Santner,IPL,17,36,0,4,2,3,211.76,36.0
N Rana,MM Ali,IPL,21,32,1,3,1,4,152.38,32.0
N Rana,MM Sharma,IPL,21,39,1,3,3,7,185.71,39.0
N Rana,MP Stoinis,IPL,47,69,2,7,2,16,146.81,34.5
N Rana,Mohammad Nabi,IPL,17,15,1,1,1,10,88.24,15.0
N Rana,Mohammed Shami,IPL,34,31,1,3,1,19,91.18,31.0
N Rana,Mohammed Siraj,IPL,25,35,3,7,0,11,140.0,11.67
N Rana,Mustafizur Rahman,IPL,18,17,1,1,1,9,94.44,17.0
N Rana,NA Saini,IPL,10,20,0,1,2,3,200.0,20.0
N Rana,NT Ellis,IPL,20,21,0,1,1,8,105.0,21.0
N Rana,P Negi,IPL,14,18,1,1,1,6,128.57,18.0
N Rana,PP Chawla,IPL,10,8,0,0,0,4,80.0,8.0
N Rana,R Ashwin,IPL,71,141,1,10,10,14,198.59,141.0
N Rana,R Tewatia,IPL,16,17,1,1,1,7,106.25,17.0
N Rana,RA Jadeja,IPL,51,74,1,7,2,12,145.1,74.0
N Rana,RD Chahar,IPL,31,38,3,3,1,12,122.58,12.67
N Rana,Rashid Khan,IPL,82,99,3,13,2,36,120.73,33.0
N Rana,Ravi Bishnoi,IPL,11,10,1,1,0,4,90.91,10.0
N Rana,S Gopal,IPL,13,8,1,0,0,6,61.54,8.0
N Rana,S Kaul,IPL,17,12,1,0,0,5,70.59,12.0
N Rana,SB Jakati,IPL,11,22,0,3,1,3,200.0,22.0
N Rana,SM Curran,IPL,23,24,0,5,0,14,104.35,24.0
N Rana,SN Thakur,IPL,29,36,2,2,2,12,124.14,18.0
N Rana,Sandeep Sharma,IPL,40,71,0,10,3,15,177.5,71.0
N Rana,T Natarajan,IPL,48,77,3,7,6,23,160.42,25.67
N Rana,TA Boult,IPL,34,55,1,7,2,13,161.76,55.0
N Rana,TU Deshpande,IPL,26,34,1,4,2,14,130.77,34.0
N Rana,Umran Malik,IPL,25,44,1,5,3,13,176.0,44.0
N Rana,V Shankar,IPL,15,21,1,2,1,5,140.0,21.0
N Rana,VR Aaron,IPL,13,9,0,0,1,10,69.23,9.0
N Rana,Vijaykumar Vyshak,IPL,14,33,0,4,2,3,235.71,33.0
N Rana,Washington Sundar,IPL,26,36,2,0,3,8,138.46,18.0
N Rana,XC Bartlett,IPL,12,44,1,6,3,1,366.67,44.0
N Rana,YS Chahal,IPL,81,97,6,8,2,26,119.75,16.17
N Rana,Yash Dayal,IPL,14,20,0,2,1,6,142.86,20.0
N Saini,AB McDonald,IPL,11,14,1,2,0,4,127.27,14.0
N Saini,DL Vettori,IPL,10,17,0,1,0,0,170.0,17.0
N Saini,MM Patel,IPL,12,14,0,2,0,5,116.67,14.0
N Saini,RP Singh,IPL,17,17,0,3,0,9,100.0,17.0
N Saini,Z Khan,IPL,12,13,1,1,0,5,108.33,13.0
N Salekar,J Singye,T20I,10,6,0,0,0,4,60.0,6.0
N Salekar,Usman Khalid,T20I,11,6,1,0,0,6,54.55,6.0
N Senamontree,DJ Hawoe,T20I,10,6,1,1,0,7,60.0,6.0
N Senamontree,Hisham Sheikh,T20I,10,4,1,0,0,6,40.0,4.0
N Senamontree,S Vijay Unni,T20I,25,14,2,0,0,13,56.0,7.0
N Senamontree,Virandeep Singh,T20I,16,10,1,0,0,7,62.5,10.0
N Shangase,AA Alleyne,ODI,10,4,0,0,0,6,40.0,4.0
N Shangase,AC Jayangani,ODI,20,7,1,0,0,14,35.0,7.0
N Shangase,ASS Fletcher,ODI,30,25,2,1,2,19,83.33,12.5
N Shangase,DB Sharma,ODI,24,3,0,0,0,21,12.5,3.0
N Shangase,FG Kemp,T20I,15,19,1,3,0,6,126.67,19.0
N Shangase,HK Matthews,ODI,13,14,1,2,0,5,107.69,14.0
N Shangase,I Nakisuuyi,T20I,17,16,0,1,0,7,94.12,16.0
N Shangase,K Ramharack,ODI,21,23,0,1,1,9,109.52,23.0
N Shangase,L Anyait,T20I,11,12,1,1,0,3,109.09,12.0
N Shangase,P Vastrakar,ODI,10,2,1,0,0,8,20.0,2.0
N Shangase,S Asha,ODI,11,6,0,1,0,8,54.55,6.0
N Shangase,S Ecclestone,T20I,16,9,0,0,0,10,56.25,9.0
N Shangase,SS Upadhyay,ODI,12,16,0,2,0,3,133.33,16.0
N Sibanda,AI Chudasama,ODI,15,3,0,0,0,13,20.0,3.0
N Sibanda,AN Kelly,ODI,11,6,0,0,0,6,54.55,6.0
N Sibanda,Ayesha Zafar,ODI,29,8,0,0,0,24,27.59,8.0
N Sibanda,Ayesha Zafar,T20I,11,4,0,0,0,8,36.36,4.0
N Sibanda,C Murray,ODI,25,21,2,1,0,11,84.0,10.5
N Sibanda,Diana Baig,ODI,13,12,0,2,0,7,92.31,12.0
N Sibanda,G Kodali,ODI,11,0,1,0,0,11,0.0,0.0
N Sibanda,L Delany,ODI,25,11,0,0,0,17,44.0,11.0
N Sibanda,L Paul,ODI,15,11,0,1,0,8,73.33,11.0
N Sibanda,Momina Riasat,ODI,12,8,2,0,0,7,66.67,4.0
N Sibanda,Nashra Sandhu,ODI,12,4,0,1,0,11,33.33,4.0
N Sibanda,O Kamchomphu,ODI,20,14,1,2,0,14,70.0,14.0
N Sibanda,S Laomi,ODI,11,1,0,0,0,10,9.09,1.0
N Sibanda,S Tippoch,ODI,18,3,0,0,0,16,16.67,3.0
N Sibanda,Sadia Iqbal,T20I,13,4,0,0,0,10,30.77,4.0
N Sibanda,Syeda Aroob Shah,ODI,19,11,0,2,0,14,57.89,11.0
N Sibanda,T Putthawong,ODI,20,11,1,2,0,16,55.0,11.0
N Sibanda,Tasmia Rubab,ODI,14,10,1,0,0,5,71.43,10.0
N Sibanda,Tuba Hassan,T20I,14,5,0,0,0,9,35.71,5.0
N Sindhu,Rasikh Salam,IPL,10,8,2,1,0,6,80.0,4.0
N Tanner,Anjar Tadarus,T20I,10,9,0,0,0,3,90.0,9.0
N Tanner,Bilal Ahmad Mir,T20I,11,8,2,0,0,5,72.73,4.0
N Tanner,DJ Hawoe,T20I,18,18,2,0,1,6,100.0,9.0
N Tanner,DVD Madampage,T20I,16,19,0,0,1,5,118.75,19.0
N Tanner,F Banunaek,T20I,17,11,2,1,0,10,64.71,5.5
N Tanner,GA Priandana,T20I,10,6,0,0,0,4,60.0,6.0
N Tanner,Gaurav Tiwari,T20I,20,13,0,1,0,10,65.0,13.0
N Tanner,I Takahashi,T20I,12,8,0,1,0,7,66.67,8.0
N Tanner,IK Gamantika,T20I,12,8,1,1,0,7,66.67,8.0
N Tanner,IKEG Artawan,T20I,21,20,1,2,0,9,95.24,20.0
N Tanner,S Maduranga,T20I,29,36,1,0,2,10,124.14,36.0
N Tanner,S Pitabeddara,T20I,14,27,0,3,1,3,192.86,27.0
N Tanner,S Ravichandran,T20I,24,8,1,1,0,19,33.33,8.0
N Tanwar,LA Marsh,T20I,12,2,0,0,0,10,16.67,2.0
N Tokizawa,YS To,T20I,15,7,0,0,0,8,46.67,7.0
N Toleva,Ashi Chopla,T20I,10,0,0,0,0,10,0.0,0.0
N Toleva,N Nojic,T20I,11,1,1,0,0,10,9.09,1.0
N Toleva,T Trajkovic,T20I,13,2,2,0,0,10,15.38,1.0
N Tykhonravova,LJ Payas,T20I,10,2,1,0,0,6,20.0,2.0
N Vanua,A Bohara,T20I,14,21,1,2,1,5,150.0,21.0
N Vanua,AA Paradkar,ODI,10,10,0,1,0,3,100.0,10.0
N Vanua,AC Evans,ODI,17,13,1,1,1,12,76.47,13.0
N Vanua,Aarif Sheikh,ODI,15,15,1,1,1,9,100.0,15.0
N Vanua,Ahmed Raza,ODI,12,18,1,0,2,6,150.0,18.0
N Vanua,Amjad Mahboob,T20I,12,15,1,1,1,6,125.0,15.0
N Vanua,Ayan Khan,ODI,12,1,1,0,0,11,8.33,1.0
N Vanua,BM Scholtz,ODI,23,5,0,0,0,18,21.74,5.0
N Vanua,CN Greaves,T20I,10,14,0,2,0,3,140.0,14.0
N Vanua,D Heyliger,ODI,10,2,0,0,0,8,20.0,2.0
N Vanua,Ehsan Khan,ODI,14,6,1,0,0,9,42.86,6.0
N Vanua,GT Main,ODI,19,30,1,4,1,8,157.89,30.0
N Vanua,Hamza Tahir,ODI,24,18,2,0,1,13,75.0,9.0
N Vanua,IG Holland,ODI,11,2,0,0,0,9,18.18,2.0
N Vanua,J Theron,ODI,10,6,0,1,0,7,60.0,6.0
N Vanua,JH Davey,T20I,10,13,2,1,0,3,130.0,6.5
N Vanua,JJ Smit,T20I,10,14,1,0,1,3,140.0,14.0
N Vanua,JN Loftie-Eaton,ODI,24,22,2,1,2,17,91.67,11.0
N Vanua,JO Holder,ODI,11,21,0,2,1,3,190.91,21.0
N Vanua,Janak Prakash,T20I,12,17,1,1,0,1,141.67,17.0
N Vanua,Jasdeep Singh,ODI,10,9,0,1,0,5,90.0,9.0
N Vanua,K Gore,ODI,14,25,2,1,3,7,178.57,12.5
N Vanua,Kaleemullah,ODI,16,8,0,0,0,9,50.0,8.0
N Vanua,Karan KC,ODI,21,46,2,3,4,7,219.05,23.0
N Vanua,Karan KC,T20I,12,25,1,1,3,5,208.33,25.0
N Vanua,Khawar Ali,ODI,36,18,3,0,1,25,50.0,6.0
N Vanua,Kushal Malla,ODI,17,14,1,0,1,9,82.35,14.0
N Vanua,MA Leask,ODI,23,18,1,3,0,16,78.26,18.0
N Vanua,MG Erasmus,ODI,27,14,1,0,1,20,51.85,14.0
N Vanua,MRJ Watt,ODI,45,21,0,0,1,32,46.67,21.0
N Vanua,MRJ Watt,T20I,15,15,0,1,0,5,100.0,15.0
N Vanua,Mohammad Naveed,ODI,10,9,1,1,0,4,90.0,9.0
N Vanua,Muhammad Amir,T20I,10,15,1,0,2,6,150.0,15.0
N Vanua,NK Patel,ODI,21,13,1,0,2,18,61.9,13.0
N Vanua,NK Patel,T20I,10,3,0,0,0,7,30.0,3.0
N Vanua,NP Kenjige,ODI,44,18,1,0,1,31,40.91,18.0
N Vanua,Nestor Dhamba,ODI,12,10,0,0,0,5,83.33,10.0
N Vanua,RK Paudel,ODI,12,6,0,0,0,6,50.0,6.0
N Vanua,Rohan Mustafa,ODI,13,5,1,0,0,8,38.46,5.0
N Vanua,S Lamichhane,ODI,61,46,1,1,4,41,75.41,46.0
N Vanua,SM Sharif,ODI,22,11,1,0,1,17,50.0,11.0
N Vanua,SN Netravalkar,ODI,20,14,1,1,0,10,70.0,14.0
N Vanua,SR Bhudia,T20I,14,18,0,3,0,6,128.57,18.0
N Vanua,SR Taylor,ODI,10,7,0,1,0,6,70.0,7.0
N Vanua,Saad Bin Zafar,ODI,30,30,1,5,0,18,100.0,30.0
N Vanua,Sompal Kami,ODI,16,28,0,2,2,5,175.0,28.0
N Vanua,T Lungameni,ODI,12,8,1,1,0,8,66.67,8.0
N Vanua,U Aryaman Sunil,T20I,11,33,1,0,5,3,300.0,33.0
N Vanua,V Baskaran,T20I,12,21,0,1,2,4,175.0,21.0
N Vanua,Virandeep Singh,T20I,15,17,1,0,2,10,113.33,17.0
N Vanua,Z Groenewald,ODI,13,24,0,0,3,4,184.62,24.0
N Vanua,Zahoor Khan,ODI,15,18,1,1,1,6,120.0,18.0
N Vanua,Zeeshan Maqsood,ODI,26,7,1,0,0,20,26.92,7.0
N Vare,A Chandel,T20I,13,16,0,2,0,6,123.08,16.0
N Vare,A Fujikawa,T20I,10,10,0,0,0,2,100.0,10.0
N Vare,AF Aoina,T20I,10,18,1,3,0,3,180.0,18.0
N Vare,AH Maqsood,ODI,24,8,1,0,0,19,33.33,8.0
N Vare,C Abel,ODI,21,15,0,2,0,13,71.43,15.0
N Vare,C Agafili,T20I,10,9,0,2,0,7,90.0,9.0
N Vare,C de Lange,ODI,15,12,1,1,0,8,80.0,12.0
N Vare,C de Lange,T20I,12,10,0,2,0,8,83.33,10.0
N Vare,Chayanisa Phengpaen,T20I,17,13,0,2,0,12,76.47,13.0
N Vare,DEM Carter,ODI,34,20,0,3,0,25,58.82,20.0
N Vare,EU Kejarukua,T20I,30,16,1,2,0,20,53.33,16.0
N Vare,F Chipare,T20I,18,9,0,0,0,11,50.0,9.0
N Vare,F Overdijk,ODI,14,6,0,1,0,11,42.86,6.0
N Vare,F Overdijk,T20I,11,13,0,2,0,5,118.18,13.0
N Vare,G Fontenla,ODI,27,17,0,2,0,17,62.96,17.0
N Vare,G Kodali,ODI,12,3,0,0,0,10,25.0,3.0
N Vare,HWA Landheer,ODI,25,12,0,0,0,15,48.0,12.0
N Vare,IJR Zwilling,ODI,32,10,0,0,0,25,31.25,10.0
N Vare,J Nkomo,ODI,18,5,1,0,0,13,27.78,5.0
N Vare,J Nkomo,T20I,20,11,2,2,0,15,55.0,5.5
N Vare,J Sanele,T20I,19,13,0,1,0,11,68.42,13.0
N Vare,JKD Andreano,T20I,17,28,0,5,0,6,164.71,28.0
N Vare,K Chigora,ODI,15,10,0,2,0,10,66.67,10.0
N Vare,K Fraser,ODI,17,6,0,0,0,12,35.29,6.0
N Vare,K Fraser,T20I,10,6,0,1,0,7,60.0,6.0
N Vare,K Ndlovu,T20I,16,9,0,1,0,12,56.25,9.0
N Vare,KE Bryce,T20I,11,7,1,1,0,8,63.64,7.0
N Vare,KK Donovan,T20I,11,14,0,3,0,5,127.27,14.0
N Vare,Karri Gullem Keen,T20I,11,10,0,1,0,5,90.91,10.0
N Vare,L Mabhero,T20I,18,8,1,1,0,14,44.44,8.0
N Vare,M Kaukura,T20I,13,15,0,1,0,3,115.38,15.0
N Vare,N Navaika,T20I,12,13,0,2,0,7,108.33,13.0
N Vare,N Sibanda,T20I,12,6,0,0,0,7,50.0,6.0
N Vare,NLKWR Dewi,T20I,10,6,0,0,0,5,60.0,6.0
N Vare,NMP Suwandewi,T20I,10,4,0,0,0,6,40.0,4.0
N Vare,NW Sariani,T20I,13,8,0,1,0,8,61.54,8.0
N Vare,Nonoha Yasumoto,T20I,10,3,0,0,0,7,30.0,3.0
N Vare,O Bell,ODI,10,4,0,0,0,6,40.0,4.0
N Vare,O Bell,T20I,10,4,2,0,0,7,40.0,2.0
N Vare,O Lefaga,T20I,20,9,1,1,0,14,45.0,9.0
N Vare,P Maya,T20I,12,2,0,0,0,10,16.67,2.0
N Vare,PA Chatterji,ODI,17,7,2,0,0,11,41.18,3.5
N Vare,R Andrew,T20I,23,14,1,1,0,14,60.87,14.0
N Vare,S Dharnidharka,ODI,34,21,1,3,0,24,61.76,21.0
N Vare,S Kotte,ODI,39,8,2,0,0,33,20.51,4.0
N Vare,S Laomi,T20I,11,6,1,0,0,6,54.55,6.0
N Vare,S Siegers,T20I,12,8,0,1,0,7,66.67,8.0
N Vare,S Solman,T20I,11,12,1,3,0,8,109.09,12.0
N Vare,S Vaia,T20I,16,26,0,4,0,4,162.5,26.0
N Vare,SN Shihepo,T20I,12,5,0,0,0,8,41.67,5.0
N Vare,Sanjida Akter Meghla,T20I,10,10,1,1,0,5,100.0,10.0
N Vare,T Iosefo,T20I,20,13,0,1,0,10,65.0,13.0
N Vare,T Putthawong,T20I,14,21,0,4,0,7,150.0,21.0
N Vare,TH Semau,T20I,17,8,1,0,0,11,47.06,8.0
N Vare,V Mansale,T20I,10,11,1,1,0,3,110.0,11.0
N Vare,V Vira,T20I,37,21,1,4,0,28,56.76,21.0
N Vare,W Mwatile,T20I,22,6,0,0,0,16,27.27,6.0
N Vare,ZP Ikiua,T20I,18,9,0,0,0,11,50.0,9.0
N Wadhera,DS Rathi,IPL,13,17,0,3,0,6,130.77,17.0
N Wadhera,HV Patel,IPL,15,26,0,3,1,3,173.33,26.0
N Wadhera,JR Hazlewood,IPL,10,5,0,0,0,5,50.0,5.0
N Wadhera,Kuldeep Yadav,IPL,11,11,0,1,0,4,100.0,11.0
N Wadhera,M Theekshana,IPL,27,35,0,3,1,8,129.63,35.0
N Wadhera,MM Sharma,IPL,10,13,1,0,1,2,130.0,13.0
N Wadhera,MP Yadav,IPL,12,21,0,2,2,7,175.0,21.0
N Wadhera,Mohammed Shami,IPL,10,15,1,3,0,4,150.0,15.0
N Wadhera,Naveen-ul-Haq,IPL,19,19,0,0,1,7,100.0,19.0
N Wadhera,Noor Ahmad,IPL,12,27,0,2,2,3,225.0,27.0
N Wadhera,PWH de Silva,IPL,36,72,1,4,5,7,200.0,72.0
N Wadhera,R Ashwin,IPL,12,19,1,1,1,2,158.33,19.0
N Wadhera,RA Jadeja,IPL,18,31,0,5,0,3,172.22,31.0
N Wadhera,Ravi Bishnoi,IPL,25,37,1,4,2,10,148.0,37.0
N Wadhera,Suyash Sharma,IPL,20,28,0,2,2,10,140.0,28.0
N Wadhera,TU Deshpande,IPL,10,8,0,1,0,5,80.0,8.0
N Wadhera,Yash Thakur,IPL,12,19,1,3,1,7,158.33,19.0
N Wagner,AD Mathews,Test,11,4,0,1,0,10,36.36,4.0
N Wagner,AS Joseph,Test,15,28,0,4,2,9,186.67,28.0
N Wagner,B Kumar,Test,13,3,0,0,0,11,23.08,3.0
N Wagner,Bilal Asif,Test,14,4,1,0,0,11,28.57,4.0
N Wagner,D Olivier,Test,12,2,0,0,0,10,16.67,2.0
N Wagner,DJ Malan,Test,12,1,0,0,0,11,8.33,1.0
N Wagner,DJG Sammy,Test,17,0,0,0,0,17,0.0,0.0
N Wagner,DL Piedt,Test,26,30,1,3,2,16,115.38,30.0
N Wagner,DM de Silva,Test,10,0,0,0,0,10,0.0,0.0
N Wagner,DW Steyn,Test,26,26,3,5,1,20,100.0,8.67
N Wagner,Ebadat Hossain,Test,26,19,1,4,0,20,73.08,19.0
N Wagner,GA Stuurman,Test,17,24,0,2,2,10,141.18,24.0
N Wagner,Haris Sohail,Test,12,3,0,0,0,10,25.0,3.0
N Wagner,Hasan Ali,Test,10,8,0,0,0,6,80.0,8.0
N Wagner,I Sharma,Test,22,11,1,1,0,13,50.0,11.0
N Wagner,JE Root,Test,18,8,2,0,1,15,44.44,4.0
N Wagner,JL Pattinson,Test,10,6,0,1,0,7,60.0,6.0
N Wagner,JM Anderson,Test,92,49,4,4,1,71,53.26,12.25
N Wagner,JO Holder,Test,15,11,0,2,0,9,73.33,11.0
N Wagner,JR Hazlewood,Test,17,2,1,0,0,16,11.76,2.0
N Wagner,K Rabada,Test,77,44,3,8,0,60,57.14,14.67
N Wagner,KA Maharaj,Test,25,22,1,2,2,20,88.0,22.0
N Wagner,KAJ Roach,Test,55,16,4,3,0,47,29.09,4.0
N Wagner,Kamrul Islam Rabbi,Test,23,10,1,2,0,18,43.48,10.0
N Wagner,Khaled Ahmed,Test,11,27,0,2,3,5,245.45,27.0
N Wagner,M Jansen,Test,29,15,0,2,0,23,51.72,15.0
N Wagner,MA Wood,Test,43,8,0,1,0,38,18.6,8.0
N Wagner,MJ Leach,Test,61,12,2,1,1,57,19.67,6.0
N Wagner,Mehedi Hasan Miraz,Test,22,1,1,0,0,21,4.55,1.0
N Wagner,Mohammad Amir,Test,17,11,0,2,0,12,64.71,11.0
N Wagner,Mohammed Shami,Test,52,23,2,2,1,42,44.23,11.5
N Wagner,N Deonarine,Test,51,28,0,1,1,35,54.9,28.0
N Wagner,NM Lyon,Test,27,24,1,2,2,21,88.89,24.0
N Wagner,OE Robinson,Test,15,2,1,0,0,12,13.33,2.0
N Wagner,PVD Chameera,Test,28,21,1,2,2,23,75.0,21.0
N Wagner,R Ashwin,Test,43,3,2,0,0,41,6.98,1.5
