striker,matches,runs,balls_faced,dismissals,dot_balls,fours,sixes,average,strike_rate,dot_pct,boundary_pct
N Master,5.0,76.0,63.0,2.0,23.0,7.0,2.0,38.0,120.63,36.51,14.29
Alam Nakash,9.0,76.0,83.0,10.0,37.0,4.0,1.0,7.6,91.57,44.58,6.02
AC Evans,18.0,76.0,104.0,11.0,64.0,7.0,1.0,6.91,73.08,61.54,7.69
S Agazuma,6.0,76.0,107.0,4.0,54.0,5.0,0.0,19.0,71.03,50.47,4.67
RA Mariu,2.0,76.0,86.0,2.0,50.0,9.0,2.0,38.0,88.37,58.14,12.79
B Akhil,11.0,76.0,55.0,7.0,24.0,5.0,5.0,10.86,138.18,43.64,18.18
IR Jaggi,7.0,76.0,97.0,5.0,48.0,6.0,0.0,15.2,78.35,49.48,6.19
M Robinson,5.0,76.0,126.0,2.0,74.0,6.0,0.0,38.0,60.32,58.73,4.76
S Jayakodi,11.0,76.0,182.0,10.0,115.0,2.0,0.0,7.6,41.76,63.19,1.1
Shoaib Rafiq,14.0,76.0,82.0,12.0,42.0,3.0,4.0,6.33,92.68,51.22,8.54
MT Waqanisau,8.0,76.0,118.0,7.0,72.0,8.0,0.0,10.86,64.41,61.02,6.78
R Baruah,7.0,76.0,45.0,3.0,13.0,5.0,5.0,25.33,168.89,28.89,22.22
Y Anggraeni,3.0,76.0,78.0,3.0,39.0,11.0,0.0,25.33,97.44,50.0,14.1
F Irakoze,13.0,76.0,84.0,8.0,41.0,7.0,0.0,9.5,90.48,48.81,8.33
AM Fernando,34.0,76.0,263.0,21.0,232.0,12.0,1.0,3.62,28.9,88.21,4.94
OC McCoy,17.0,76.0,74.0,7.0,46.0,7.0,5.0,10.86,102.7,62.16,16.22
G Ayan,11.0,76.0,100.0,11.0,60.0,10.0,0.0,6.91,76.0,60.0,10.0
S Ingabire,10.0,75.0,163.0,9.0,95.0,0.0,0.0,8.33,46.01,58.28,0.0
S Jamil,10.0,75.0,84.0,7.0,47.0,10.0,0.0,10.71,89.29,55.95,11.9
Omid Rahimi,3.0,75.0,39.0,2.0,10.0,8.0,4.0,37.5,192.31,25.64,30.77
Zain Asif,3.0,75.0,47.0,2.0,23.0,6.0,6.0,37.5,159.57,48.94,25.53
P Dakainivanua,11.0,75.0,99.0,9.0,47.0,6.0,0.0,8.33,75.76,47.47,6.06
Marufa Akter,30.0,75.0,133.0,12.0,88.0,6.0,0.0,6.25,56.39,66.17,4.51
H Khuttan,5.0,75.0,50.0,4.0,20.0,4.0,6.0,18.75,150.0,40.0,20.0
GJ Batty,10.0,75.0,298.0,11.0,248.0,6.0,0.0,6.82,25.17,83.22,2.01
Khusboo Kandpal,9.0,75.0,102.0,6.0,50.0,5.0,0.0,12.5,73.53,49.02,4.9
K Sonavale,9.0,75.0,102.0,9.0,60.0,8.0,1.0,8.33,73.53,58.82,8.82
Mohammed Jamadar,5.0,75.0,97.0,6.0,63.0,11.0,0.0,12.5,77.32,64.95,11.34
VB Viyala,14.0,75.0,104.0,10.0,56.0,3.0,0.0,7.5,72.12,53.85,2.88
Chado Om,13.0,75.0,121.0,8.0,62.0,5.0,0.0,9.38,61.98,51.24,4.13
Z Burgess,12.0,75.0,54.0,9.0,29.0,3.0,7.0,8.33,138.89,53.7,18.52
L Sormus,12.0,75.0,153.0,10.0,92.0,2.0,0.0,7.5,49.02,60.13,1.31
DAP Darrell,9.0,75.0,85.0,7.0,42.0,1.0,5.0,10.71,88.24,49.41,7.06
HA Varaiya,15.0,75.0,164.0,8.0,114.0,4.0,0.0,9.38,45.73,69.51,2.44
Tejwinder Singh,7.0,75.0,37.0,6.0,11.0,5.0,5.0,12.5,202.7,29.73,27.03
JG Kimaro,12.0,75.0,125.0,10.0,75.0,6.0,0.0,7.5,60.0,60.0,4.8
M Vivekanandan,12.0,75.0,159.0,13.0,120.0,8.0,0.0,5.77,47.17,75.47,5.03
Kainat Qazi,12.0,75.0,159.0,11.0,109.0,5.0,0.0,6.82,47.17,68.55,3.14
H Agarwal,16.0,74.0,186.0,10.0,130.0,4.0,0.0,7.4,39.78,69.89,2.15
D Tekyildirim,5.0,74.0,96.0,2.0,52.0,8.0,0.0,37.0,77.08,54.17,8.33
CH van Koolwijk,14.0,74.0,130.0,13.0,79.0,5.0,0.0,5.69,56.92,60.77,3.85
Sapan Mehta,5.0,74.0,82.0,4.0,33.0,3.0,0.0,18.5,90.24,40.24,3.66
J Figy John,4.0,74.0,103.0,3.0,63.0,5.0,1.0,24.67,71.84,61.17,5.83
BP Martin,5.0,74.0,141.0,5.0,113.0,14.0,0.0,14.8,52.48,80.14,9.93
Maria Jasvi,32.0,74.0,233.0,23.0,171.0,2.0,0.0,3.22,31.76,73.39,0.86
A Kamboj,11.0,74.0,55.0,4.0,17.0,5.0,4.0,18.5,134.55,30.91,16.36
GS Bajwa,3.0,74.0,57.0,2.0,25.0,5.0,4.0,37.0,129.82,43.86,15.79
GES Sullivan,7.0,74.0,96.0,7.0,46.0,6.0,0.0,10.57,77.08,47.92,6.25
SK Springer,6.0,74.0,68.0,5.0,30.0,5.0,4.0,14.8,108.82,44.12,13.24
J Masquater,7.0,74.0,106.0,7.0,69.0,9.0,2.0,10.57,69.81,65.09,10.38
Rudolph Fox,8.0,74.0,80.0,5.0,37.0,4.0,3.0,14.8,92.5,46.25,8.75
Syeda Aroob Shah,11.0,73.0,97.0,4.0,45.0,5.0,0.0,18.25,75.26,46.39,5.15
L Taylor,14.0,73.0,111.0,14.0,69.0,8.0,0.0,5.21,65.77,62.16,7.21
SA Mohandas,15.0,73.0,75.0,9.0,33.0,6.0,0.0,8.11,97.33,44.0,8.0
DS Weerakkody,3.0,73.0,66.0,3.0,28.0,9.0,1.0,24.33,110.61,42.42,15.15
Bilal Safdar,8.0,73.0,86.0,7.0,40.0,7.0,0.0,10.43,84.88,46.51,8.14
Shaila Sharmin,11.0,73.0,125.0,9.0,81.0,8.0,0.0,8.11,58.4,64.8,6.4
K Frank,9.0,73.0,144.0,7.0,97.0,6.0,0.0,10.43,50.69,67.36,4.17
Anser Mehmood,4.0,73.0,70.0,3.0,30.0,4.0,3.0,24.33,104.29,42.86,10.0
L Filer,16.0,73.0,165.0,15.0,126.0,9.0,0.0,4.87,44.24,76.36,5.45
AV Lalcheta,9.0,73.0,100.0,7.0,59.0,4.0,3.0,10.43,73.0,59.0,7.0
Utkarsh Jain,11.0,73.0,78.0,4.0,30.0,5.0,1.0,18.25,93.59,38.46,7.69
TE Britton,16.0,73.0,224.0,14.0,164.0,1.0,0.0,5.21,32.59,73.21,0.45
LN Onyango,7.0,73.0,97.0,3.0,49.0,6.0,0.0,24.33,75.26,50.52,6.19
Nilansh Keswani,9.0,73.0,85.0,3.0,38.0,6.0,0.0,24.33,85.88,44.71,7.06
Mohammad Amin,4.0,73.0,76.0,3.0,32.0,3.0,3.0,24.33,96.05,42.11,7.89
BS Fulmali,6.0,73.0,78.0,6.0,39.0,7.0,2.0,12.17,93.59,50.0,11.54
DJ Reekers,8.0,73.0,58.0,7.0,33.0,12.0,2.0,10.43,125.86,56.9,24.14
G Oliveira,11.0,73.0,72.0,5.0,42.0,4.0,4.0,14.6,101.39,58.33,11.11
SA Fritz,14.0,73.0,114.0,12.0,79.0,10.0,0.0,6.08,64.04,69.3,8.77
Ntombizodwa Mkhatshwa,20.0,73.0,243.0,18.0,195.0,5.0,0.0,4.06,30.04,80.25,2.06
DR Brown,5.0,73.0,120.0,5.0,70.0,6.0,0.0,14.6,60.83,58.33,5.0
M Ozturk,10.0,73.0,110.0,10.0,74.0,3.0,5.0,7.3,66.36,67.27,7.27
J Kominkova,14.0,72.0,169.0,12.0,118.0,7.0,0.0,6.0,42.6,69.82,4.14
OJ Herrington,5.0,72.0,70.0,4.0,34.0,1.0,5.0,18.0,102.86,48.57,8.57
A Dalzell,11.0,72.0,115.0,9.0,69.0,7.0,0.0,8.0,62.61,60.0,6.09
HR Huddleston,15.0,72.0,151.0,10.0,104.0,7.0,0.0,7.2,47.68,68.87,4.64
EGS Kana,21.0,72.0,147.0,21.0,101.0,6.0,0.0,3.43,48.98,68.71,4.08
OJ Peake,4.0,72.0,93.0,4.0,56.0,5.0,3.0,18.0,77.42,60.22,8.6
Mohmedazim Abbasbhai,6.0,72.0,75.0,5.0,41.0,9.0,1.0,14.4,96.0,54.67,13.33
RA Thomas,7.0,72.0,91.0,6.0,50.0,7.0,1.0,12.0,79.12,54.95,8.79
WJ Pucovski,1.0,72.0,126.0,2.0,95.0,6.0,0.0,36.0,57.14,75.4,4.76
Mashael Waqas,9.0,72.0,162.0,10.0,106.0,3.0,0.0,7.2,44.44,65.43,1.85
Delroy Leo,6.0,72.0,88.0,5.0,45.0,5.0,2.0,14.4,81.82,51.14,7.95
T Mulepati,8.0,72.0,184.0,6.0,140.0,6.0,0.0,12.0,39.13,76.09,3.26
Nasra Mohamedi,8.0,72.0,96.0,7.0,57.0,10.0,0.0,10.29,75.0,59.38,10.42
C Wickramasinghe,6.0,72.0,111.0,3.0,70.0,6.0,1.0,24.0,64.86,63.06,6.31
AB Sharma,3.0,72.0,70.0,3.0,30.0,9.0,0.0,24.0,102.86,42.86,12.86
Xu Qian,14.0,72.0,165.0,13.0,121.0,7.0,0.0,5.54,43.64,73.33,4.24
PE Kruger,5.0,72.0,60.0,4.0,23.0,6.0,3.0,18.0,120.0,38.33,15.0
NA McSweeney,3.0,72.0,212.0,5.0,180.0,11.0,0.0,14.4,33.96,84.91,5.19
T Legaabile,10.0,71.0,120.0,9.0,72.0,4.0,0.0,7.89,59.17,60.0,3.33
GL Mushi,6.0,71.0,98.0,3.0,59.0,9.0,0.0,23.67,72.45,60.2,9.18
Wasim Akram,5.0,71.0,69.0,2.0,34.0,10.0,1.0,35.5,102.9,49.28,15.94
R Pavlickova,13.0,71.0,148.0,14.0,94.0,3.0,0.0,5.07,47.97,63.51,2.03
Suzan Turan,7.0,71.0,84.0,6.0,44.0,10.0,0.0,11.83,84.52,52.38,11.9
R Walker,9.0,71.0,99.0,8.0,51.0,3.0,1.0,8.88,71.72,51.52,4.04
Wei Guo Lei,9.0,71.0,116.0,9.0,87.0,9.0,2.0,7.89,61.21,75.0,9.48
Jayasooriya,12.0,71.0,107.0,10.0,57.0,4.0,0.0,7.1,66.36,53.27,3.74
Vishnu Vinod,7.0,71.0,65.0,6.0,28.0,4.0,4.0,11.83,109.23,43.08,12.31
Muhammad Saleem,7.0,71.0,59.0,6.0,30.0,5.0,5.0,11.83,120.34,50.85,16.95
R Ankad,9.0,71.0,100.0,6.0,56.0,5.0,0.0,11.83,71.0,56.0,5.0
A Fujikawa,14.0,71.0,109.0,6.0,62.0,5.0,0.0,11.83,65.14,56.88,4.59
Jay Odedra,15.0,71.0,100.0,7.0,62.0,3.0,4.0,10.14,71.0,62.0,7.0
H Leko,6.0,71.0,111.0,5.0,47.0,3.0,0.0,14.2,63.96,42.34,2.7
Jaweed Sadran,11.0,71.0,60.0,8.0,25.0,6.0,2.0,8.88,118.33,41.67,13.33
Shamsullah Ehsan,8.0,71.0,98.0,8.0,56.0,7.0,0.0,8.88,72.45,57.14,7.14
Ashwin Vinod,13.0,71.0,69.0,5.0,34.0,3.0,3.0,14.2,102.9,49.28,8.7
Ali Yalmaz,9.0,71.0,58.0,8.0,24.0,2.0,6.0,8.88,122.41,41.38,13.79
Kapil Kumar,5.0,71.0,105.0,6.0,65.0,6.0,2.0,11.83,67.62,61.9,7.62
T Shamsi,31.0,71.0,150.0,11.0,110.0,6.0,0.0,6.45,47.33,73.33,4.0
SYD Chan,10.0,71.0,129.0,8.0,69.0,1.0,0.0,8.88,55.04,53.49,0.78
SH Obed,11.0,71.0,67.0,6.0,26.0,4.0,2.0,11.83,105.97,38.81,8.96
SK Rasheed,5.0,71.0,63.0,5.0,34.0,9.0,2.0,14.2,112.7,53.97,17.46
HL Tau,12.0,71.0,90.0,6.0,41.0,5.0,0.0,11.83,78.89,45.56,5.56
J Lewis,9.0,71.0,97.0,8.0,56.0,9.0,0.0,8.88,73.2,57.73,9.28
MO Kain,6.0,71.0,50.0,5.0,14.0,5.0,3.0,14.2,142.0,28.0,16.0
P Zuze,12.0,71.0,111.0,13.0,65.0,6.0,0.0,5.46,63.96,58.56,5.41
MY Bawa,4.0,71.0,82.0,4.0,43.0,4.0,3.0,17.75,86.59,52.44,8.54
LR Doolan,8.0,71.0,93.0,7.0,52.0,7.0,0.0,10.14,76.34,55.91,7.53
Abdul Stanikzai,4.0,71.0,86.0,4.0,51.0,4.0,3.0,17.75,82.56,59.3,8.14
LK O'Reilly,16.0,71.0,108.0,10.0,59.0,4.0,0.0,7.1,65.74,54.63,3.7
DS Maraiwai,5.0,71.0,61.0,5.0,31.0,11.0,1.0,14.2,116.39,50.82,19.67
A Wanjira,12.0,70.0,98.0,9.0,56.0,8.0,0.0,7.78,71.43,57.14,8.16
J Suchith,9.0,70.0,61.0,4.0,29.0,6.0,3.0,17.5,114.75,47.54,14.75
E Ul Haq,9.0,70.0,109.0,10.0,67.0,6.0,1.0,7.0,64.22,61.47,6.42
AS Mehmi,9.0,70.0,80.0,8.0,44.0,8.0,1.0,8.75,87.5,55.0,11.25
Alexandros Karvelas,3.0,70.0,70.0,3.0,33.0,2.0,5.0,23.33,100.0,47.14,10.0
S Kamate,15.0,70.0,108.0,14.0,72.0,7.0,1.0,5.0,64.81,66.67,7.41
KJ Young,5.0,70.0,78.0,5.0,44.0,8.0,2.0,14.0,89.74,56.41,12.82
Vishaul Singh,8.0,70.0,105.0,7.0,51.0,2.0,0.0,10.0,66.67,48.57,1.9
MEMO Scott-Hayward,10.0,70.0,81.0,8.0,33.0,5.0,0.0,8.75,86.42,40.74,6.17
I Stewart,6.0,70.0,51.0,1.0,15.0,6.0,2.0,70.0,137.25,29.41,15.69
Muhammad Kaleem,7.0,70.0,93.0,7.0,62.0,6.0,2.0,10.0,75.27,66.67,8.6
JAR Blain,8.0,70.0,132.0,7.0,85.0,2.0,2.0,10.0,53.03,64.39,3.03
Gaurav Mishra,6.0,70.0,61.0,5.0,21.0,3.0,2.0,14.0,114.75,34.43,8.2
R Misra,5.0,70.0,89.0,5.0,46.0,6.0,0.0,14.0,78.65,51.69,6.74
Syed Ahzamul Haq,4.0,70.0,63.0,1.0,33.0,5.0,5.0,70.0,111.11,52.38,15.87
Javed Hira,4.0,69.0,67.0,5.0,23.0,6.0,0.0,13.8,102.99,34.33,8.96
G Fatouros,3.0,69.0,54.0,3.0,25.0,6.0,3.0,23.0,127.78,46.3,16.67
A Nagarajan,5.0,69.0,77.0,5.0,39.0,8.0,1.0,13.8,89.61,50.65,11.69
B Phelenyane,19.0,69.0,180.0,15.0,134.0,3.0,0.0,4.6,38.33,74.44,1.67
CC Machado,13.0,69.0,136.0,11.0,83.0,2.0,0.0,6.27,50.74,61.03,1.47
K John,5.0,69.0,111.0,5.0,76.0,7.0,0.0,13.8,62.16,68.47,6.31
Kawsar Khan,6.0,69.0,72.0,4.0,34.0,5.0,2.0,17.25,95.83,47.22,9.72
AA Bilakhia,7.0,69.0,85.0,5.0,39.0,5.0,0.0,13.8,81.18,45.88,5.88
S Shrivastava,13.0,69.0,105.0,4.0,61.0,6.0,1.0,17.25,65.71,58.1,6.67
Zafer Durmaz,8.0,69.0,56.0,5.0,27.0,8.0,2.0,13.8,123.21,48.21,17.86
J Stanigze,5.0,69.0,58.0,4.0,28.0,3.0,5.0,17.25,118.97,48.28,13.79
M Shahbaz Butt,15.0,69.0,97.0,8.0,48.0,4.0,0.0,8.62,71.13,49.48,4.12
JN Dorji,7.0,69.0,88.0,8.0,45.0,8.0,0.0,8.62,78.41,51.14,9.09
Myat Thu Aung,10.0,69.0,139.0,6.0,89.0,3.0,0.0,11.5,49.64,64.03,2.16
Raihan Hossain,8.0,69.0,128.0,8.0,85.0,3.0,0.0,8.62,53.91,66.41,2.34
Vivrant Sharma,1.0,69.0,47.0,1.0,16.0,9.0,2.0,69.0,146.81,34.04,23.4
M Zondeki,6.0,69.0,171.0,5.0,140.0,10.0,0.0,13.8,40.35,81.87,5.85
Anas Khan,9.0,69.0,80.0,5.0,39.0,5.0,2.0,13.8,86.25,48.75,8.75
B Fernando,10.0,69.0,83.0,7.0,47.0,7.0,1.0,9.86,83.13,56.63,9.64
A Gurung,23.0,69.0,120.0,19.0,70.0,4.0,0.0,3.63,57.5,58.33,3.33
AB Dinda,23.0,69.0,108.0,15.0,60.0,4.0,0.0,4.6,63.89,55.56,3.7
TL Cutler,8.0,69.0,65.0,5.0,36.0,2.0,6.0,13.8,106.15,55.38,12.31
Maryyam Ashraf,19.0,69.0,93.0,14.0,56.0,5.0,2.0,4.93,74.19,60.22,7.53
Waqar Younis,6.0,69.0,94.0,8.0,60.0,6.0,2.0,8.62,73.4,63.83,8.51
T Amarmend,12.0,69.0,157.0,11.0,116.0,6.0,1.0,6.27,43.95,73.89,4.46
C Hauptfleisch,5.0,69.0,85.0,5.0,43.0,4.0,2.0,13.8,81.18,50.59,7.06
K Abdulquadri,8.0,69.0,142.0,9.0,97.0,3.0,0.0,7.67,48.59,68.31,2.11
Rosine Irera,21.0,69.0,98.0,5.0,50.0,5.0,0.0,13.8,70.41,51.02,5.1
Sazzad Hosen,7.0,68.0,72.0,7.0,39.0,10.0,0.0,9.71,94.44,54.17,13.89
LAR Bommareddy,15.0,68.0,145.0,11.0,96.0,5.0,0.0,6.18,46.9,66.21,3.45
O Erdenebaatar,14.0,68.0,317.0,13.0,261.0,1.0,0.0,5.23,21.45,82.33,0.32
N Mabila,17.0,68.0,145.0,12.0,104.0,6.0,0.0,5.67,46.9,71.72,4.14
S Samal,4.0,68.0,58.0,4.0,26.0,5.0,3.0,17.0,117.24,44.83,13.79
G Murali,4.0,68.0,103.0,4.0,60.0,3.0,2.0,17.0,66.02,58.25,4.85
N Ahir,6.0,68.0,120.0,4.0,77.0,2.0,2.0,17.0,56.67,64.17,3.33
Sana Javed,3.0,68.0,128.0,3.0,98.0,11.0,0.0,22.67,53.12,76.56,8.59
GP Tom,12.0,68.0,122.0,9.0,78.0,4.0,0.0,7.56,55.74,63.93,3.28
KA Vimlesh,6.0,68.0,71.0,3.0,28.0,5.0,0.0,22.67,95.77,39.44,7.04
C Lokuge,8.0,68.0,94.0,7.0,49.0,6.0,0.0,9.71,72.34,52.13,6.38
B Manuel,16.0,68.0,130.0,14.0,87.0,7.0,0.0,4.86,52.31,66.92,5.38
JC Tongue,10.0,68.0,211.0,14.0,176.0,7.0,0.0,4.86,32.23,83.41,3.32
G Sultana,8.0,67.0,163.0,4.0,120.0,4.0,0.0,16.75,41.1,73.62,2.45
ET Williams,6.0,67.0,83.0,5.0,40.0,3.0,1.0,13.4,80.72,48.19,4.82
O Ranedoumoun,15.0,67.0,118.0,12.0,73.0,4.0,0.0,5.58,56.78,61.86,3.39
BTJ Wheal,12.0,67.0,84.0,6.0,44.0,7.0,0.0,11.17,79.76,52.38,8.33
Shorifa Khatun,9.0,67.0,66.0,5.0,30.0,8.0,0.0,13.4,101.52,45.45,12.12
RG Somashekhar,8.0,67.0,106.0,5.0,53.0,4.0,0.0,13.4,63.21,50.0,3.77
PN Agarwal,9.0,67.0,90.0,6.0,49.0,7.0,0.0,11.17,74.44,54.44,7.78
AH Maqsood,30.0,67.0,140.0,20.0,86.0,0.0,0.0,3.35,47.86,61.43,0.0
AN Aminou,12.0,67.0,63.0,11.0,30.0,2.0,4.0,6.09,106.35,47.62,9.52
S Cholasseri,4.0,67.0,82.0,3.0,47.0,8.0,0.0,22.33,81.71,57.32,9.76
A McKnight,2.0,67.0,74.0,2.0,36.0,6.0,2.0,33.5,90.54,48.65,10.81
Poonam Yadav,26.0,67.0,159.0,16.0,104.0,2.0,0.0,4.19,42.14,65.41,1.26
SR Waters,7.0,67.0,143.0,7.0,105.0,7.0,0.0,9.57,46.85,73.43,4.9
Saif-Ul Islam,4.0,67.0,61.0,4.0,27.0,9.0,0.0,16.75,109.84,44.26,14.75
Meet Ahir,4.0,67.0,68.0,2.0,33.0,5.0,2.0,33.5,98.53,48.53,10.29
LR Gaonkar,6.0,67.0,80.0,6.0,43.0,4.0,1.0,11.17,83.75,53.75,6.25
Aamer Azmat,5.0,67.0,60.0,4.0,24.0,7.0,1.0,16.75,111.67,40.0,13.33
Usman Qadir,12.0,67.0,52.0,7.0,19.0,5.0,3.0,9.57,128.85,36.54,15.38
F Song,8.0,67.0,92.0,6.0,46.0,4.0,0.0,11.17,72.83,50.0,4.35
AA Paradkar,7.0,67.0,93.0,5.0,52.0,5.0,1.0,13.4,72.04,55.91,6.45
HR Shokeen,5.0,66.0,65.0,3.0,31.0,9.0,0.0,22.0,101.54,47.69,13.85
Abraash Khan,4.0,66.0,60.0,4.0,28.0,7.0,1.0,16.5,110.0,46.67,13.33
N Brand,2.0,66.0,129.0,4.0,100.0,11.0,0.0,16.5,51.16,77.52,8.53
B Shetty,9.0,66.0,111.0,4.0,63.0,4.0,0.0,16.5,59.46,56.76,3.6
P Heron,6.0,66.0,90.0,5.0,51.0,3.0,2.0,13.2,73.33,56.67,5.56
AJ Michael,5.0,66.0,80.0,3.0,35.0,5.0,1.0,22.0,82.5,43.75,7.5
Sajid Khan Afridi,4.0,66.0,53.0,4.0,26.0,4.0,4.0,16.5,124.53,49.06,15.09
GS Dinusha,2.0,66.0,120.0,2.0,88.0,10.0,0.0,33.0,55.0,73.33,8.33
AK Gokoel,10.0,66.0,117.0,8.0,61.0,2.0,0.0,8.25,56.41,52.14,1.71
L Monanthane,10.0,66.0,96.0,10.0,55.0,3.0,1.0,6.6,68.75,57.29,4.17
Rhys Burinaga,12.0,66.0,87.0,11.0,39.0,1.0,1.0,6.0,75.86,44.83,2.3
WSLK Narayana,4.0,66.0,53.0,4.0,26.0,10.0,1.0,16.5,124.53,49.06,20.75
NL Mtomba,6.0,66.0,61.0,6.0,33.0,9.0,1.0,11.0,108.2,54.1,16.39
T Sandaruwan,9.0,66.0,56.0,8.0,21.0,5.0,2.0,8.25,117.86,37.5,12.5
A Osei,9.0,66.0,123.0,10.0,82.0,4.0,1.0,6.6,53.66,66.67,4.07
Zameer Khan,5.0,66.0,92.0,4.0,51.0,5.0,0.0,16.5,71.74,55.43,5.43
R Hubbard,3.0,66.0,60.0,2.0,28.0,10.0,0.0,33.0,110.0,46.67,16.67
Mubasir Khan,8.0,66.0,64.0,8.0,27.0,6.0,1.0,8.25,103.12,42.19,10.94
RO Mazumba,12.0,66.0,129.0,6.0,79.0,4.0,0.0,11.0,51.16,61.24,3.1
NR Johns-Wickberg,10.0,66.0,90.0,5.0,50.0,8.0,0.0,13.2,73.33,55.56,8.89
ECB Moore,11.0,66.0,97.0,8.0,59.0,4.0,2.0,8.25,68.04,60.82,6.19
Sadia Iqbal,32.0,66.0,132.0,19.0,89.0,6.0,0.0,3.47,50.0,67.42,4.55
Muhammad Wafiq,17.0,66.0,81.0,11.0,44.0,3.0,4.0,6.0,81.48,54.32,8.64
D Olivier,14.0,66.0,266.0,11.0,237.0,10.0,1.0,6.0,24.81,89.1,4.14
Farwa Baber,3.0,65.0,40.0,1.0,10.0,7.0,1.0,65.0,162.5,25.0,20.0
RM Jariwala,5.0,65.0,81.0,5.0,40.0,5.0,1.0,13.0,80.25,49.38,7.41
JB Abega,18.0,65.0,124.0,17.0,80.0,6.0,0.0,3.82,52.42,64.52,4.84
Vishal Sharma,8.0,65.0,94.0,8.0,53.0,3.0,1.0,8.12,69.15,56.38,4.26
S Kaneria,4.0,65.0,83.0,5.0,44.0,7.0,0.0,13.0,78.31,53.01,8.43
Muhammad Adil,2.0,65.0,31.0,2.0,8.0,5.0,5.0,32.5,209.68,25.81,32.26
E Moiane,5.0,65.0,66.0,5.0,35.0,6.0,2.0,13.0,98.48,53.03,12.12
S Talamarla,4.0,65.0,72.0,2.0,31.0,6.0,0.0,32.5,90.28,43.06,8.33
G Hoey,3.0,65.0,142.0,4.0,112.0,6.0,1.0,16.25,45.77,78.87,4.93
L Mabhero,15.0,65.0,114.0,7.0,77.0,8.0,0.0,9.29,57.02,67.54,7.02
Ihsanullah Wafa,4.0,65.0,50.0,4.0,22.0,3.0,4.0,16.25,130.0,44.0,14.0
Nazril Rahman,6.0,65.0,63.0,5.0,26.0,5.0,1.0,13.0,103.17,41.27,9.52
DPS Tyagi,10.0,65.0,57.0,6.0,27.0,4.0,3.0,10.83,114.04,47.37,12.28
AF Aoina,11.0,65.0,80.0,8.0,38.0,5.0,1.0,8.12,81.25,47.5,7.5
IR James,3.0,65.0,71.0,3.0,44.0,8.0,1.0,21.67,91.55,61.97,12.68
Rupesh Singh,3.0,65.0,46.0,4.0,15.0,2.0,4.0,16.25,141.3,32.61,13.04
S Bangera,6.0,65.0,77.0,5.0,35.0,7.0,0.0,13.0,84.42,45.45,9.09
BAM Heath,7.0,65.0,72.0,7.0,27.0,3.0,1.0,9.29,90.28,37.5,5.56
Ehsan Adil,9.0,65.0,100.0,8.0,63.0,7.0,0.0,8.12,65.0,63.0,7.0
Nawazish Akhtar,6.0,65.0,69.0,4.0,31.0,4.0,1.0,16.25,94.2,44.93,7.25
IT Guha,3.0,65.0,279.0,3.0,236.0,4.0,0.0,21.67,23.3,84.59,1.43
S Santhirakumaran,5.0,64.0,96.0,4.0,59.0,6.0,0.0,16.0,66.67,61.46,6.25
R van Tonder,2.0,64.0,169.0,4.0,136.0,5.0,0.0,16.0,37.87,80.47,2.96
Amelia Jones,4.0,64.0,138.0,6.0,88.0,3.0,0.0,10.67,46.38,63.77,2.17
Shadnan Khan,7.0,64.0,57.0,4.0,21.0,5.0,2.0,16.0,112.28,36.84,12.28
N Wijesekera,8.0,64.0,84.0,6.0,43.0,4.0,1.0,10.67,76.19,51.19,5.95
Enamul Haque jnr,16.0,64.0,274.0,13.0,234.0,7.0,0.0,4.92,23.36,85.4,2.55
J Wilson,5.0,64.0,42.0,3.0,17.0,4.0,5.0,21.33,152.38,40.48,21.43
Rameez Raja (2),7.0,64.0,62.0,6.0,24.0,4.0,2.0,10.67,103.23,38.71,9.68
P Pheko,17.0,64.0,181.0,19.0,134.0,3.0,0.0,3.37,35.36,74.03,1.66
Kabir Ali,9.0,64.0,85.0,6.0,46.0,4.0,1.0,10.67,75.29,54.12,5.88
Irshad Mubbashar,4.0,64.0,75.0,5.0,31.0,2.0,2.0,12.8,85.33,41.33,5.33
Abdul Shakoor (2),4.0,64.0,57.0,2.0,20.0,6.0,1.0,32.0,112.28,35.09,12.28
Mirab Sajjad,10.0,64.0,121.0,9.0,77.0,5.0,0.0,7.11,52.89,63.64,4.13
S Praveen,4.0,64.0,104.0,4.0,61.0,3.0,0.0,16.0,61.54,58.65,2.88
Bilal Hassun,13.0,64.0,62.0,10.0,30.0,6.0,2.0,6.4,103.23,48.39,12.9
D Uwimana,7.0,64.0,90.0,4.0,51.0,6.0,1.0,16.0,71.11,56.67,7.78
T Kaisala,4.0,64.0,73.0,4.0,38.0,6.0,2.0,16.0,87.67,52.05,10.96
JS Iggo,6.0,64.0,79.0,6.0,43.0,4.0,1.0,10.67,81.01,54.43,6.33
S Shermatov,4.0,64.0,64.0,4.0,38.0,2.0,6.0,16.0,100.0,59.38,12.5
RE Nyangendo,8.0,64.0,89.0,5.0,50.0,4.0,1.0,12.8,71.91,56.18,5.62
Abrar Bilal,6.0,64.0,72.0,5.0,33.0,3.0,1.0,12.8,88.89,45.83,5.56
J Henry,7.0,63.0,73.0,7.0,41.0,3.0,3.0,9.0,86.3,56.16,8.22
P Hatchman,8.0,63.0,74.0,7.0,36.0,3.0,2.0,9.0,85.14,48.65,6.76
MIW van den Raad,12.0,63.0,76.0,7.0,39.0,6.0,0.0,9.0,82.89,51.32,7.89
