striker,year,format,runs,balls_faced,dismissals,matches,fours,sixes,average,strike_rate,lag1_runs,lag1_avg,lag1_sr,lag1_matches,career_runs_to_date,predicted_runs,shap_lag1_runs,shap_lag1_avg,shap_lag1_sr,shap_lag1_matches,shap_career_runs_to_date,shap_base_value
MA Jones,2026,T20I,142,100,4,4,14,6,35.5,142.0,114.0,19.0,134.12,7.0,224,117.0,-27.20018067673071,-4.937936692486606,-4.285464491993678,-4.134326141935938,-13.141114500386884,170.64744859122928
MA Leask,2026,ODI,77,66,4,5,5,3,19.25,116.67,175.0,25.0,116.67,9.0,1481,197.0,5.5274485347819216,-4.834786352800053,-10.43478213566754,-8.461476025226572,44.9085678011116,170.64744859122928
MA Leask,2026,T20I,31,22,4,5,2,2,7.75,140.91,144.0,24.0,115.2,7.0,852,188.0,-1.5859486674463839,-1.8772567150596724,-7.625584603616151,-0.08382614728169822,28.35759385670028,170.64744859122928
MA Nyabela,2026,T20I,25,60,5,6,0,0,5.0,41.67,43.0,10.75,64.18,5.0,67,65.0,-101.97195518286306,0.9290250090245983,1.4767619368712543,2.5781571768439098,-9.08434596928493,170.64744859122928
MA Sherry,2026,T20I,11,10,0,1,1,0,11.0,110.0,68.0,11.33,87.18,7.0,68,66.0,-82.3077119045355,-5.156762189162854,0.6441068049826157,-8.412229777712284,-9.67536369342004,170.64744859122928
MA Starc,2026,IPL,0,4,2,1,0,0,0.0,0.0,10.0,3.33,66.67,5.0,115,36.0,-133.99507620524676,1.6929059311144925,0.11764790407902008,2.6821664683014736,-5.220253984359823,170.64744859122928
MA Starc,2026,Test,5,14,1,1,0,0,5.0,35.71,284.0,23.67,53.99,11.0,2473,263.0,56.94345342504294,-24.864651893270278,6.074641938029141,-17.292329176319825,71.28693495703048,170.64744859122928
MB Kruger,2026,ODI,45,82,4,4,5,1,11.25,54.88,239.0,26.56,67.51,10.0,393,173.0,29.090209927581206,-2.257302983409463,0.7299140029422515,-8.344930918216281,-16.88023905688421,170.64744859122928
MB Kruger,2026,T20I,11,20,3,3,2,0,3.67,55.0,166.0,18.44,116.08,9.0,470,145.0,-0.8537355731872984,-6.8132622876719156,-5.7934098727468575,-10.709952198722059,-1.6570642154335193,170.64744859122928
MBA Lamplough,2026,T20I,59,66,5,6,5,0,11.8,89.39,26.0,4.33,45.61,7.0,151,61.0,-106.08431066332939,-1.279057172519849,3.5706944165088292,-7.699772148093679,1.8501878587900105,170.64744859122928
MC Alex,2026,T20I,10,21,4,5,1,0,2.5,47.62,8.0,2.0,32.0,5.0,8,26.0,-143.9619091316409,1.53379631299051,6.030683434319517,3.9851374427379995,-12.352868161809583,170.64744859122928
MC Henriques,2026,BBL,136,113,8,8,13,3,17.0,120.35,175.0,17.5,113.64,10.0,3220,257.0,4.674795776313673,-8.915662285770551,-4.134402333243564,-6.338815249305705,101.14714934916769,170.64744859122928
MD Bimenyimana,2026,T20I,132,178,9,10,12,0,14.67,74.16,348.0,23.2,77.33,18.0,1062,282.0,110.29024808118608,-10.505680745531853,5.172214874863459,-7.683077039565345,13.714815782151607,170.64744859122928
MD Patel,2026,ODI,89,114,4,4,12,2,22.25,78.07,340.0,28.33,78.7,12.0,2132,306.0,90.3483739804821,-5.903085090403904,2.687054598170854,-7.239565534469609,55.075631681204044,170.64744859122928
MD Patel,2026,T20I,91,64,4,4,6,4,22.75,142.19,365.0,91.25,163.68,6.0,920,265.0,120.06817769886749,15.745685781065413,-31.04970164142613,-0.36713628037806934,-9.665453388104334,170.64744859122928
MD Shanaka,2026,IPL,126,92,8,5,6,8,15.75,136.96,26.0,13.0,100.0,3.0,26,44.0,-128.20167018801382,-5.2067912071481315,-2.017749712218454,16.856474464949567,-8.459406868664647,170.64744859122928
MD Shanaka,2026,T20I,332,194,13,14,13,28,25.54,171.13,220.0,22.0,130.18,13.0,1648,212.0,17.301285866643816,-7.47256690310578,-10.486841386525432,-5.22769142026709,47.55804394048791,170.64744859122928
MDKJ Perera,2026,PSL,420,292,14,10,40,12,30.0,143.84,340.0,85.0,173.47,4.0,340,262.0,114.34350461472792,15.541087127679182,-13.300661448505675,10.013008932107617,-35.28374732862965,170.64744859122928
MDKJ Perera,2026,T20I,23,17,2,2,4,0,11.5,135.29,329.0,20.56,140.6,15.0,2284,267.0,85.57900919457475,-18.444240668793906,-12.474841235303126,-5.555870827608982,47.607134451196565,170.64744859122928
ME Bouchier,2026,ODI,59,69,2,1,4,0,29.5,85.51,26.0,8.67,70.27,3.0,482,110.0,-109.07539066178042,0.8264916458370231,4.159000371199925,20.196306369943414,23.224636993792434,170.64744859122928
ME Bouchier,2026,T20I,62,70,2,3,4,0,31.0,88.57,29.0,9.67,87.88,3.0,738,116.0,-106.9000105856421,-2.36179190910598,1.1955595905962837,15.91435890730531,37.23935491165488,170.64744859122928
ME Leoela,2026,T20I,4,24,2,3,0,0,2.0,16.67,12.0,4.0,57.14,3.0,24,32.0,-147.14795464567658,1.333236813149972,1.7322522820068673,16.736797541783723,-11.370404684308317,170.64744859122928
MFI Assuncao,2026,T20I,48,64,8,7,4,1,6.0,75.0,33.0,11.0,66.0,3.0,96,69.0,-117.41540454812066,2.6797769264452236,0.4520847004669603,18.450879936033804,-6.021845148967488,170.64744859122928
MG Bracewell,2026,ODI,73,67,1,3,5,3,73.0,108.96,368.0,30.67,98.92,17.0,912,269.0,117.23584921984248,-0.9020195667870462,-8.731677815164234,-8.164234441583137,-0.7185617124898257,170.64744859122928
MG Bracewell,2026,PSL,380,220,14,8,32,26,27.14,172.73,166.0,13.83,150.91,7.0,166,169.0,10.166411751098767,-8.329119411303397,-1.308771290590689,-0.8252955168042215,-1.159069125772882,170.64744859122928
MG Erasmus,2026,ODI,90,115,4,4,5,1,22.5,78.26,221.0,17.0,57.55,11.0,2031,229.0,4.616617118884282,-15.33626906554688,7.073223728376004,-6.918092699444365,68.67431048656249,170.64744859122928
MG Erasmus,2026,T20I,345,214,12,11,18,22,28.75,161.21,276.0,27.6,123.21,10.0,1802,276.0,81.55808208649881,-4.78221406453559,-15.778032485889604,-8.179499836401282,52.41325627755191,170.64744859122928
MG Neser,2026,BBL,36,16,1,2,5,2,36.0,225.0,30.0,30.0,200.0,3.0,665,121.0,-102.50265764282057,-4.8278230064355725,1.8288951847193968,12.656595716574435,42.88202376041909,170.64744859122928
MH Cross,2026,ODI,135,173,5,6,13,2,27.0,78.03,202.0,25.25,90.58,8.0,1877,242.0,10.187808249381932,-5.95025185150165,4.087694801428074,-4.324588462612252,67.23844264966273,170.64744859122928
MH Cross,2026,T20I,53,37,3,5,4,2,17.67,143.24,136.0,27.2,112.4,7.0,1200,196.0,-4.785478952884498,1.2185725491142785,-8.665084520446824,-0.8144059926642822,38.07655351452933,170.64744859122928
MIW van den Raad,2026,T20I,1,4,2,3,0,0,0.5,25.0,58.0,11.6,86.57,8.0,62,56.0,-88.50502817718652,-3.996560932793229,1.1586436008040975,-11.381489668992977,-11.603444756518872,170.64744859122928
MJ Ansell,2026,T20I,2,2,0,1,0,0,2.0,100.0,21.0,10.5,105.0,3.0,54,47.0,-132.72239263049187,0.2798574547858649,-3.0751554911048853,18.14104256417657,-6.217765491660438,170.64744859122928
MJ Hay,2026,ODI,20,19,2,2,2,0,10.0,105.26,107.0,35.67,121.59,3.0,166,145.0,-25.669977250059528,-1.7769909748944857,-10.640405929934541,26.55752544933504,-14.123638368725668,170.64744859122928
MJ Owen,2026,BBL,110,51,6,6,8,10,18.33,215.69,389.0,32.42,214.92,13.0,587,294.0,126.45501669404018,0.7762073519406888,7.973357694462007,-1.348630101920597,-10.302974418173406,170.64744859122928
MJ Owen,2026,T20I,16,18,1,2,2,0,16.0,88.89,163.0,20.38,158.25,9.0,163,146.0,-0.029978081959121175,-8.659352280140318,0.19154240949386458,-9.690303611368131,-6.672509488860121,170.64744859122928
MJ Potts,2026,Test,19,59,0,1,3,0,19.0,32.2,56.0,9.33,53.85,4.0,86,81.0,-93.28993358376093,-2.435210005829482,3.8392252023358675,12.251096057397476,-9.675341788548863,170.64744859122928
MJ Santner,2026,IPL,52,38,0,2,6,0,52.0,136.84,41.0,20.5,107.89,8.0,143,76.0,-84.92528006545727,-7.1873553334091245,-3.5834716045755974,-5.978628892144267,6.620743310354883,170.64744859122928
MJ Santner,2026,ODI,21,17,1,1,0,1,21.0,123.53,210.0,26.25,115.38,12.0,1573,217.0,16.117479364919582,-0.15017901065070263,-10.499049881710034,-6.839852118172148,47.41971590739342,170.64744859122928
MJ Santner,2026,T20I,243,174,9,11,21,11,27.0,139.66,137.0,45.67,187.67,7.0,844,199.0,-7.477754546913632,7.371638486385212,-2.036899736102928,-1.859947881192811,32.292993084755516,170.64744859122928
MK Amusa,2026,T20I,53,88,3,3,5,0,17.67,60.23,166.0,13.83,66.67,11.0,166,149.0,5.0066664060157,-8.30486508167706,0.23710584984651445,-12.048583136874615,-6.0954696261253885,170.64744859122928
MK Pandey,2026,IPL,140,98,4,2,16,4,35.0,142.86,165.0,55.0,142.24,3.0,5153,340.0,20.916444650009048,13.318045044243448,-23.090460549624822,17.77658737249047,140.774493084074,170.64744859122928
MK Thakur,2026,T20I,41,33,4,4,1,4,10.25,124.24,11.0,5.5,61.11,3.0,132,44.0,-140.56568781173692,-0.24125521572064557,0.21560525420029478,16.603262825155976,-3.148916899730073,170.64744859122928
ML Castillo,2026,T20I,68,63,2,3,1,5,34.0,107.94,82.0,13.67,101.23,7.0,119,87.0,-65.70312361650517,-3.512522801772957,-2.0062759761323194,-6.075372251631939,-6.381449057564302,170.64744859122928
ML Green,2026,ODI,552,563,6,8,62,0,92.0,98.05,217.0,31.0,96.44,7.0,1624,250.0,19.13371126221717,4.757940764577765,0.9380121976218229,1.697889119062789,52.399711809864016,170.64744859122928
ML Green,2026,T20I,246,211,7,13,22,4,35.14,116.59,89.0,44.5,156.14,3.0,1094,155.0,-61.190932595973116,-1.4874514394681762,-5.920971558439527,15.703849779812261,37.46257612951317,170.64744859122928
ML Karlsen,2026,T20I,34,37,2,4,2,0,17.0,91.89,49.0,16.33,59.76,4.0,114,80.0,-90.14084356897172,-4.355599609200607,3.609272482488,11.49597633764365,-11.450891322531616,170.64744859122928
ML Kostic,2026,T20I,97,94,4,5,8,4,24.25,103.19,37.0,6.17,82.22,7.0,37,51.0,-103.24833702271175,-0.4413099744528184,1.3847579831825831,-8.027654840874108,-9.387066943584214,170.64744859122928
MLG Silva,2026,T20I,45,67,7,8,5,0,6.43,67.16,50.0,6.25,56.18,9.0,64,51.0,-92.66456438119229,-2.735818698623348,2.5097472409976684,-15.397203012250879,-11.387692109294036,170.64744859122928
MM Ali,2026,PSL,396,248,14,8,22,30,28.29,159.68,138.0,19.71,130.19,9.0,138,125.0,-16.272549846664138,-5.019837308197983,-4.446097680584592,-8.679422447551822,-11.003342475143327,170.64744859122928
MM Baig,2026,T20I,77,44,3,4,5,4,25.67,175.0,234.0,33.43,132.95,11.0,254,178.0,35.1751433742009,4.808678165426316,-5.611629500433889,-8.266015135613726,-19.08054010131279,170.64744859122928
MM Dekeling,2026,T20I,3,9,1,1,0,0,3.0,33.33,22.0,5.5,64.71,5.0,34,42.0,-125.95055937954763,2.217605406723718,0.9864939320751953,2.3086520694339487,-8.364444025655496,170.64744859122928
MM Lanning,2026,WPL,248,198,8,8,37,5,31.0,125.25,276.0,34.5,118.97,9.0,952,224.0,70.51668187617952,0.881767969524753,-10.14617079192843,-5.433762087526023,-2.6172066222673496,170.64744859122928
MM Mabathoana,2026,T20I,8,28,6,5,1,0,1.33,28.57,5.0,1.0,21.74,4.0,17,20.0,-157.55590656726196,1.7616906608458467,11.561476105167277,9.383673412950925,-16.023822769507202,170.64744859122928
MNM Aslam,2026,T20I,99,76,2,3,11,3,49.5,130.26,107.0,21.4,138.96,6.0,702,169.0,-18.019610530046354,-7.974611989580318,-4.839542013655785,2.79339128857776,26.515779607553633,170.64744859122928
MP Ainsworth,2026,T20I,37,49,6,6,2,0,6.17,75.51,179.0,22.38,79.91,11.0,179,159.0,16.06957134788528,-6.004409699294983,-0.880699892643078,-12.184205514425395,-8.827629474190072,170.64744859122928
MP Kuhnemann,2026,BBL,0,3,1,3,0,0,0.0,0.0,42.0,42.0,127.27,3.0,79,66.0,-102.87652410612829,-1.2775073379570223,-8.918587703127036,15.817784000973795,-7.232908874364414,170.64744859122928
MP O'Dowd,2026,ODI,64,129,4,3,3,0,16.0,49.61,429.0,47.67,94.29,10.0,2111,372.0,138.73845034898315,8.711868126983843,-3.7714251881509524,-7.589440945802041,65.4425091486669,170.64744859122928
MP O'Dowd,2026,T20I,45,44,4,4,5,1,11.25,102.27,294.0,42.0,142.72,9.0,2211,294.0,80.42454418434174,5.641682979631763,-18.569234439284052,-7.598776082638008,63.71792263982415,170.64744859122928
MP Stoinis,2026,BBL,179,148,7,6,15,6,25.57,120.95,273.0,45.5,137.88,8.0,3039,334.0,80.02316486158063,6.9984541364237876,-18.552588941092193,2.3744272422831516,92.85349527501654,170.64744859122928
MP Stoinis,2026,IPL,432,240,12,9,46,22,36.0,180.0,261.0,29.0,197.73,11.0,2350,256.0,39.01893403651558,2.848989314722889,-9.87482880233328,-7.434665801628585,60.563196705977774,170.64744859122928
MP Stoinis,2026,T20I,78,61,4,4,6,1,19.5,127.87,93.0,31.0,134.78,5.0,1310,159.0,-43.116036449245634,-0.255478124587783,-8.395967346292997,3.3704875101641276,36.87537374838422,170.64744859122928
MPGT Ketiyage,2026,T20I,180,168,9,10,10,9,20.0,107.14,287.0,35.88,137.98,9.0,441,203.0,77.17058884184677,-0.28742977067610903,-7.706807086486716,-6.710421032139756,-30.105035831636716,170.64744859122928
MPP San,2026,T20I,17,38,4,5,1,0,4.25,44.74,27.0,5.4,42.19,5.0,220,70.0,-112.71889799053343,0.4779043553856905,5.559102419659257,1.2820997762250044,4.850873790313361,170.64744859122928
MR Kumar,2026,T20I,28,26,3,3,2,1,9.33,107.69,32.0,16.0,80.0,3.0,32,51.0,-120.39155125119416,-8.37568826362758,0.9450458250458524,16.614710102990554,-8.125738019204462,170.64744859122928
MR Machado,2026,T20I,179,147,6,10,15,2,29.83,121.77,10.0,3.33,20.83,4.0,20,27.0,-151.46324059866836,-0.09848454686262303,11.816145346841777,9.303549834272268,-13.634103332349275,170.64744859122928
MR Marsh,2026,BBL,335,240,8,8,30,18,41.88,139.58,25.0,5.0,75.76,5.0,1852,132.0,-116.44727182888839,-7.74722808307661,3.6853559009712695,2.0671414143007674,79.74282329221487,170.64744859122928
MR Marsh,2026,IPL,1126,690,28,13,102,72,40.21,163.19,989.0,47.1,159.77,13.0,1704,472.0,314.00575502900875,-5.550282061762108,-50.80419031904362,-0.7152272963485442,44.83896451761971,170.64744859122928
MR Marsh,2026,T20I,230,138,6,7,28,12,38.33,166.67,454.0,34.92,158.19,14.0,2026,369.0,154.88150691788627,3.321046086541976,-11.79300067695639,-4.581870732797943,56.24100857190386,170.64744859122928
MRJ Watt,2026,ODI,162,192,4,6,11,8,40.5,84.38,131.0,26.2,85.62,9.0,717,170.0,-15.159182096348978,1.6015937071961084,3.3640200457485627,-13.60605046268183,23.18304662010504,170.64744859122928
MRJ Watt,2026,T20I,27,20,2,3,2,1,13.5,135.0,51.0,8.5,94.44,6.0,292,98.0,-73.49502552841453,-3.035117894440813,-0.7572504136733459,-3.6232585786089806,7.969345323014833,170.64744859122928
MS Chapman,2026,ODI,27,26,1,1,2,1,27.0,103.85,368.0,73.6,106.67,6.0,880,287.0,123.5068593656925,21.146598129412027,-26.275155972286523,4.046430084407243,-6.276810789169607,170.64744859122928
MS Chapman,2026,PSL,490,288,10,7,40,28,49.0,170.14,104.0,17.33,120.93,4.0,104,168.0,-12.046511970578509,0.3954611605491613,-7.808096764172515,25.76097418935208,-9.183921112645663,170.64744859122928
MS Chapman,2026,T20I,156,113,8,8,15,6,19.5,138.05,282.0,21.69,159.32,14.0,1782,282.0,83.89359744561543,-9.65368067381627,0.12871415228315108,-4.419206689273854,41.13493872716916,170.64744859122928
MS Diakite,2026,T20I,0,9,2,2,0,0,0.0,0.0,14.0,2.8,36.84,5.0,28,33.0,-135.81080860795603,0.8808161335027141,4.9943615629084315,3.1910302646132,-10.661811375705394,170.64744859122928
MS Maker,2026,T20I,94,57,0,3,9,3,94.0,164.91,202.0,40.4,126.25,9.0,202,190.0,34.067830337332,11.883183979112054,-9.4210735031308,-12.920893213863817,-3.9163310526882458,170.64744859122928
MS Wade,2026,BBL,82,48,4,6,7,4,20.5,170.83,242.0,30.25,154.14,11.0,2864,268.0,30.309638867313282,3.5084210705049808,-13.01050315602158,-6.887578129017426,83.38360150148412,170.64744859122928
MT Jacob,2026,T20I,2,10,3,4,0,0,0.67,20.0,35.0,11.67,62.5,7.0,40,51.0,-101.89410562080879,-1.5635383390417108,1.6342561843933483,-8.61184740450577,-9.149804224218075,170.64744859122928
MT Renshaw,2026,BBL,122,89,4,5,10,4,30.5,137.08,373.0,46.62,166.52,10.0,2002,317.0,122.89682388197774,2.5934809622123196,-17.47656339316394,-7.925424166466488,46.729836809571,170.64744859122928
MT Renshaw,2026,ODI,110,130,6,6,8,1,18.33,84.62,107.0,53.5,95.54,3.0,107,151.0,-31.081210424225667,4.374101806664477,-5.367247174499779,28.504731157889648,-15.93898948535029,170.64744859122928
MTMMJ Ave,2026,T20I,84,79,5,6,7,3,16.8,106.33,65.0,16.25,69.89,5.0,432,121.0,-61.51166805726577,-0.8330763281450488,2.8611452108813302,-0.8741915415847651,10.461817977311943,170.64744859122928
MV Pavlovic,2026,T20I,17,17,2,2,3,0,8.5,100.0,7.0,2.33,41.18,3.0,92,49.0,-145.77888669284806,1.706729031360693,6.823970260581867,17.44682931026171,-1.3693102943922268,170.64744859122928
MW Forde,2026,ODI,15,26,1,1,1,0,15.0,57.69,131.0,18.71,139.36,7.0,193,116.0,-24.92930716421013,-5.733550103497938,-3.9457294851274725,-4.597572100961584,-15.540076979090662,170.64744859122928
MW Forde,2026,T20I,53,38,3,6,4,4,17.67,139.47,63.0,15.75,165.79,5.0,84,80.0,-81.51344512057955,-2.257781963484516,-1.7739973229697457,1.7401032485627326,-6.7577865193123055,170.64744859122928
MW Harvey,2026,BBL,50,48,4,4,7,0,12.5,104.17,17.0,5.67,68.0,3.0,715,121.0,-110.02376814646874,-0.452159196274597,2.7502381716469637,16.06531419457397,42.31920423578284,170.64744859122928
MW Short,2026,BBL,127,92,6,6,10,5,21.17,138.04,306.0,43.71,152.24,7.0,2339,317.0,86.88006422514447,3.9924187932749,-19.843144665944827,5.930720781657201,69.86662740255065,170.64744859122928
MW Short,2026,IPL,120,102,6,3,12,2,20.0,117.65,117.0,19.5,127.17,6.0,117,128.0,-20.362140102269873,-2.477315430649199,-4.808379878142911,-0.2344353699408309,-15.065339024592799,170.64744859122928
MW Short,2026,ODI,70,107,5,5,8,0,14.0,65.42,177.0,29.5,83.49,6.0,372,177.0,15.97616494733338,0.22012623251117516,0.819549480480394,2.791963982836747,-13.791512320087593,170.64744859122928
MW Short,2026,T20I,34,31,3,3,4,0,11.33,109.68,89.0,22.25,132.84,6.0,382,115.0,-51.28413517330955,-2.3752912829511414,-6.405836874581217,-1.6836640618297232,6.4825580708051325,170.64744859122928
MWR Stokes,2026,T20I,280,199,6,7,29,7,46.67,140.7,236.0,47.2,128.26,7.0,715,221.0,39.67754255571139,6.143571453880762,-9.267755744301137,1.1726369283779818,13.099297674347545,170.64744859122928
Ma Qiancheng,2026,T20I,2,17,2,2,0,0,1.0,11.76,2.0,1.0,15.38,3.0,3,19.0,-167.6473444472021,2.523572154163076,12.687121400976768,18.27588025338523,-17.4464103826925,170.64744859122928
Maaz Khan,2026,T20I,242,145,9,10,22,18,26.89,166.9,78.0,19.5,144.44,4.0,128,91.0,-71.74506098216959,-4.38329591267736,-6.665395177700226,9.92018942525411,-6.304557484059021,170.64744859122928
Maaz Sadaqat,2026,PSL,520,292,22,12,54,32,23.64,178.08,156.0,39.0,165.96,3.0,156,187.0,4.965196635466191,0.337713100269943,-4.213810142650151,24.254032412487682,-8.77212265415801,170.64744859122928
Mah Noor,2026,T20I,0,3,2,3,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,20.0,-167.19355242466418,2.5789010461758286,12.862851372781169,18.25856855982804,-17.342826052110436,170.64744859122928
Mah Noor Amir,2026,T20I,1,13,1,2,0,0,1.0,7.69,3.0,0.6,11.54,5.0,4,20.0,-151.50062830761112,1.8189945924373325,10.664159499818291,3.5348323661481977,-15.658117190435354,170.64744859122928
Mahedi Hasan,2026,ODI,3,9,1,1,0,0,3.0,33.33,98.0,19.6,63.23,7.0,122,111.0,-34.639718481773606,-5.213075370308399,0.9378197856567912,-5.946732024952406,-14.92080047727919,170.64744859122928
Mahedi Hasan,2026,T20I,36,28,0,2,5,0,36.0,128.57,65.0,8.12,98.48,9.0,408,91.0,-66.64124952553175,-4.3718624776225745,-1.0933841804881694,-15.473779379008297,7.889266771038873,170.64744859122928
Mahirah Izzati Ismail,2026,T20I,244,316,20,21,18,0,12.2,77.22,100.0,16.67,80.65,9.0,456,122.0,-26.057721844764046,-6.772486693852041,3.8555031957162327,-17.481966048880402,-2.4235961291462034,170.64744859122928
Mahmudul Hasan Joy,2026,Test,89,160,6,3,14,0,14.83,55.62,312.0,62.4,55.42,3.0,947,276.0,75.9511257866758,18.576073466133117,11.75977434923197,24.796372787040603,-25.821444349987583,170.64744859122928
Manan Bashir,2026,T20I,76,45,3,4,2,6,25.33,168.89,317.0,45.29,266.39,10.0,352,251.0,104.47827896123827,-3.87993676935693,18.223656937701254,-10.458318100558042,-27.533177815520105,170.64744859122928
Manpreet Singh,2026,T20I,168,79,2,4,15,12,84.0,212.66,337.0,21.06,132.68,15.0,1275,269.0,101.53498901634126,-8.568474018705935,-9.541338965247903,-2.1176805721531626,17.144630733208697,170.64744859122928
Mansoor Safi,2026,T20I,13,7,1,1,1,1,13.0,185.71,148.0,18.5,202.74,8.0,148,148.0,-6.352934950298365,-5.88216714772835,2.1059826478692223,-8.0904011069554,-3.950268771683182,170.64744859122928
Maria Jasvi,2026,T20I,9,21,0,2,0,0,9.0,42.86,9.0,2.25,37.5,6.0,65,40.0,-127.57580818535176,-0.6864356294143744,4.963754213339646,-1.897863085890481,-5.526784514725206,170.64744859122928
Mariamma Hyder,2026,T20I,2,6,2,2,0,0,1.0,33.33,32.0,16.0,62.75,5.0,203,75.0,-96.91362442847281,-5.688141391352075,2.0275364579993607,0.14843468163183277,5.216233254718494,170.64744859122928
Marufa Akter,2026,ODI,1,3,1,1,0,0,1.0,33.33,16.0,8.0,39.02,9.0,63,33.0,-121.29770351635976,-3.758980182978577,4.6828290902801255,-8.413085397819584,-8.592735101030343,170.64744859122928
Marufa Akter,2026,T20I,2,1,0,1,0,0,2.0,200.0,5.0,2.5,27.78,5.0,9,19.0,-152.21957576537397,0.4270057254793598,9.657079314967671,3.8606977391001123,-13.764284905746985,170.64744859122928
Maryam Omar,2026,T20I,55,94,3,4,4,0,18.33,58.51,174.0,24.86,69.32,9.0,654,193.0,15.713563155622898,-5.259310167553569,1.816650447271883,-10.391340904845727,20.088891605236462,170.64744859122928
Mas Elysa,2026,T20I,310,387,18,21,27,2,17.22,80.1,200.0,22.22,96.62,10.0,1180,214.0,23.519924662062397,-6.71542193136569,-1.5627933930956208,-7.1848416859482125,35.63038340205863,170.64744859122928
Mashael Waqas,2026,T20I,16,48,4,4,2,0,4.0,33.33,56.0,9.33,48.7,5.0,56,68.0,-96.09210789408156,-2.087478555239336,3.9289375675242413,2.822351701032986,-11.419510623429916,170.64744859122928
Mazharul Islam,2026,T20I,80,104,4,4,10,0,20.0,76.92,54.0,13.5,78.26,5.0,220,105.0,-72.63811495464945,-3.0540756852726303,2.332830381783664,1.034779903542055,7.068733259780967,170.64744859122928
Md Ariyan,2026,T20I,161,86,6,8,8,16,26.83,187.21,272.0,30.22,138.07,11.0,272,197.0,70.90370700195173,-0.27129382660222356,-8.243133655090752,-7.05680737489261,-28.529179249710296,170.64744859122928
Meet Bhavsar,2026,T20I,91,74,3,3,8,5,30.33,122.97,163.0,20.38,136.97,7.0,1553,201.0,-1.4184566482694236,-8.75472928415973,-7.5370857056661436,0.9281913434625257,47.454181547961504,170.64744859122928
Meghna Rajan,2026,T20I,110,150,6,5,5,0,18.33,73.33,338.0,112.67,113.04,7.0,338,247.0,112.21507524145584,21.117409361436145,-21.11151258661171,-0.1643188853001202,-35.385308363926214,170.64744859122928
Mehboob Ali,2026,T20I,220,130,8,8,22,17,27.5,169.23,255.0,25.5,196.15,10.0,255,275.0,71.3803084784187,5.14075138324824,34.81197038591898,-6.148321681821428,-0.7414360056509453,170.64744859122928
Mehedi Hasan Miraz,2026,ODI,99,147,6,8,8,1,16.5,67.35,121.0,17.29,74.23,8.0,1309,197.0,-15.161886292168424,-6.042241906911103,6.4187710342431865,-5.890190253283295,46.998259701167264,170.64744859122928
Mehedi Hasan Miraz,2026,Test,57,84,4,2,5,2,14.25,67.86,222.0,31.71,58.58,5.0,2103,298.0,17.889220949524134,9.719385168238803,17.52223438793252,6.759811219465098,75.8916312325371,170.64744859122928
Milind Kumar,2026,ODI,198,246,5,6,11,6,39.6,80.49,652.0,72.44,99.24,12.0,1011,530.0,299.57228647397835,37.70697981706688,11.41245425469779,3.6761772197668123,7.136307918481809,170.64744859122928
Milind Kumar,2026,T20I,94,80,4,4,6,3,23.5,117.5,150.0,37.5,119.05,6.0,322,147.0,-3.9395695468643908,2.7458577856576127,-7.304635566746946,0.819316768230598,-15.612633815604228,170.64744859122928
Mir Hamza,2026,PSL,8,16,0,2,2,0,8.0,50.0,34.0,34.0,113.33,3.0,42,52.0,-113.31146867870594,-5.771463197666246,-5.495961420689726,14.468577626912069,-8.057427445657714,170.64744859122928
Mirab Razwan,2026,T20I,0,2,1,2,0,0,0.0,0.0,29.0,3.22,39.19,9.0,55,46.0,-109.27051521458101,-0.4165948279416174,4.163140424169186,-9.636410126518445,-9.777780684997682,170.64744859122928
Mirab Sajjad,2026,T20I,35,46,3,3,2,0,11.67,76.09,29.0,4.83,38.67,7.0,29,43.0,-112.41616721375716,-1.425554100462801,4.456321107294179,-7.139354948589676,-10.92990395148911,170.64744859122928
Mohamed Coulibaly,2026,T20I,2,6,1,1,0,0,2.0,33.33,2.0,0.67,8.7,3.0,20,19.0,-167.29694224620698,2.5725235584607384,12.932516644239193,18.23978374955058,-17.789061322600308,170.64744859122928
Mohamed Turay,2026,T20I,3,9,1,3,0,0,3.0,33.33,16.0,8.0,72.73,7.0,16,31.0,-123.5860558616007,-2.305430643312682,0.7798002498460759,-5.07659734127234,-9.875953932398831,170.64744859122928
Mohameed Taiwo,2026,T20I,5,4,1,2,1,0,5.0,125.0,29.0,7.25,72.5,4.0,143,70.0,-115.93332297931802,1.36452248633766,0.16672903319157298,8.212469788116106,5.882096808133311,170.64744859122928
Mohammad Ali,2026,PSL,22,36,2,3,0,0,11.0,61.11,14.0,3.5,53.85,3.0,15,38.0,-143.84630237077724,1.88826896001094,1.8499232240687826,17.619715543103467,-10.606921380196134,170.64744859122928
Mohammad Amir,2026,PSL,12,20,4,4,2,0,3.0,60.0,70.0,8.75,152.17,5.0,203,95.0,-80.0689938816329,1.2506684578297298,-4.307967784744877,4.776484541991271,3.156528201578743,170.64744859122928
Mohammad Ghazanfar,2026,T20I,11,14,1,2,1,0,11.0,78.57,15.0,7.5,50.0,5.0,30,33.0,-132.8446081256117,0.24960037630352855,2.1370302279390847,3.249316008575984,-10.116293574408614,170.64744859122928
Mohammad Haris,2026,PSL,412,232,18,9,46,24,22.89,177.59,494.0,27.44,148.8,10.0,1152,311.0,159.89462432701677,-7.816469325221969,-12.728840048675623,-4.493751554476697,5.8830973090112995,170.64744859122928
