striker,year,format,runs,balls_faced,dismissals,matches,fours,sixes,average,strike_rate,lag1_runs,lag1_avg,lag1_sr,lag1_matches,career_runs_to_date,predicted_runs,shap_lag1_runs,shap_lag1_avg,shap_lag1_sr,shap_lag1_matches,shap_career_runs_to_date,shap_base_value
A Martel,2026,T20I,9,7,2,2,2,0,4.5,128.57,23.0,7.67,76.67,5.0,97,43.0,-126.14505801556953,1.4680890348656808,0.7615364928032171,2.3385459652894482,-6.146243764810311,170.64744859122928
A McAuley,2026,T20I,54,50,2,2,7,0,27.0,108.0,22.0,4.4,73.33,5.0,304,80.0,-107.74513681257397,2.589587606941458,2.7874535288928186,0.5020914866787138,10.755306875171314,170.64744859122928
A Merritt,2026,T20I,102,75,2,2,14,1,51.0,136.0,163.0,23.29,128.35,6.0,400,151.0,2.160788957633389,-3.4437025529846754,-6.357656507810693,2.236196271494398,-14.547604416428124,170.64744859122928
A Mhatre,2026,IPL,402,226,10,6,40,24,40.2,177.88,480.0,34.29,188.98,7.0,480,298.0,170.66102570615456,-1.79911477609232,1.0206204141368147,-5.088702659681525,-37.336550286648084,170.64744859122928
A Mokgotlhe,2026,T20I,57,47,4,6,6,0,14.25,121.28,131.0,32.75,113.91,9.0,362,130.0,-17.037767506883334,4.118991043562987,-4.865196535327302,-11.819317267409021,-11.099475194223988,170.64744859122928
A Mundra,2026,T20I,469,279,16,17,52,22,29.31,168.1,112.0,14.0,119.15,8.0,265,102.0,-30.229721657924568,-6.04436104774881,-4.637657029924238,-13.05060543002538,-14.21908274709214,170.64744859122928
A Ostergaard,2026,T20I,186,195,11,8,20,3,16.91,95.38,31.0,31.0,60.78,4.0,59,46.0,-116.94686756801708,-5.606274865412725,1.685832455903345,6.7404465208570254,-10.767167823608423,170.64744859122928
A Oxley,2026,T20I,117,110,2,3,9,2,58.5,106.36,116.0,23.2,74.36,5.0,116,122.0,-29.840037859885197,-6.094784130235533,2.82499033707577,3.4586690061329204,-19.2557997928289,170.64744859122928
A Parima,2026,T20I,116,98,5,5,5,10,23.2,118.37,54.0,10.8,84.38,5.0,250,106.0,-80.55974186046217,-0.5948829249800246,3.865308077125121,2.2388638380213797,9.954574799537616,170.64744859122928
A Patmore,2026,T20I,140,156,5,6,13,0,28.0,89.74,31.0,10.33,86.11,4.0,274,75.0,-108.18304044295375,-0.8676282144274194,-0.08081243724324005,8.985666694810563,4.374356594616212,170.64744859122928
A Paul,2026,T20I,2,2,1,1,0,0,2.0,100.0,9.0,4.5,69.23,3.0,28,23.0,-152.4144013054985,0.40512003835519034,-0.03823246821469954,15.436300136855374,-11.147749500439815,170.64744859122928
A Phillip,2026,Test,0,5,1,1,0,0,0.0,0.0,79.0,15.8,24.69,4.0,132,196.0,-37.52020085485809,-1.063111003162112,51.09992845292948,23.616467137577004,-11.241379054817802,170.64744859122928
A Pusthay,2026,T20I,138,136,8,9,13,3,17.25,101.47,27.0,6.75,72.97,4.0,120,64.0,-118.25312029371786,1.9061666551502603,-0.08522019197316553,8.100968863763475,1.8351652133686505,170.64744859122928
A Raghuvanshi,2026,IPL,844,576,18,12,80,38,46.89,146.53,467.0,33.36,137.76,11.0,630,324.0,175.7100324660222,0.8883998464598724,-12.218883723760667,-5.145991626131866,-5.397649207437393,170.64744859122928
