bowler,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
Abdullahi Ismail,7,138,130.0,9,77,10,0,23.0,5.65,14.44,55.8,15.33
Rabbjyot Rajput,13,198,164.0,9,114,6,0,33.0,4.97,18.22,57.58,22.0
RV Hawkins,10,218,154.0,9,114,9,1,36.3,4.24,17.11,52.29,24.22
RV Scholes,5,112,75.0,9,69,7,0,18.7,4.02,8.33,61.61,12.44
Adnan Mirza,11,181,242.0,9,66,2,1,30.2,8.02,26.89,36.46,20.11
VO Lawes,5,260,228.0,9,130,4,2,43.3,5.26,25.33,50.0,28.89
K Inakale,21,232,248.0,9,129,28,7,38.7,6.41,27.56,55.6,25.78
CPPM Sadun,13,221,241.0,9,87,11,2,36.8,6.54,26.78,39.37,24.56
W Behr,6,108,107.0,9,57,1,0,18.0,5.94,11.89,52.78,12.0
J Kila,17,341,299.0,9,188,6,10,56.8,5.26,33.22,55.13,37.89
J Horrocks,14,228,365.0,9,78,16,0,38.0,9.61,40.56,34.21,25.33
F Samanyika,15,220,236.0,9,107,13,0,36.7,6.44,26.22,48.64,24.44
VR Iyer,14,167,246.0,9,46,3,1,27.8,8.84,27.33,27.54,18.56
H Khuttan,9,120,130.0,9,51,4,4,20.0,6.5,14.44,42.5,13.33
GES Sullivan,8,169,128.0,9,104,4,1,28.2,4.54,14.22,61.54,18.78
S Milenko,12,124,207.0,9,33,1,1,20.7,10.02,23.0,26.61,13.78
Sejal Vinod,5,92,91.0,9,44,10,2,15.3,5.93,10.11,47.83,10.22
Aslan Jafri,8,144,210.0,9,49,0,0,24.0,8.75,23.33,34.03,16.0
Asif Javed,5,102,78.0,9,55,5,0,17.0,4.59,8.67,53.92,11.33
Saranya Kotha,6,76,56.0,9,55,23,4,12.7,4.42,6.22,72.37,8.44
SM Warnakulasuriya,7,123,153.0,9,68,12,3,20.5,7.46,17.0,55.28,13.67
NM Ambo,8,126,97.0,9,76,11,0,21.0,4.62,10.78,60.32,14.0
RA Abolarin,8,151,127.0,9,90,13,1,25.2,5.05,14.11,59.6,16.78
R Telemachus,6,276,281.0,9,140,12,12,46.0,6.11,31.22,50.72,30.67
KJ Cottoy,5,96,99.0,9,37,2,0,16.0,6.19,11.0,38.54,10.67
KDC Clarke,5,205,236.0,9,83,4,1,34.2,6.91,26.22,40.49,22.78
YS To,7,132,114.0,9,47,7,0,22.0,5.18,12.67,35.61,14.67
Kyte Gullem Keen,7,141,155.0,9,78,19,3,23.5,6.6,17.22,55.32,15.67
Shaik Basha,9,90,153.0,9,30,5,0,15.0,10.2,17.0,33.33,10.0
Amir Butt,8,129,169.0,9,38,5,0,21.5,7.86,18.78,29.46,14.33
A Augastin,8,128,114.0,9,77,4,0,21.3,5.34,12.67,60.16,14.22
Aftab Kayani,6,90,93.0,9,50,8,0,15.0,6.2,10.33,55.56,10.0
T Ritawa,7,96,134.0,9,40,2,0,16.0,8.38,14.89,41.67,10.67
GP Meade,10,171,175.0,9,66,7,1,28.5,6.14,19.44,38.6,19.0
J Mulder,4,132,89.0,9,71,4,0,22.0,4.05,9.89,53.79,14.67
T Cheki,8,124,132.0,9,54,13,1,20.7,6.39,14.67,43.55,13.78
LA Simango,9,149,163.0,9,72,8,5,24.8,6.56,18.11,48.32,16.56
Wang Meng,8,156,91.0,9,96,1,0,26.0,3.5,10.11,61.54,17.33
CD Barnwell,19,199,345.0,9,59,19,1,33.2,10.4,38.33,29.65,22.11
Nazmus Sakib,5,108,95.0,9,62,2,0,18.0,5.28,10.56,57.41,12.0
GR Codrington,6,306,257.0,9,148,1,0,51.0,5.04,28.56,48.37,34.0
Xiuli Jin,3,54,36.0,9,27,4,0,9.0,4.0,4.0,50.0,6.0
DC Thomas,7,162,185.0,9,83,10,5,27.0,6.85,20.56,51.23,18.0
A Vailoa,6,99,99.0,9,63,11,3,16.5,6.0,11.0,63.64,11.0
R Dhakal,11,304,363.0,9,137,10,4,50.7,7.16,40.33,45.07,33.78
R Avery,8,156,183.0,9,61,5,0,26.0,7.04,20.33,39.1,17.33
RR Sharan,11,192,196.0,9,86,4,0,32.0,6.12,21.78,44.79,21.33
YYM Jakda,7,114,162.0,8,43,10,1,19.0,8.53,20.25,37.72,14.25
Yair Nagavkar,7,154,164.0,8,64,4,0,25.7,6.39,20.5,41.56,19.25
DV Macome,6,108,131.0,8,52,6,0,18.0,7.28,16.38,48.15,13.5
E Beukes,10,160,207.0,8,52,6,1,26.7,7.76,25.88,32.5,20.0
DJ Pattinson,9,326,277.0,8,190,5,1,54.3,5.1,34.62,58.28,40.75
DJ Hall,5,120,161.0,8,43,6,0,20.0,8.05,20.12,35.83,15.0
RJ van Vuuren,5,302,298.0,8,165,5,2,50.3,5.92,37.25,54.64,37.75
A Levaci,6,93,92.0,8,53,12,3,15.5,5.94,11.5,56.99,11.62
DC Delany,7,147,198.0,8,52,9,0,24.5,8.08,24.75,35.37,18.38
AA Chavan,13,248,326.0,8,110,7,0,41.3,7.89,40.75,44.35,31.0
LA Doran,13,192,242.0,8,63,1,0,32.0,7.56,30.25,32.81,24.0
L Wahmowe,3,60,58.0,8,30,10,0,10.0,5.8,7.25,50.0,7.5
S Ravoka,5,120,128.0,8,54,2,0,20.0,6.4,16.0,45.0,15.0
GRD Munasinghe,4,96,109.0,8,44,4,0,16.0,6.81,13.62,45.83,12.0
Elan Talker,11,186,262.0,8,87,9,0,31.0,8.45,32.75,46.77,23.25
R Airee,6,96,95.0,8,32,7,0,16.0,5.94,11.88,33.33,12.0
MJM Kavana,6,88,100.0,8,36,1,1,14.7,6.82,12.5,40.91,11.0
T Musekiwa,5,109,102.0,8,49,4,1,18.2,5.61,12.75,44.95,13.62
Aftab Ahmed,26,652,550.0,8,322,11,0,108.7,5.06,68.75,49.39,81.5
T Salcedo,2,48,29.0,8,39,14,1,8.0,3.62,3.62,81.25,6.0
Bilal Masud,8,121,146.0,8,51,7,1,20.2,7.24,18.25,42.15,15.12
SC de Oliveira,4,80,103.0,8,34,5,0,13.3,7.72,12.88,42.5,10.0
HDPK Dharmasena,9,686,425.0,8,428,3,0,114.3,3.72,53.12,62.39,85.75
SKDT Madusanka,9,108,172.0,8,42,3,0,18.0,9.56,21.5,38.89,13.5
Manpreet Singh,15,248,325.0,8,89,7,1,41.3,7.86,40.62,35.89,31.0
Manjural Islam,7,566,369.0,8,412,14,1,94.3,3.91,46.12,72.79,70.75
A Conteh,5,110,114.0,8,45,6,2,18.3,6.22,14.25,40.91,13.75
Karma Dorji,15,183,223.0,8,76,13,2,30.5,7.31,27.88,41.53,22.88
ZP Ikiua,12,234,235.0,8,106,9,1,39.0,6.03,29.38,45.3,29.25
A Akurut,7,127,105.0,8,60,1,0,21.2,4.96,13.12,47.24,15.88
JN Mohammed,21,494,417.0,8,238,8,0,82.3,5.06,52.12,48.18,61.75
JO Adedeji,13,204,222.0,8,83,1,0,34.0,6.53,27.75,40.69,25.5
C Bwanali,12,154,134.0,8,74,6,2,25.7,5.22,16.75,48.05,19.25
Kabir Berlia,6,115,161.0,8,46,1,0,19.2,8.4,20.12,40.0,14.38
Khin Aye,14,169,255.0,8,70,16,1,28.2,9.05,31.88,41.42,21.12
Z Mali,13,269,267.0,8,134,7,2,44.8,5.96,33.38,49.81,33.62
Yudhvir Singh,9,139,253.0,8,56,6,1,23.2,10.92,31.62,40.29,17.38
Dhananjay Rao,8,132,155.0,8,66,15,0,22.0,7.05,19.38,50.0,16.5
ST Frohnmayer,14,236,250.0,8,111,32,2,39.3,6.36,31.25,47.03,29.5
BP Adapaka,10,200,233.0,8,78,8,1,33.3,6.99,29.12,39.0,25.0
Aryan Lakra,15,360,326.0,8,188,4,0,60.0,5.43,40.75,52.22,45.0
Shahab Alam,9,160,238.0,8,63,2,0,26.7,8.93,29.75,39.38,20.0
MM Dekeling,11,150,155.0,8,58,3,1,25.0,6.2,19.38,38.67,18.75
NR Kirton,14,186,202.0,8,79,2,0,31.0,6.52,25.25,42.47,23.25
NKF Rada Rani,9,180,140.0,8,90,6,1,30.0,4.67,17.5,50.0,22.5
CK Holder,9,305,353.0,8,160,15,5,50.8,6.94,44.12,52.46,38.12
Surinder Singh,8,122,171.0,8,45,7,2,20.3,8.41,21.38,36.89,15.25
Suraiya Azmin,7,111,93.0,8,76,7,1,18.5,5.03,11.62,68.47,13.88
Vaishnavi Sharma,9,187,209.0,8,62,3,1,31.2,6.71,26.12,33.16,23.38
Vani Dhanuka,4,79,62.0,8,41,11,0,13.2,4.71,7.75,51.9,9.88
VM Vaghela,3,60,40.0,8,33,1,0,10.0,4.0,5.0,55.0,7.5
K Jaikaran,6,84,97.0,8,44,6,0,14.0,6.93,12.12,52.38,10.5
AE Paraam,9,186,273.0,8,65,2,0,31.0,8.81,34.12,34.95,23.25
D Wabwire,7,130,149.0,8,69,6,3,21.7,6.88,18.62,53.08,16.25
D Ramani,6,126,172.0,8,52,6,0,21.0,8.19,21.5,41.27,15.75
Ramandeep Singh,7,76,136.0,8,18,13,0,12.7,10.74,17.0,23.68,9.5
Rameesha Shahid,17,240,293.0,8,109,16,9,40.0,7.33,36.62,45.42,30.0
PR Surve,14,171,236.0,8,60,1,0,28.5,8.28,29.5,35.09,21.38
AAhan Achar,9,156,152.0,8,61,0,0,26.0,5.85,19.0,39.1,19.5
W Prestwidge,8,118,195.0,8,43,5,1,19.7,9.92,24.38,36.44,14.75
MEC de Fouw,5,184,142.0,8,110,6,0,30.7,4.63,17.75,59.78,23.0
Abubacarr Kuyateh,8,150,208.0,8,69,15,0,25.0,8.32,26.0,46.0,18.75
Abdul Waheed,13,132,156.0,8,52,5,0,22.0,7.09,19.5,39.39,16.5
Abdullah Jasat,7,138,173.0,8,63,9,0,23.0,7.52,21.62,45.65,17.25
RS Quyn,15,327,295.0,8,167,10,0,54.5,5.41,36.88,51.07,40.88
Prachi Kumari,9,152,161.0,8,65,13,2,25.3,6.36,20.12,42.76,19.0
Regina Khan,7,151,140.0,8,81,3,1,25.2,5.56,17.5,53.64,18.88
Mohammad Atif,6,138,116.0,8,82,12,0,23.0,5.04,14.5,59.42,17.25
Ashraful Shuvo,7,138,148.0,8,68,9,0,23.0,6.43,18.5,49.28,17.25
SKS Gill,14,198,256.0,8,73,7,1,33.0,7.76,32.0,36.87,24.75
SK Lahiri,3,54,64.0,8,29,2,0,9.0,7.11,8.0,53.7,6.75
SJ Coyte (2),11,225,267.0,8,91,12,3,37.5,7.12,33.38,40.44,28.12
SJ Hughes-Pinan,6,140,97.0,8,87,2,0,23.3,4.16,12.12,62.14,17.5
S Malla,4,78,88.0,8,37,1,0,13.0,6.77,11.0,47.44,9.75
AW Hawkins-Kay,9,132,161.0,8,54,3,0,22.0,7.32,20.12,40.91,16.5
AV Lalcheta,13,312,323.0,8,164,1,0,52.0,6.21,40.38,52.56,39.0
S Bhardwaj,9,104,87.0,8,63,25,3,17.3,5.02,10.88,60.58,13.0
JS Ndanu,17,226,223.0,8,118,24,0,37.7,5.92,27.88,52.21,28.25
H Mbam,4,64,63.0,8,34,6,0,10.7,5.91,7.88,53.12,8.0
NJ Amongin,6,127,69.0,8,82,3,0,21.2,3.26,8.62,64.57,15.88
SC Kumari,8,102,63.0,8,75,5,0,17.0,3.71,7.88,73.53,12.75
J Dowling,7,102,135.0,8,49,13,6,17.0,7.94,16.88,48.04,12.75
Likitha Yadav,5,97,69.0,8,54,15,5,16.2,4.27,8.62,55.67,12.12
G Snyman,5,297,281.0,8,152,17,9,49.5,5.68,35.12,51.18,37.12
Shohely Akhter,8,132,109.0,8,57,1,0,22.0,4.95,13.62,43.18,16.5
Sheikh Rasik,10,174,189.0,8,71,4,0,29.0,6.52,23.62,40.8,21.75
Roheed Akhtar,11,222,232.0,8,95,8,0,37.0,6.27,29.0,42.79,27.75
Riyaa Bhasin,6,74,62.0,8,48,9,2,12.3,5.03,7.75,64.86,9.25
OGL Bascome,6,85,100.0,8,29,4,0,14.2,7.06,12.5,34.12,10.62
AN Lascu,7,128,193.0,8,50,3,2,21.3,9.05,24.12,39.06,16.0
AM Zepeda,14,308,283.0,8,164,41,8,51.3,5.51,35.38,53.25,38.5
HMHE Parsons,5,47,81.0,8,21,2,0,7.8,10.34,10.12,44.68,5.88
JK Mukhiya,9,132,150.0,8,59,5,0,22.0,6.82,18.75,44.7,16.5
JL Aras,14,252,228.0,8,153,27,0,42.0,5.43,28.5,60.71,31.5
Ibrar Ahmad,7,102,164.0,8,37,14,3,17.0,9.65,20.5,36.27,12.75
AA Noffke,4,123,127.0,8,60,2,0,20.5,6.2,15.88,48.78,15.38
DE Burgess,10,119,147.0,8,49,2,0,19.8,7.41,18.38,41.18,14.88
S Waqas Ahmed,8,138,154.0,8,52,6,0,23.0,6.7,19.25,37.68,17.25
C Stow,6,119,146.0,8,30,0,0,19.8,7.36,18.25,25.21,14.88
N Brand,1,234,171.0,8,134,2,0,39.0,4.38,21.38,57.26,29.25
Sajjida Shah,3,178,88.0,8,124,0,2,29.7,2.97,11.0,69.66,22.25
Mohammad Tauqir,10,372,319.0,8,181,5,1,62.0,5.15,39.88,48.66,46.5
T Araliya,9,134,161.0,8,54,21,6,22.3,7.21,20.12,40.3,16.75
Syed Aqeel Israr,9,154,151.0,8,69,9,1,25.7,5.88,18.88,44.81,19.25
LF Muller,11,121,178.0,8,52,12,2,20.2,8.83,22.25,42.98,15.12
SM Benade,7,190,118.0,8,138,17,0,31.7,3.73,14.75,72.63,23.75
Aaron Jones,21,313,327.0,8,143,4,0,52.2,6.27,40.88,45.69,39.12
Aarti Priya,8,173,191.0,8,80,35,5,28.8,6.62,23.88,46.24,21.62
S Sandeep Warrier,11,188,276.0,8,83,7,2,31.3,8.81,34.5,44.15,23.5
Chaudhary Akram,9,121,165.0,8,39,2,1,20.2,8.18,20.62,32.23,15.12
S Gokhale,11,156,145.0,8,84,13,0,26.0,5.58,18.12,53.85,19.5
S Gajnabi,18,261,288.0,8,107,6,0,43.5,6.62,36.0,41.0,32.62
G Mckeon,11,166,192.0,8,72,8,1,27.7,6.94,24.0,43.37,20.75
P Gheewala,11,171,227.0,8,72,17,3,28.5,7.96,28.38,42.11,21.38
P Bhandari,9,153,177.0,8,86,44,4,25.5,6.94,22.12,56.21,19.12
Omar Hayat,5,84,115.0,8,28,0,0,14.0,8.21,14.38,33.33,10.5
AK Gonerara,10,148,165.0,8,78,21,4,24.7,6.69,20.62,52.7,18.5
AJ Kenealy,17,377,380.0,8,201,23,5,62.8,6.05,47.5,53.32,47.12
N Robertson-Jack,5,82,89.0,8,43,4,0,13.7,6.51,11.12,52.44,10.25
JM Apio,5,66,46.0,8,44,6,0,11.0,4.18,5.75,66.67,8.25
JL Carter,24,279,389.0,8,78,14,0,46.5,8.37,48.62,27.96,34.88
U Bayarjavkhlan,10,170,195.0,8,82,34,1,28.3,6.88,24.38,48.24,21.25
M Idambo,8,180,118.0,8,107,7,0,30.0,3.93,14.75,59.44,22.5
Jai Sinh,5,84,121.0,8,33,5,0,14.0,8.64,15.12,39.29,10.5
M Chadha,5,97,145.0,8,34,0,1,16.2,8.97,18.12,35.05,12.12
D Ganesh,7,156,164.0,8,78,8,0,26.0,6.31,20.5,50.0,19.5
S Davizi,8,121,157.0,8,45,8,1,20.2,7.79,19.62,37.19,15.12
Amandeep Singh,11,180,218.0,8,75,3,0,30.0,7.27,27.25,41.67,22.5
I Kamara,6,91,79.0,8,43,0,0,15.2,5.21,9.88,47.25,11.38
KC Cariappa,11,218,348.0,8,62,6,2,36.3,9.58,43.5,28.44,27.25
L Jones,6,167,136.0,8,101,16,0,27.8,4.89,17.0,60.48,20.88
Zeeshan Ansari,10,204,333.0,8,48,5,1,34.0,9.79,41.62,23.53,25.5
Dolar Mahmud,7,213,258.0,8,109,10,3,35.5,7.27,32.25,51.17,26.62
Humaira Tasneem,6,65,68.0,8,30,2,0,10.8,6.28,8.5,46.15,8.12
Muhammad Tanveer,16,215,302.0,8,65,4,0,35.8,8.43,37.75,30.23,26.88
Saeed Waqar Ali,11,163,277.0,8,64,8,3,27.2,10.2,34.62,39.26,20.38
Sadamali Bhakshala,19,334,391.0,8,147,33,0,55.7,7.02,48.88,44.01,41.75
J Stanigze,6,100,123.0,8,38,6,0,16.7,7.38,15.38,38.0,12.5
A Simelane,10,164,271.0,8,40,6,2,27.3,9.91,33.88,24.39,20.5
L Monanthane,11,166,225.0,8,67,16,0,27.7,8.13,28.12,40.36,20.75
SS Shukla,7,114,97.0,8,50,0,0,19.0,5.11,12.12,43.86,14.25
S Sugaya-Slater,14,188,220.0,8,80,16,3,31.3,7.02,27.5,42.55,23.5
C Valente,12,210,318.0,8,48,4,0,35.0,9.09,39.75,22.86,26.25
Kamrul Islam Rabbi,7,753,504.0,8,516,5,3,125.5,4.02,63.0,68.53,94.12
E Ndubudem,7,138,123.0,8,69,7,0,23.0,5.35,15.38,50.0,17.25
E Prokic,10,176,193.0,8,67,31,16,29.3,6.58,24.12,38.07,22.0
A Perera,10,149,123.0,8,87,6,1,24.8,4.95,15.38,58.39,18.62
Zahid Shah,2,120,98.0,7,60,8,0,20.0,4.9,14.0,50.0,17.14
Kamran Shazad,5,155,177.0,7,76,3,1,25.8,6.85,25.29,49.03,22.14
KY Wilfried,8,129,257.0,7,37,27,3,21.5,11.95,36.71,28.68,18.43
A Alexander,6,70,72.0,7,40,6,1,11.7,6.17,10.29,57.14,10.0
Zulqarnain Haider,5,78,71.0,7,44,0,0,13.0,5.46,10.14,56.41,11.14
Zohaib Sarwar,9,135,190.0,7,44,9,2,22.5,8.44,27.14,32.59,19.29
P Amarnath,6,132,236.0,7,34,0,0,22.0,10.73,33.71,25.76,18.86
P Bhart,8,162,154.0,7,76,9,0,27.0,5.7,22.0,46.91,23.14
P Cabebula,5,99,115.0,7,47,11,0,16.5,6.97,16.43,47.47,14.14
Khalid Niazi,6,85,114.0,7,31,2,0,14.2,8.05,16.29,36.47,12.14
Khusboo Kandpal,8,145,144.0,7,64,18,7,24.2,5.96,20.57,44.14,20.71
P Subrayen,4,448,297.0,7,275,0,0,74.7,3.98,42.43,61.38,64.0
ZM Tribe,6,66,43.0,7,41,1,0,11.0,3.91,6.14,62.12,9.43
P Taylor,4,84,113.0,7,25,1,0,14.0,8.07,16.14,29.76,12.0
PA Desai,5,199,145.0,7,123,1,1,33.2,4.37,20.71,61.81,28.43
Swapnil Singh,14,163,241.0,7,39,2,1,27.2,8.87,34.43,23.93,23.29
A Mongar,7,86,84.0,7,39,2,0,14.3,5.86,12.0,45.35,12.29
T Abdulquadri,5,115,98.0,7,69,11,2,19.2,5.11,14.0,60.0,16.43
B Akhil,13,189,242.0,7,64,4,1,31.5,7.68,34.57,33.86,27.0
MBS Jonkman,5,158,126.0,7,98,5,1,26.3,4.78,18.0,62.03,22.57
Aslam Bera,9,168,202.0,7,66,5,1,28.0,7.21,28.86,39.29,24.0
MD Bates,5,150,159.0,7,74,1,0,25.0,6.36,22.71,49.33,21.43
JF Kloppenburg,4,189,136.0,7,96,3,1,31.5,4.32,19.43,50.79,27.0
J van Heerden,5,85,120.0,7,26,4,1,14.2,8.47,17.14,30.59,12.14
Sachin Kumar,9,136,208.0,7,37,6,4,22.7,9.18,29.71,27.21,19.43
SN Swamy,6,120,151.0,7,45,7,0,20.0,7.55,21.57,37.5,17.14
SP Gauchan,6,138,126.0,7,76,1,0,23.0,5.48,18.0,55.07,19.71
SR McAnanama-Brereton,8,116,157.0,7,58,24,2,19.3,8.12,22.43,50.0,16.57
Saad Masood,10,225,308.0,7,64,10,3,37.5,8.21,44.0,28.44,32.14
B Siddharth,8,282,212.0,7,174,9,0,47.0,4.51,30.29,61.7,40.29
B Geeves,5,163,204.0,7,73,2,5,27.2,7.51,29.14,44.79,23.29
AA Wagh,5,88,103.0,7,42,4,0,14.7,7.02,14.71,47.73,12.57
GSNFG Jayasuriya,23,461,515.0,7,174,3,0,76.8,6.7,73.57,37.74,65.86
F Copley,4,81,44.0,7,50,4,0,13.5,3.26,6.29,61.73,11.57
F Hand,13,304,389.0,7,137,13,2,50.7,7.68,55.57,45.07,43.43
Nouman Sarwar,6,96,140.0,7,38,4,0,16.0,8.75,20.0,39.58,13.71
GD Drummond,10,278,286.0,7,139,6,3,46.3,6.17,40.86,50.0,39.71
R Abdulrasak,7,128,84.0,7,83,2,0,21.3,3.94,12.0,64.84,18.29
A Pusthay,5,83,105.0,7,34,4,1,13.8,7.59,15.0,40.96,11.86
Nazwan Ismail,6,104,189.0,7,27,8,0,17.3,10.9,27.0,25.96,14.86
GM Ewing,8,606,397.0,7,366,3,1,101.0,3.93,56.71,60.4,86.57
Niv Nagavkar,12,235,308.0,7,110,16,1,39.2,7.86,44.0,46.81,33.57
M Jobarteh,8,142,245.0,7,70,34,1,23.7,10.35,35.0,49.3,20.29
T Yangchen,9,138,128.0,7,73,7,0,23.0,5.57,18.29,52.9,19.71
SL Munroe,13,308,273.0,7,173,26,0,51.3,5.32,39.0,56.17,44.0
SMA Priyanjan,14,265,233.0,7,117,5,0,44.2,5.28,33.29,44.15,37.86
BK Stroud,12,216,213.0,7,119,5,0,36.0,5.92,30.43,55.09,30.86
MO Odumbe,8,360,305.0,7,169,4,0,60.0,5.08,43.57,46.94,51.43
J Glen,5,60,59.0,7,24,0,0,10.0,5.9,8.43,40.0,8.57
BS Stephenson,7,147,165.0,7,73,7,3,24.5,6.73,23.57,49.66,21.0
J Lassayo,10,157,180.0,7,58,4,1,26.2,6.88,25.71,36.94,22.43
TG Thamae,8,151,225.0,7,55,4,1,25.2,8.94,32.14,36.42,21.57
MV Matsau,8,93,156.0,7,27,6,1,15.5,10.06,22.29,29.03,13.29
Ma Qiancheng,9,161,200.0,7,80,16,0,26.8,7.45,28.57,49.69,23.0
SH Lewis,3,299,229.0,7,176,4,0,49.8,4.6,32.71,58.86,42.71
J Jojo,9,180,193.0,7,80,6,0,30.0,6.43,27.57,44.44,25.71
E Packard,10,205,258.0,7,86,12,2,34.2,7.55,36.86,41.95,29.29
K Vislapuu,15,241,336.0,7,90,11,1,40.2,8.37,48.0,37.34,34.43
K Srandeva,12,203,265.0,7,91,46,17,33.8,7.83,37.86,44.83,29.0
LA Goncalves,7,99,116.0,7,50,9,3,16.5,7.03,16.57,50.51,14.14
Guido Angeletti,5,94,93.0,7,46,8,0,15.7,5.94,13.29,48.94,13.43
NM Sheikh,8,157,98.0,7,100,6,1,26.2,3.75,14.0,63.69,22.43
E Kallous,8,118,142.0,7,43,17,10,19.7,7.22,20.29,36.44,16.86
E Kuncova,13,241,295.0,7,95,45,7,40.2,7.34,42.14,39.42,34.43
R Satheesan,14,166,231.0,7,64,18,1,27.7,8.35,33.0,38.55,23.71
Nayab Razwan,7,104,102.0,7,53,15,0,17.3,5.88,14.57,50.96,14.86
R Athapaththu,4,98,136.0,7,39,8,2,16.3,8.33,19.43,39.8,14.0
ED Silva,7,96,125.0,7,39,6,0,16.0,7.81,17.86,40.62,13.71
R Malhotra,10,150,149.0,7,65,9,0,25.0,5.96,21.29,43.33,21.43
L McCarthy,7,362,447.0,7,178,14,2,60.3,7.41,63.86,49.17,51.71
L Ramjit,6,108,78.0,7,61,3,0,18.0,4.33,11.14,56.48,15.43
Nanthita Boonsukham,7,145,118.0,7,81,6,2,24.2,4.88,16.86,55.86,20.71
M Gouws,9,158,241.0,7,60,9,0,26.3,9.15,34.43,37.97,22.57
M Enkhzul,6,103,133.0,7,44,22,1,17.2,7.75,19.0,42.72,14.71
J Dzulfikar,7,101,68.0,7,67,6,0,16.8,4.04,9.71,66.34,14.43
Malyun Yusuf,4,67,57.0,7,43,17,1,11.2,5.1,8.14,64.18,9.57
Ahmed Baladraf,4,78,84.0,7,35,0,0,13.0,6.46,12.0,44.87,11.14
C Murrombe,6,112,149.0,7,33,10,1,18.7,7.98,21.29,29.46,16.0
Inshaf Farook,5,102,89.0,7,50,9,0,17.0,5.24,12.71,49.02,14.57
C Tchale,10,174,252.0,7,63,13,0,29.0,8.69,36.0,36.21,24.86
S Tosic,9,102,169.0,7,39,1,0,17.0,9.94,24.14,38.24,14.57
CC van Slobbe,5,105,90.0,7,51,8,0,17.5,5.14,12.86,48.57,15.0
TL Suman,11,152,197.0,7,44,0,2,25.3,7.78,28.14,28.95,21.71
M Ansari,6,138,196.0,7,55,6,0,23.0,8.52,28.0,39.86,19.71
M Biu,11,215,221.0,7,96,9,1,35.8,6.17,31.57,44.65,30.71
Mohammad Mohsin,9,216,283.0,7,79,1,0,36.0,7.86,40.43,36.57,30.86
S Pillai,10,209,217.0,7,112,17,0,34.8,6.23,31.0,53.59,29.86
IR Bell,11,194,155.0,7,110,0,9,32.3,4.79,22.14,56.7,27.71
S Miyaji,10,212,190.0,7,98,1,0,35.3,5.38,27.14,46.23,30.29
Imran Yousaf,6,120,124.0,7,63,4,0,20.0,6.2,17.71,52.5,17.14
I Asif,5,69,83.0,7,22,4,1,11.5,7.22,11.86,31.88,9.86
Muhammad Ajmal,8,126,132.0,7,67,10,0,21.0,6.29,18.86,53.17,18.0
RR Joshi,8,191,260.0,7,73,12,1,31.8,8.17,37.14,38.22,27.29
RR Raje,10,140,209.0,7,41,4,1,23.3,8.96,29.86,29.29,20.0
DJ Thornely,10,120,142.0,7,44,2,0,20.0,7.1,20.29,36.67,17.14
V Mahajan,10,180,146.0,7,97,6,0,30.0,4.87,20.86,53.89,25.71
LK Bennett,5,108,96.0,7,54,10,0,18.0,5.33,13.71,50.0,15.43
HH Aung,9,144,111.0,7,79,13,0,24.0,4.62,15.86,54.86,20.57
DLS van Bunge,9,165,196.0,7,77,3,0,27.5,7.13,28.0,46.67,23.57
RN Patel,7,50,51.0,7,23,0,0,8.3,6.12,7.29,46.0,7.14
N Zimonjic,12,110,221.0,7,28,13,1,18.3,12.05,31.57,25.45,15.71
R Rohmalia,1,20,0.0,7,20,0,0,3.3,0.0,0.0,100.0,2.86
E Jabarkhel,8,187,248.0,7,83,15,3,31.2,7.96,35.43,44.39,26.71
H Chamto,12,198,172.0,7,94,12,0,33.0,5.21,24.57,47.47,28.29
Viola Komeda,2,46,40.0,7,24,4,1,7.7,5.22,5.71,52.17,6.57
W Kokaua,4,61,105.0,7,21,7,1,10.2,10.33,15.0,34.43,8.71
R Shukla,7,123,208.0,7,44,7,3,20.5,10.15,29.71,35.77,17.57
R Smith,7,108,131.0,7,40,7,0,18.0,7.28,18.71,37.04,15.43
Luca Petre,11,151,242.0,7,58,22,1,25.2,9.62,34.57,38.41,21.57
Jiaping Li,12,169,175.0,7,77,17,1,28.2,6.21,25.0,45.56,24.14
Lovedeep Singh,7,128,151.0,7,66,12,2,21.3,7.08,21.57,51.56,18.29
Tauqeer Hussain,3,45,39.0,7,19,1,0,7.5,5.2,5.57,42.22,6.43
IC Simao,9,193,245.0,7,77,6,1,32.2,7.62,35.0,39.9,27.57
D Dawa,5,84,107.0,7,34,8,0,14.0,7.64,15.29,40.48,12.0
S Crowie,6,105,96.0,7,56,0,0,17.5,5.49,13.71,53.33,15.0
I Muntean,6,125,130.0,7,62,31,5,20.8,6.24,18.57,49.6,17.86
S Gasteratos,3,53,51.0,7,31,9,0,8.8,5.77,7.29,58.49,7.57
S Gimhani,7,109,127.0,7,52,4,1,18.2,6.99,18.14,47.71,15.57
S Dhakal,13,349,310.0,7,168,2,0,58.2,5.33,44.29,48.14,49.86
S Channa,7,143,119.0,7,80,11,5,23.8,4.99,17.0,55.94,20.43
S Chaudhary,9,131,180.0,7,68,21,1,21.8,8.24,25.71,51.91,18.71
I Elec,8,126,147.0,7,55,4,0,21.0,7.0,21.0,43.65,18.0
V Dhaniram,6,132,91.0,7,76,1,0,22.0,4.14,13.0,57.58,18.86
