bowler,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
A Nehra,193,6447,6667.0,274,3349,186,39,1074.5,6.2,24.33,51.95,23.53
KA Pollard,358,6086,7619.0,273,2019,288,21,1014.3,7.51,27.91,33.17,22.29
DJG Sammy,286,13035,9415.0,272,7864,99,34,2172.5,4.33,34.61,60.33,47.92
ST Finn,128,10546,7479.0,272,7137,121,32,1757.7,4.26,27.5,67.67,38.77
MA Wood,144,10791,7969.0,269,6997,158,25,1798.5,4.43,29.62,64.84,40.12
Sikandar Raza,288,10022,8645.0,268,5025,169,21,1670.3,5.18,32.26,50.14,37.4
KW Richardson,188,4864,5991.0,265,2100,115,9,810.7,7.39,22.61,43.17,18.35
N Wagner,64,13810,7169.0,265,10432,50,85,2301.7,3.11,27.05,75.54,52.11
SN Thakur,190,6268,7262.0,263,3092,236,62,1044.7,6.95,27.61,49.33,23.83
S Ismail,197,6598,5198.0,259,4038,113,54,1099.7,4.73,20.07,61.2,25.47
T Shamsi,185,6047,6316.0,258,2736,188,11,1007.8,6.27,24.48,45.25,23.44
WD Parnell,181,5957,6342.0,249,3024,183,30,992.8,6.39,25.47,50.76,23.92
GB Hogg,188,7408,6246.0,248,3846,105,12,1234.7,5.06,25.19,51.92,29.87
PP Ojha,137,10550,6536.0,247,7040,51,16,1758.3,3.72,26.46,66.73,42.71
A Nortje,144,6396,6062.0,247,3743,117,28,1066.0,5.69,24.54,58.52,25.89
Junaid Khan,150,9245,6786.0,247,5970,147,43,1540.8,4.4,27.47,64.58,37.43
AD Mathews,331,11028,8174.0,245,6672,117,18,1838.0,4.45,33.36,60.5,45.01
B Muzarabani,165,7145,6079.0,245,4281,165,32,1190.8,5.1,24.81,59.92,29.16
PP Chawla,226,5799,6646.0,245,2470,58,7,966.5,6.88,27.13,42.59,23.67
TT Bresnan,153,9810,7429.0,244,6219,176,15,1635.0,4.54,30.45,63.39,40.2
RL Chase,226,12272,9101.0,243,7153,98,16,2045.3,4.45,37.45,58.29,50.5
GJ Maxwell,390,7730,8430.0,242,3081,131,6,1288.3,6.54,34.83,39.86,31.94
LH Ferguson,170,5558,6222.0,242,2785,243,37,926.3,6.72,25.71,50.11,22.97
Faheem Ashraf,232,6699,6759.0,241,3522,119,32,1116.5,6.05,28.05,52.58,27.8
SM Pollock,144,11724,6010.0,241,8608,70,188,1954.0,3.08,24.94,73.42,48.65
SM Curran,206,7399,7408.0,240,4013,185,25,1233.2,6.01,30.87,54.24,30.83
KH Brunt,158,7041,4565.0,239,4749,184,13,1173.5,3.89,19.1,67.45,29.46
FH Edwards,147,9977,7552.0,238,6401,199,268,1662.8,4.54,31.73,64.16,41.92
NM Coulter-Nile,170,4684,5409.0,236,2165,129,16,780.7,6.93,22.92,46.22,19.85
Abdur Razzak,161,9316,6980.0,236,5533,176,6,1552.7,4.5,29.58,59.39,39.47
Shoaib Malik,328,9320,7589.0,235,4767,193,70,1553.3,4.89,32.29,51.15,39.66
R Shepherd,209,4416,6034.0,235,1849,220,13,736.0,8.2,25.68,41.87,18.79
M Theekshana,185,5935,5756.0,232,2832,130,17,989.2,5.82,24.81,47.72,25.58
Karan KC,156,4763,4791.0,232,2651,132,6,793.8,6.04,20.65,55.66,20.53
A Khaka,180,6349,5295.0,230,3627,234,5,1058.2,5.0,23.02,57.13,27.6
CH Morris,161,5016,5623.0,229,2460,180,10,836.0,6.73,24.55,49.04,21.9
Naseem Shah,154,7338,6653.0,228,4338,165,86,1223.0,5.44,29.18,59.12,32.18
MR Adair,145,5336,5387.0,228,2940,250,19,889.3,6.06,23.63,55.1,23.4
DJ Willey,178,5304,5773.0,228,2634,186,6,884.0,6.53,25.32,49.66,23.26
LE Plunkett,132,7273,6279.0,224,4151,228,47,1212.2,5.18,28.03,57.07,32.47
MJ McClenaghan,159,4882,5866.0,223,2260,201,40,813.7,7.21,26.3,46.29,21.89
P Kumar,201,7520,6901.0,222,4344,211,5,1253.3,5.51,31.09,57.77,33.87
ST Gabriel,105,11096,7003.0,222,7732,109,242,1849.3,3.79,31.55,69.68,49.98
WPUJC Vaas,139,9771,5919.0,221,6856,59,116,1628.5,3.63,26.78,70.17,44.21
NT Ellis,156,4003,4919.0,221,1581,155,23,667.2,7.37,22.26,39.5,18.11
GD McGrath,102,8378,4392.0,221,6257,58,68,1396.3,3.15,19.87,74.68,37.91
EA Perry,203,6643,4868.0,220,4249,211,83,1107.2,4.4,22.13,63.96,30.2
RJ Harris,91,7785,4754.0,220,5634,62,23,1297.5,3.66,21.61,72.37,35.39
SJ Harmison,90,11095,6775.0,218,7916,199,106,1849.2,3.66,31.08,71.35,50.89
S Sreesanth,128,8822,7005.0,217,5787,162,161,1470.3,4.76,32.28,65.6,40.65
M Jansen,127,6630,6044.0,216,4116,174,70,1105.0,5.47,27.98,62.08,30.69
PVD Chameera,163,6466,6371.0,216,3525,187,56,1077.7,5.91,29.5,54.52,29.94
J Botha,224,7501,6628.0,213,3556,91,10,1250.2,5.3,31.12,47.41,35.22
SS Cottrell,158,4426,5166.0,213,2222,238,17,737.7,7.0,24.25,50.2,20.78
R Ngarava,144,5542,5097.0,213,3228,170,51,923.7,5.52,23.93,58.25,26.02
MP Stoinis,260,4844,6272.0,213,1830,179,13,807.3,7.77,29.45,37.78,22.74
MM Patel,144,7001,5568.0,212,4345,70,80,1166.8,4.77,26.26,62.06,33.02
ASS Fletcher,167,5116,4567.0,212,2439,126,9,852.7,5.36,21.54,47.67,24.13
Nashra Sandhu,161,6066,4876.0,212,3205,72,7,1011.0,4.82,23.0,52.84,28.61
SK Warne,91,8014,5031.0,211,5391,47,12,1335.7,3.77,23.84,67.27,37.98
JP Behrendorff,157,3782,4456.0,211,1778,90,16,630.3,7.07,21.12,47.01,17.92
CH Gayle,254,9517,6870.0,211,5215,167,23,1586.2,4.33,32.56,54.8,45.1
Nahida Akter,149,4504,3643.0,210,2405,44,1,750.7,4.85,17.35,53.4,21.45
BJ Dwarshuis,155,3478,4711.0,210,1454,140,8,579.7,8.13,22.43,41.81,16.56
CRD Fernando,133,8095,6194.0,210,5011,156,214,1349.2,4.59,29.5,61.9,38.55
MRJ Watt,154,5788,4878.0,207,3032,104,3,964.7,5.06,23.57,52.38,27.96
Bilal Khan,115,3917,3728.0,206,2154,122,19,652.8,5.71,18.1,54.99,19.01
DE Bollinger,126,5988,4821.0,205,3742,111,70,998.0,4.83,23.52,62.49,29.21
BW Hilfenhaus,113,8699,5628.0,205,6122,119,99,1449.8,3.88,27.45,70.38,42.43
D Wiese,178,3702,4747.0,204,1379,111,7,617.0,7.69,23.27,37.25,18.15
G Motie,147,5653,4943.0,204,3023,74,1,942.2,5.25,24.23,53.48,27.71
MS Panesar,75,13629,6749.0,202,10097,6,2,2271.5,2.97,33.41,74.08,67.47
CS Martin,69,11613,6542.0,202,8726,38,88,1935.5,3.38,32.39,75.14,57.49
CR Brathwaite,203,5069,6053.0,202,2123,201,9,844.8,7.16,29.97,41.88,25.09
CV Varun,143,3388,4220.0,200,1319,64,9,564.7,7.47,21.1,38.93,16.94
T Putthawong,106,2687,1803.0,199,1691,56,5,447.8,4.03,9.06,62.93,13.5
SM Sharif,144,4875,4727.0,199,2547,132,30,812.5,5.82,23.75,52.25,24.5
HV Patel,145,3034,4497.0,199,1041,147,25,505.7,8.89,22.6,34.31,15.25
JDP Oram,169,8343,5693.0,197,5418,110,51,1390.5,4.09,28.9,64.94,42.35
MR Marsh,218,7225,6184.0,196,4153,132,60,1204.2,5.14,31.55,57.48,36.86
Rubel Hossain,145,9170,7677.0,196,5284,134,134,1528.3,5.02,39.17,57.62,46.79
Mohammad Sami,127,7346,5875.0,195,4561,162,166,1224.3,4.8,30.13,62.09,37.67
JNT Seales,101,7100,5316.0,195,4755,103,26,1183.3,4.49,27.26,66.97,36.41
Junaid Siddique,130,4347,4368.0,195,2344,237,6,724.5,6.03,22.4,53.92,22.29
Nida Dar,184,5307,4623.0,195,2651,108,6,884.5,5.23,23.71,49.95,27.22
Sompal Kami,155,4719,4718.0,195,2575,143,20,786.5,6.0,24.19,54.57,24.2
SE Bond,95,5441,3867.0,194,3586,124,53,906.8,4.26,19.93,65.91,28.05
TL Chatara,133,6416,5175.0,193,3954,188,28,1069.3,4.84,26.81,61.63,33.24
NW Bracken,121,5839,4379.0,192,3545,99,3,973.2,4.5,22.81,60.71,30.41
LMM Tahuhu,158,4854,4305.0,191,2822,233,17,809.0,5.32,22.54,58.14,25.41
BM Scholtz,145,5261,3691.0,191,3089,31,1,876.8,4.21,19.32,58.72,27.54
CJ Green,217,4320,4978.0,191,1689,104,2,720.0,6.91,26.06,39.1,22.62
MM Sharma,152,3677,4718.0,189,1535,86,15,612.8,7.7,24.96,41.75,19.46
A Shrubsole,134,5649,3884.0,189,3787,145,10,941.5,4.13,20.55,67.04,29.89
SM Boland,94,5302,4172.0,188,3330,52,24,883.7,4.72,22.19,62.81,28.2
DT Christian,212,3863,4933.0,187,1386,123,11,643.8,7.66,26.38,35.88,20.66
JDS Neesham,196,5132,5772.0,187,2474,195,19,855.3,6.75,30.87,48.21,27.44
Abrar Ahmed,104,5358,4385.0,186,3055,37,4,893.0,4.91,23.58,57.02,28.81
MDK Perera,56,11342,6261.0,186,7649,11,21,1890.3,3.31,33.66,67.44,60.98
DR Sams,141,2917,4259.0,185,1023,141,13,486.2,8.76,23.02,35.07,15.77
R Vinay Kumar,145,3845,4729.0,185,1715,72,15,640.8,7.38,25.56,44.6,20.78
Ehsan Khan,117,2963,2841.0,185,1479,63,4,493.8,5.75,15.36,49.92,16.02
CBRLS Kumara,87,7511,5728.0,183,4791,116,19,1251.8,4.58,31.3,63.79,41.04
JA Richardson,121,3689,4120.0,182,1890,107,19,614.8,6.7,22.64,51.23,20.27
D Bishoo,94,10495,6448.0,182,6740,31,40,1749.2,3.69,35.43,64.22,57.66
CE Dean,115,4211,3712.0,182,2273,106,4,701.8,5.29,20.4,53.98,23.14
SW Tait,117,3942,4159.0,180,2163,294,50,657.0,6.33,23.11,54.87,21.9
Fawad Ahmed,163,3668,4288.0,180,1330,41,0,611.3,7.01,23.82,36.26,20.38
I Ranaweera,149,4995,4183.0,180,2526,91,12,832.5,5.02,23.24,50.57,27.75
JA Morkel,184,4475,5147.0,180,1987,152,37,745.8,6.9,28.59,44.4,24.86
Mahmudullah,266,8483,6861.0,179,4439,134,5,1413.8,4.85,38.33,52.33,47.39
SFM Devine,190,4475,4438.0,178,2331,248,17,745.8,5.95,24.93,52.09,25.14
Yuvraj Singh,249,6132,5478.0,178,2823,63,10,1022.0,5.36,30.78,46.04,34.45
A Nel,84,7873,4801.0,176,5623,103,26,1312.2,3.66,27.28,71.42,44.73
M Prasidh Krishna,118,4186,4978.0,176,2129,127,29,697.7,7.14,28.28,50.86,23.78
G Wareham,151,3768,3455.0,176,1858,85,1,628.0,5.5,19.63,49.31,21.41
Shoaib Akhtar,97,5730,4423.0,175,3647,163,101,955.0,4.63,25.27,63.65,32.74
N de Klerk,151,4573,4528.0,175,2340,161,19,762.2,5.94,25.87,51.17,26.13
Mohammad Irfan,147,5701,5124.0,174,3288,142,34,950.2,5.39,29.45,57.67,32.76
N Mlaba,138,5021,4387.0,173,2669,90,4,836.8,5.24,25.36,53.16,29.02
SJ Benn,124,10507,6539.0,173,6856,45,15,1751.2,3.73,37.8,65.25,60.73
MF Maharoof,129,6660,4988.0,172,4187,118,118,1110.0,4.49,29.0,62.87,38.72
Sandeep Sharma,144,3219,4380.0,170,1258,123,14,536.5,8.16,25.76,39.08,18.94
TK Curran,136,3868,4690.0,170,1617,97,16,644.7,7.28,27.59,41.8,22.75
KA Jamieson,87,5987,4279.0,168,4194,117,30,997.8,4.29,25.47,70.05,35.64
JP Duminy,269,7365,6260.0,168,3760,109,9,1227.5,5.1,37.26,51.05,43.84
AC Agar,168,5022,4861.0,167,2238,54,4,837.0,5.81,29.11,44.56,30.07
SN Netravalkar,116,4594,3604.0,167,2711,28,24,765.7,4.71,21.58,59.01,27.51
RE van der Merwe,143,4093,3822.0,165,1844,53,3,682.2,5.6,23.16,45.05,24.81
AG Cremer,113,7645,5736.0,165,4339,46,14,1274.2,4.5,34.76,56.76,46.33
CA Young,105,3630,3763.0,165,1917,102,15,605.0,6.22,22.81,52.81,22.0
MN Samuels,197,8088,6210.0,164,4405,77,1,1348.0,4.61,37.87,54.46,49.32
RP Meredith,124,2749,3905.0,164,1114,145,20,458.2,8.52,23.81,40.52,16.76
O Kamchomphu,117,2537,1854.0,164,1384,35,10,422.8,4.38,11.3,54.55,15.47
Fatima Sana,121,3853,3869.0,163,2016,130,29,642.2,6.02,23.74,52.32,23.64
PA van Meekeren,114,3377,3523.0,162,1733,160,19,562.8,6.26,21.75,51.32,20.85
Abdul Razzaq,148,6399,5033.0,162,3783,69,128,1066.5,4.72,31.07,59.12,39.5
