bowler,opponent,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
Sinan Khan,Cyprus,T20I,1,12,12.0,0,5,6.0,12.0,41.67
Sinan Khan,Czech Republic,T20I,1,6,20.0,0,1,20.0,20.0,16.67
Sinan Khan,Denmark,T20I,1,24,36.0,3,11,9.0,12.0,45.83
Siow Tzin Yee,Bangladesh,T20I,1,24,27.0,1,6,6.75,27.0,25.0
Siow Tzin Yee,Hong Kong,T20I,1,24,14.0,1,13,3.5,14.0,54.17
Siow Tzin Yee,Indonesia,T20I,1,24,9.0,5,16,2.25,1.8,66.67
Siow Tzin Yee,Nepal,T20I,3,54,57.0,2,23,6.33,28.5,42.59
Siow Tzin Yee,Philippines,T20I,1,25,7.0,3,19,1.68,2.33,76.0
Siow Tzin Yee,Singapore,T20I,1,6,2.0,0,5,2.0,2.0,83.33
Siow Tzin Yee,Thailand,T20I,2,31,27.0,2,19,5.23,13.5,61.29
Sirajullah Khadim,Austria,T20I,1,6,7.0,0,4,7.0,7.0,66.67
Sirajullah Khadim,Belgium,T20I,3,66,76.0,4,31,6.91,19.0,46.97
Sirajullah Khadim,Denmark,T20I,1,24,28.0,0,8,7.0,28.0,33.33
Sirajullah Khadim,Finland,T20I,2,36,45.0,1,9,7.5,45.0,25.0
Sirajullah Khadim,France,T20I,2,37,60.0,1,12,9.73,60.0,32.43
Sirajullah Khadim,Gibraltar,T20I,7,162,114.0,12,91,4.22,9.5,56.17
Sirajullah Khadim,Hungary,T20I,1,24,20.0,2,9,5.0,10.0,37.5
Sirajullah Khadim,Isle of Man,T20I,1,11,21.0,1,3,11.45,21.0,27.27
Sirajullah Khadim,Israel,T20I,1,18,13.0,2,11,4.33,6.5,61.11
Sirajullah Khadim,Malta,T20I,5,76,95.0,11,38,7.5,8.64,50.0
Sirajullah Khadim,Norway,T20I,4,96,93.0,7,40,5.81,13.29,41.67
Sirajullah Khadim,Romania,T20I,1,24,25.0,1,12,6.25,25.0,50.0
Sirajullah Khadim,Spain,T20I,1,24,32.0,0,14,8.0,32.0,58.33
Sirajullah Khadim,Sweden,T20I,3,54,63.0,2,23,7.0,31.5,42.59
Skhawat Ali,India,ODI,1,48,68.0,0,11,8.5,68.0,22.92
Smriti Anand,Japan,T20I,2,19,21.0,0,7,6.63,21.0,36.84
Smruthi Radhakrishnan,Malaysia,T20I,3,72,85.0,1,31,7.08,85.0,43.06
Sneh Rana,Australia,ODI,1,42,41.0,0,25,5.86,41.0,59.52
Sneh Rana,England,T20I,1,18,27.0,1,6,9.0,27.0,33.33
Sneha Shankar,Isle of Man,T20I,1,4,7.0,0,1,10.5,7.0,25.0
Snigdha Paul,Bangladesh,T20I,1,24,24.0,1,15,6.0,24.0,62.5
Snigdha Paul,Ireland,T20I,1,6,7.0,0,3,7.0,7.0,50.0
Snigdha Paul,Papua New Guinea,T20I,1,6,6.0,0,5,6.0,6.0,83.33
Snigdha Paul,Scotland,T20I,1,12,19.0,1,3,9.5,19.0,25.0
Snigdha Paul,United Arab Emirates,T20I,2,30,34.0,0,10,6.8,34.0,33.33
Sobu George,Hungary,T20I,1,6,19.0,0,1,19.0,19.0,16.67
Sofia Araya,Costa Rica,T20I,1,14,25.0,1,2,10.71,25.0,14.29
Sofia Mardones,Argentina,T20I,2,43,74.0,2,17,10.33,37.0,39.53
Sofia Mardones,Costa Rica,T20I,2,21,26.0,0,6,7.43,26.0,28.57
Sohag Gazi,Australia,T20I,1,24,35.0,0,11,8.75,35.0,45.83
Sohag Gazi,India,ODI,2,60,56.0,2,29,5.6,28.0,48.33
Sohag Gazi,India,T20I,1,18,21.0,0,4,7.0,21.0,22.22
Sohag Gazi,New Zealand,ODI,3,156,137.0,5,83,5.27,27.4,53.21
Sohag Gazi,New Zealand,T20I,1,18,30.0,1,7,10.0,30.0,38.89
Sohag Gazi,New Zealand,Test,2,552,233.0,8,412,2.53,29.12,74.64
Sohag Gazi,South Africa,T20I,1,12,16.0,0,2,8.0,16.0,16.67
Sohag Gazi,Sri Lanka,ODI,5,263,217.0,5,128,4.95,43.4,48.67
Sohag Gazi,Sri Lanka,T20I,2,42,59.0,1,14,8.43,59.0,33.33
Sohag Gazi,Sri Lanka,Test,4,1337,778.0,11,881,3.49,70.73,65.89
Sohag Gazi,West Indies,ODI,8,438,312.0,12,273,4.27,26.0,62.33
Sohag Gazi,West Indies,T20I,2,48,82.0,1,18,10.25,82.0,37.5
Sohag Gazi,West Indies,Test,2,773,394.0,12,540,3.06,32.83,69.86
Sohag Gazi,Zimbabwe,T20I,2,48,56.0,1,21,7.0,56.0,43.75
Sohag Gazi,Zimbabwe,Test,2,489,194.0,7,366,2.38,27.71,74.85
Sohaib Maqsood,Australia,T20I,1,7,12.0,0,1,10.29,12.0,14.29
Sohaib Maqsood,Bangladesh,ODI,1,6,7.0,0,2,7.0,7.0,33.33
Sohaib Maqsood,Quetta Gladiators,PSL,1,6,8.0,0,2,8.0,8.0,33.33
Sohaib Maqsood,South Africa,ODI,1,12,11.0,0,3,5.5,11.0,25.0
Sohaib Maqsood,United Arab Emirates,ODI,1,30,16.0,1,21,3.2,16.0,70.0
Sohaib Maqsood,West Indies,ODI,1,6,8.0,0,2,8.0,8.0,33.33
Sohaibullah,Islamabad United,PSL,1,18,26.0,0,5,8.67,26.0,27.78
Sohail Ahmad,Bulgaria,T20I,1,6,14.0,0,1,14.0,14.0,16.67
Sohail Ahmad,Greece,T20I,1,7,7.0,1,3,6.0,7.0,42.86
Sohail Ahmad,Hungary,T20I,1,24,63.0,2,4,15.75,31.5,16.67
Sohail Ahmad,Italy,T20I,1,6,8.0,0,2,8.0,8.0,33.33
Sohail Ahmad,Serbia,T20I,1,11,30.0,0,4,16.36,30.0,36.36
Sohail Ahmad,Turkey,T20I,1,6,12.0,0,3,12.0,12.0,50.0
Sohail Ahmed,Bhutan,T20I,1,12,5.0,0,7,2.5,5.0,58.33
Sohail Ahmed,Hong Kong,T20I,1,12,16.0,0,4,8.0,16.0,33.33
Sohail Ahmed,Indonesia,T20I,1,12,25.0,0,1,12.5,25.0,8.33
Sohail Ahmed,Malawi,T20I,1,6,13.0,0,2,13.0,13.0,33.33
Sohail Ahmed,Qatar,T20I,1,6,12.0,0,0,12.0,12.0,0.0
Sohail Ahmed,Rwanda,T20I,1,12,13.0,1,7,6.5,13.0,58.33
Sohail Ahmed,Tanzania,T20I,1,8,29.0,0,2,21.75,29.0,25.0
Sohail Ahmed,Thailand,T20I,1,24,17.0,3,13,4.25,5.67,54.17
Sohail Ahmed,United Arab Emirates,T20I,1,24,25.0,0,10,6.25,25.0,41.67
Sohail Akhtar,Karachi Kings,PSL,1,1,0.0,0,1,0.0,0.0,100.0
Sohail Khan,Australia,ODI,1,47,57.0,1,26,7.28,57.0,55.32
Sohail Khan,Australia,Test,1,186,131.0,3,128,4.23,43.67,68.82
Sohail Khan,Bangladesh,ODI,2,98,73.0,3,61,4.47,24.33,62.24
Sohail Khan,England,Test,2,538,325.0,13,382,3.62,25.0,71.0
Sohail Khan,ICC World XI,T20I,2,48,72.0,3,14,9.0,24.0,29.17
Sohail Khan,India,ODI,1,60,55.0,5,32,5.5,11.0,53.33
Sohail Khan,Ireland,ODI,1,60,44.0,2,34,4.4,22.0,56.67
Sohail Khan,Islamabad United,PSL,10,202,288.0,11,93,8.55,26.18,46.04
Sohail Khan,Karachi Kings,PSL,7,167,258.0,9,52,9.27,28.67,31.14
Sohail Khan,Lahore Qalandars,PSL,6,138,173.0,4,46,7.52,43.25,33.33
Sohail Khan,Multan Sultans,PSL,3,66,130.0,4,21,11.82,32.5,31.82
Sohail Khan,New Zealand,Test,2,420,267.0,7,299,3.81,38.14,71.19
Sohail Khan,Peshawar Zalmi,PSL,9,196,279.0,8,86,8.54,34.88,43.88
Sohail Khan,Quetta Gladiators,PSL,8,175,264.0,7,63,9.05,37.71,36.0
Sohail Khan,South Africa,ODI,1,30,36.0,1,18,7.2,36.0,60.0
Sohail Khan,Sri Lanka,ODI,1,60,52.0,1,30,5.2,52.0,50.0
Sohail Khan,Sri Lanka,Test,1,162,164.0,0,92,6.07,164.0,56.79
Sohail Khan,United Arab Emirates,ODI,1,54,54.0,2,39,6.0,27.0,72.22
Sohail Khan,West Indies,ODI,2,103,107.0,2,59,6.23,53.5,57.28
Sohail Khan,West Indies,Test,2,354,157.0,3,273,2.66,52.33,77.12
Sohail Khan,Zimbabwe,ODI,3,157,119.0,2,90,4.55,59.5,57.32
Sohail Khan,Zimbabwe,T20I,2,36,44.0,2,17,7.33,22.0,47.22
Sohail Khan,Zimbabwe,Test,1,181,81.0,1,141,2.69,81.0,77.9
Sohail Tanvir,Australia,ODI,5,246,215.0,4,142,5.24,53.75,57.72
Sohail Tanvir,Australia,T20I,4,82,106.0,7,30,7.76,15.14,36.59
Sohail Tanvir,Bangladesh,ODI,7,291,229.0,7,178,4.72,32.71,61.17
Sohail Tanvir,Bangladesh,T20I,6,106,128.0,3,53,7.25,42.67,50.0
Sohail Tanvir,Chennai Super Kings,IPL,3,73,87.0,10,34,7.15,8.7,46.58
Sohail Tanvir,Deccan Chargers,IPL,1,24,39.0,1,12,9.75,39.0,50.0
Sohail Tanvir,Delhi Daredevils,IPL,1,12,16.0,0,2,8.0,16.0,16.67
Sohail Tanvir,England,T20I,4,96,145.0,6,35,9.06,24.17,36.46
Sohail Tanvir,Hong Kong,ODI,1,36,20.0,2,29,3.33,10.0,80.56
Sohail Tanvir,India,ODI,8,453,437.0,12,237,5.79,36.42,52.32
Sohail Tanvir,India,T20I,4,96,113.0,3,33,7.06,37.67,34.38
Sohail Tanvir,India,Test,2,509,316.0,5,366,3.72,63.2,71.91
Sohail Tanvir,Islamabad United,PSL,12,260,329.0,16,113,7.59,20.56,43.46
Sohail Tanvir,Karachi Kings,PSL,9,217,281.0,17,93,7.77,16.53,42.86
Sohail Tanvir,Kolkata Knight Riders,IPL,2,48,56.0,6,22,7.0,9.33,45.83
Sohail Tanvir,Lahore Qalandars,PSL,10,214,274.0,5,83,7.68,54.8,38.79
Sohail Tanvir,Multan Sultans,PSL,4,96,136.0,4,36,8.5,34.0,37.5
Sohail Tanvir,Mumbai Indians,IPL,2,43,27.0,4,28,3.77,6.75,65.12
Sohail Tanvir,Netherlands,T20I,1,18,13.0,0,9,4.33,13.0,50.0
Sohail Tanvir,New Zealand,ODI,7,330,365.0,5,176,6.64,73.0,53.33
Sohail Tanvir,New Zealand,T20I,6,134,153.0,8,54,6.85,19.12,40.3
Sohail Tanvir,Peshawar Zalmi,PSL,15,328,448.0,16,146,8.2,28.0,44.51
Sohail Tanvir,Quetta Gladiators,PSL,8,161,212.0,9,58,7.9,23.56,36.02
Sohail Tanvir,Royal Challengers Bangalore,IPL,2,48,41.0,3,32,5.12,13.67,66.67
Sohail Tanvir,South Africa,ODI,10,478,409.0,10,280,5.13,40.9,58.58
Sohail Tanvir,South Africa,T20I,4,72,103.0,3,25,8.58,34.33,34.72
Sohail Tanvir,Sri Lanka,ODI,11,573,512.0,18,320,5.36,28.44,55.85
Sohail Tanvir,Sri Lanka,T20I,12,250,302.0,13,114,7.25,23.23,45.6
Sohail Tanvir,West Indies,ODI,2,115,74.0,6,77,3.86,12.33,66.96
Sohail Tanvir,West Indies,T20I,8,188,198.0,12,94,6.32,16.5,50.0
Sohail Tanvir,Zimbabwe,ODI,8,408,273.0,11,273,4.01,24.82,66.91
Sohail Tanvir,Zimbabwe,T20I,6,138,153.0,4,58,6.65,38.25,42.03
Sohel Patel,Argentina,T20I,1,24,21.0,2,8,5.25,10.5,33.33
Sohel Patel,Bahamas,T20I,1,24,12.0,2,18,3.0,6.0,75.0
Sohel Patel,Bermuda,T20I,1,12,16.0,0,6,8.0,16.0,50.0
Sohel Patel,Cayman Islands,T20I,1,6,10.0,0,1,10.0,10.0,16.67
Sohel Patel,Turks and Caicos Island,T20I,1,25,30.0,2,11,7.2,15.0,44.0
Sok Srey Maov,Singapore,T20I,6,110,118.0,5,64,6.44,23.6,58.18
Sompal Kami,Bangladesh,T20I,2,30,31.0,2,17,6.2,15.5,56.67
Sompal Kami,Canada,ODI,4,171,155.0,4,105,5.44,38.75,61.4
Sompal Kami,Canada,T20I,2,49,61.0,5,22,7.47,12.2,44.9
Sompal Kami,China,T20I,1,18,11.0,2,14,3.67,5.5,77.78
Sompal Kami,Hong Kong,T20I,10,190,214.0,12,88,6.76,17.83,46.32
Sompal Kami,India,ODI,1,12,23.0,0,4,11.5,23.0,33.33
Sompal Kami,India,T20I,1,24,38.0,1,10,9.5,38.0,41.67
Sompal Kami,Ireland,T20I,2,36,53.0,2,15,8.83,26.5,41.67
Sompal Kami,Japan,T20I,1,24,20.0,2,15,5.0,10.0,62.5
Sompal Kami,Kenya,T20I,4,84,89.0,4,43,6.36,22.25,51.19
Sompal Kami,Kuwait,T20I,4,84,89.0,6,40,6.36,14.83,47.62
Sompal Kami,Malaysia,T20I,9,164,178.0,12,89,6.51,14.83,54.27
Sompal Kami,Mongolia,T20I,1,13,6.0,1,10,2.77,6.0,76.92
Sompal Kami,Namibia,ODI,8,336,291.0,11,192,5.2,26.45,57.14
Sompal Kami,Namibia,T20I,2,42,68.0,2,12,9.71,34.0,28.57
Sompal Kami,Netherlands,ODI,2,97,72.0,4,64,4.45,18.0,65.98
Sompal Kami,Netherlands,T20I,11,205,251.0,7,90,7.35,35.86,43.9
Sompal Kami,Oman,ODI,7,310,273.0,6,178,5.28,45.5,57.42
Sompal Kami,Oman,T20I,6,114,129.0,8,57,6.79,16.12,50.0
Sompal Kami,Pakistan,ODI,1,60,85.0,3,26,8.5,28.33,43.33
Sompal Kami,Papua New Guinea,ODI,9,422,364.0,16,239,5.18,22.75,56.64
Sompal Kami,Papua New Guinea,T20I,4,80,104.0,5,34,7.8,20.8,42.5
Sompal Kami,Qatar,T20I,4,54,88.0,1,20,9.78,88.0,37.04
Sompal Kami,Scotland,ODI,9,388,369.0,11,235,5.71,33.55,60.57
Sompal Kami,Scotland,T20I,1,24,25.0,3,10,6.25,8.33,41.67
Sompal Kami,Singapore,T20I,3,66,80.0,0,29,7.27,80.0,43.94
Sompal Kami,South Africa,T20I,1,12,6.0,0,10,3.0,6.0,83.33
Sompal Kami,United Arab Emirates,ODI,17,799,709.0,32,499,5.32,22.16,62.45
Sompal Kami,United Arab Emirates,T20I,9,163,196.0,12,81,7.21,16.33,49.69
Sompal Kami,United States of America,ODI,7,336,304.0,10,170,5.43,30.4,50.6
Sompal Kami,United States of America,T20I,3,71,94.0,8,26,7.94,11.75,36.62
Sompal Kami,West Indies,T20I,4,58,91.0,0,24,9.41,91.0,41.38
Sompal Kami,Zimbabwe,ODI,1,33,30.0,1,21,5.45,30.0,63.64
Sompal Kami,Zimbabwe,T20I,2,42,40.0,2,21,5.71,20.0,50.0
Sonal Sengar,Norway,T20I,1,8,13.0,1,2,9.75,13.0,25.0
Sonam,Hong Kong,T20I,6,132,171.0,6,64,7.77,28.5,48.48
Sonam,Indonesia,T20I,2,29,37.0,1,10,7.66,37.0,34.48
Sonam,Kuwait,T20I,2,48,47.0,2,22,5.88,23.5,45.83
Sonam,Malaysia,T20I,4,73,61.0,5,47,5.01,12.2,64.38
Sonam,Maldives,T20I,1,6,2.0,0,6,2.0,2.0,100.0
Sonam,Myanmar,T20I,4,90,69.0,3,55,4.6,23.0,61.11
Sonam,Nepal,T20I,4,78,43.0,9,57,3.31,4.78,73.08
Sonam,Qatar,T20I,2,42,30.0,1,25,4.29,30.0,59.52
Sonam,Singapore,T20I,1,23,13.0,1,18,3.39,13.0,78.26
Sonam,Thailand,T20I,1,12,18.0,0,6,9.0,18.0,50.0
Sonam,United Arab Emirates,T20I,1,13,24.0,1,5,11.08,24.0,38.46
Song Yangyang,Pakistan,T20I,2,18,29.0,0,6,9.67,29.0,33.33
Soniya Dabir,Bangladesh,T20I,1,24,14.0,0,16,3.5,14.0,66.67
Soniya Dabir,England,T20I,1,24,21.0,2,14,5.25,10.5,58.33
Soniya Dabir,Pakistan,T20I,1,24,14.0,3,17,3.5,4.67,70.83
Soniya Dabir,Sri Lanka,T20I,1,24,18.0,1,13,4.5,18.0,54.17
Soumya Sarkar,Australia,ODI,1,48,58.0,4,17,7.25,14.5,35.42
Soumya Sarkar,Australia,T20I,2,12,16.0,0,2,8.0,16.0,16.67
Soumya Sarkar,England,ODI,1,12,13.0,0,5,6.5,13.0,41.67
Soumya Sarkar,India,ODI,1,36,33.0,1,15,5.5,33.0,41.67
Soumya Sarkar,India,T20I,4,60,86.0,3,15,8.6,28.67,25.0
Soumya Sarkar,India,Test,2,24,15.0,0,16,3.75,15.0,66.67
Soumya Sarkar,Netherlands,T20I,1,18,29.0,1,5,9.67,29.0,27.78
Soumya Sarkar,New Zealand,ODI,11,225,232.0,8,100,6.19,29.0,44.44
Soumya Sarkar,New Zealand,T20I,4,36,73.0,0,8,12.17,73.0,22.22
Soumya Sarkar,New Zealand,Test,3,180,113.0,2,128,3.77,56.5,71.11
Soumya Sarkar,Pakistan,ODI,1,30,19.0,1,16,3.8,19.0,53.33
Soumya Sarkar,Pakistan,T20I,2,21,28.0,1,4,8.0,28.0,19.05
Soumya Sarkar,Pakistan,Test,2,168,104.0,1,115,3.71,104.0,68.45
Soumya Sarkar,South Africa,T20I,2,12,18.0,0,3,9.0,18.0,25.0
Soumya Sarkar,South Africa,Test,1,30,21.0,0,19,4.2,21.0,63.33
Soumya Sarkar,Sri Lanka,ODI,6,146,131.0,5,64,5.38,26.2,43.84
Soumya Sarkar,Sri Lanka,T20I,6,48,81.0,3,12,10.12,27.0,25.0
Soumya Sarkar,Sri Lanka,Test,1,18,9.0,0,14,3.0,9.0,77.78
Soumya Sarkar,West Indies,ODI,4,49,67.0,2,13,8.2,33.5,26.53
Soumya Sarkar,West Indies,T20I,1,15,18.0,1,4,7.2,18.0,26.67
Soumya Sarkar,West Indies,Test,1,66,48.0,1,40,4.36,48.0,60.61
Soumya Sarkar,Zimbabwe,ODI,3,42,42.0,0,23,6.0,42.0,54.76
Soumya Sarkar,Zimbabwe,T20I,4,48,63.0,3,13,7.88,21.0,27.08
Soung Seav,Singapore,T20I,1,7,13.0,1,1,11.14,13.0,14.29
Soyeb Pendi,Nigeria,T20I,3,72,78.0,7,35,6.5,11.14,48.61
Soyeb Pendi,Rwanda,T20I,3,54,41.0,3,31,4.56,13.67,57.41
Soyeb Pendi,Sierra Leone,T20I,3,73,69.0,6,38,5.67,11.5,52.05
Steven Ryan Taylor,Bermuda,T20I,2,30,41.0,0,14,8.2,41.0,46.67
Steven Ryan Taylor,Canada,ODI,1,21,23.0,0,6,6.57,23.0,28.57
Steven Ryan Taylor,Canada,T20I,1,12,14.0,0,2,7.0,14.0,16.67
Steven Ryan Taylor,Cayman Islands,T20I,2,36,15.0,3,30,2.5,5.0,83.33
Steven Ryan Taylor,Namibia,ODI,1,60,23.0,4,42,2.3,5.75,70.0
Steven Ryan Taylor,Nepal,ODI,1,12,17.0,0,6,8.5,17.0,50.0
Steven Ryan Taylor,Oman,ODI,2,60,55.0,1,37,5.5,55.0,61.67
Steven Ryan Taylor,Papua New Guinea,ODI,3,85,67.0,2,55,4.73,33.5,64.71
Steven Ryan Taylor,United Arab Emirates,ODI,2,54,42.0,2,32,4.67,21.0,59.26
Suabika Manivannan,Bangladesh,T20I,1,24,40.0,0,9,10.0,40.0,37.5
Suabika Manivannan,Bhutan,T20I,1,19,18.0,0,11,5.68,18.0,57.89
Suabika Manivannan,Hong Kong,T20I,1,12,15.0,0,4,7.5,15.0,33.33
Suabika Manivannan,Namibia,T20I,1,17,19.0,1,11,6.71,19.0,64.71
Suabika Manivannan,Nepal,T20I,1,6,9.0,0,3,9.0,9.0,50.0
Suabika Manivannan,Qatar,T20I,1,12,3.0,2,10,1.5,1.5,83.33
Suabika Manivannan,Sri Lanka,T20I,1,24,32.0,1,14,8.0,32.0,58.33
Suabika Manivannan,Thailand,T20I,2,25,35.0,1,11,8.4,35.0,44.0
Suabika Manivannan,United Arab Emirates,T20I,1,6,8.0,0,2,8.0,8.0,33.33
Subashis Roy,New Zealand,ODI,1,60,45.0,1,38,4.5,45.0,63.33
Subashis Roy,New Zealand,Test,1,189,121.0,3,137,3.84,40.33,72.49
Subashis Roy,South Africa,Test,1,174,118.0,3,117,4.07,39.33,67.24
Subashis Roy,Sri Lanka,Test,2,391,226.0,3,282,3.47,75.33,72.12
Sufiyan Muqeem,Australia,T20I,2,30,30.0,2,9,6.0,15.0,30.0
Sufiyan Muqeem,Bangladesh,T20I,1,12,32.0,1,2,16.0,32.0,16.67
Sufiyan Muqeem,Hong Kong,T20I,1,24,11.0,3,16,2.75,3.67,66.67
Sufiyan Muqeem,Hyderabad Kingsmen,PSL,2,48,55.0,6,21,6.88,9.17,43.75
Sufiyan Muqeem,India,T20I,1,17,29.0,0,5,10.24,29.0,29.41
Sufiyan Muqeem,Islamabad United,PSL,4,78,113.0,6,29,8.69,18.83,37.18
Sufiyan Muqeem,Karachi Kings,PSL,3,54,75.0,4,21,8.33,18.75,38.89
Sufiyan Muqeem,Lahore Qalandars,PSL,2,48,59.0,4,15,7.38,14.75,31.25
Sufiyan Muqeem,Multan Sultans,PSL,2,48,66.0,4,18,8.25,16.5,37.5
Sufiyan Muqeem,New Zealand,ODI,2,114,78.0,3,59,4.11,26.0,51.75
Sufiyan Muqeem,New Zealand,T20I,1,12,6.0,2,7,3.0,3.0,58.33
Sufiyan Muqeem,Oman,T20I,1,18,7.0,3,11,2.33,2.33,61.11
Sufiyan Muqeem,Quetta Gladiators,PSL,5,109,141.0,5,44,7.76,28.2,40.37
Sufiyan Muqeem,Rawalpindiz,PSL,1,24,28.0,0,7,7.0,28.0,29.17
Sufiyan Muqeem,South Africa,ODI,1,49,52.0,4,26,6.37,13.0,53.06
Sufiyan Muqeem,South Africa,T20I,1,24,53.0,1,9,13.25,53.0,37.5
Sufiyan Muqeem,United Arab Emirates,T20I,1,24,44.0,0,8,11.0,44.0,33.33
Sufiyan Muqeem,West Indies,ODI,1,60,52.0,1,29,5.2,52.0,48.33
Sufiyan Muqeem,West Indies,T20I,3,73,59.0,4,39,4.85,14.75,53.42
Sufiyan Muqeem,Zimbabwe,T20I,3,64,42.0,9,36,3.94,4.67,56.25
Sufyan Mehmood,Bahrain,T20I,1,24,27.0,1,9,6.75,27.0,37.5
Sufyan Mehmood,Canada,ODI,1,54,37.0,1,29,4.11,37.0,53.7
Sufyan Mehmood,Hong Kong,T20I,2,27,59.0,0,6,13.11,59.0,22.22
Sufyan Mehmood,Ireland,T20I,1,12,35.0,0,1,17.5,35.0,8.33
Sufyan Mehmood,Japan,T20I,1,24,26.0,3,12,6.5,8.67,50.0
Sufyan Mehmood,Kuwait,T20I,2,30,39.0,3,10,7.8,13.0,33.33
Sufyan Mehmood,Malaysia,T20I,1,6,8.0,0,1,8.0,8.0,16.67
Sufyan Mehmood,Maldives,T20I,1,18,20.0,1,5,6.67,20.0,27.78
Sufyan Mehmood,Namibia,ODI,1,45,15.0,3,36,2.0,5.0,80.0
Sufyan Mehmood,Nepal,ODI,1,8,8.0,0,4,6.0,8.0,50.0
Sufyan Mehmood,Nepal,T20I,2,48,60.0,2,14,7.5,30.0,29.17
Sufyan Mehmood,Netherlands,T20I,3,42,61.0,2,9,8.71,30.5,21.43
Sufyan Mehmood,Pakistan,T20I,1,6,12.0,0,2,12.0,12.0,33.33
Sufyan Mehmood,Qatar,T20I,2,36,44.0,2,11,7.33,22.0,30.56
Sufyan Mehmood,Saudi Arabia,T20I,1,12,12.0,0,3,6.0,12.0,25.0
Sufyan Mehmood,Scotland,T20I,1,6,9.0,0,0,9.0,9.0,0.0
Sufyan Mehmood,Singapore,T20I,1,18,28.0,0,3,9.33,28.0,16.67
Sufyan Mehmood,Sri Lanka,T20I,1,24,60.0,1,1,15.0,60.0,4.17
Sufyan Mehmood,United Arab Emirates,T20I,4,97,124.0,6,36,7.67,20.67,37.11
Sufyan Mehmood,United States of America,ODI,3,102,87.0,3,47,5.12,29.0,46.08
Sufyan Mehmood,United States of America,T20I,2,48,71.0,2,13,8.88,35.5,27.08
Sufyan Mehmood,Zimbabwe,T20I,1,18,12.0,2,9,4.0,6.0,50.0
Suhail Sattar,Indonesia,T20I,3,25,44.0,0,5,10.56,44.0,20.0
Suhail Sattar,Myanmar,T20I,4,54,83.0,4,16,9.22,20.75,29.63
Suhrawadi Shuvo,Australia,ODI,3,98,118.0,5,39,7.22,23.6,39.8
Suhrawadi Shuvo,England,ODI,2,78,59.0,1,36,4.54,59.0,46.15
Suhrawadi Shuvo,India,ODI,1,24,21.0,0,11,5.25,21.0,45.83
Suhrawadi Shuvo,Netherlands,ODI,1,60,33.0,2,37,3.3,16.5,61.67
Suhrawadi Shuvo,New Zealand,ODI,3,168,90.0,5,107,3.21,18.0,63.69
Suhrawadi Shuvo,Pakistan,ODI,1,49,65.0,0,12,7.96,65.0,24.49
Suhrawadi Shuvo,Pakistan,T20I,1,6,12.0,0,2,12.0,12.0,33.33
Suhrawadi Shuvo,West Indies,ODI,1,18,2.0,1,16,0.67,2.0,88.89
Suhrawadi Shuvo,West Indies,Test,1,297,146.0,4,208,2.95,36.5,70.03
Suhrawadi Shuvo,Zimbabwe,ODI,5,270,184.0,3,156,4.09,61.33,57.78
Sukhjinder Singh,Bahamas,T20I,1,24,3.0,2,21,0.75,1.5,87.5
Sukhjinder Singh,Bermuda,T20I,1,18,20.0,0,6,6.67,20.0,33.33
Sukhjinder Singh,Cayman Islands,T20I,1,12,16.0,0,4,8.0,16.0,33.33
Sukhjinder Singh,United States of America,ODI,1,24,30.0,0,7,7.5,30.0,29.17
Sukhjinder Singh,United States of America,T20I,1,24,30.0,1,7,7.5,30.0,29.17
Sukhkaran Sahi,Bulgaria,T20I,1,18,15.0,0,5,5.0,15.0,27.78
Sukhkaran Sahi,Malta,T20I,2,15,39.0,1,1,15.6,39.0,6.67
Sulaiman Ali,Gibraltar,T20I,1,18,34.0,0,1,11.33,34.0,5.56
Sulaiman Ali,Guernsey,T20I,1,12,16.0,1,6,8.0,16.0,50.0
Sulaiman Ali,Luxembourg,T20I,1,12,21.0,1,7,10.5,21.0,58.33
Sulaiman Ali,Romania,T20I,3,35,45.0,2,14,7.71,22.5,40.0
Sulaiman Ali,Serbia,T20I,2,30,52.0,2,11,10.4,26.0,36.67
Sulaiman Ali,Slovenia,T20I,1,6,13.0,0,3,13.0,13.0,50.0
Sulaimon Runsewe,Hong Kong,T20I,1,6,13.0,0,1,13.0,13.0,16.67
Sulaimon Runsewe,Oman,T20I,1,6,4.0,1,3,4.0,4.0,50.0
Sulaimon Runsewe,United Arab Emirates,T20I,2,21,33.0,2,5,9.43,16.5,23.81
Sultan Ahmed,Hong Kong,T20I,1,24,21.0,0,10,5.25,21.0,41.67
Sultan Ahmed,Singapore,T20I,1,21,15.0,1,15,4.29,15.0,71.43
Sultan Ahmed (2),Canada,T20I,1,24,24.0,0,5,6.0,24.0,20.83
Sultan Ahmed (2),Ireland,T20I,1,24,31.0,0,12,7.75,31.0,50.0
Sultan Ahmed (2),Jersey,T20I,1,12,13.0,1,4,6.5,13.0,33.33
Sultan Ahmed (2),Kuwait,T20I,1,24,9.0,4,15,2.25,2.25,62.5
Sultan Ahmed (2),Nepal,T20I,3,60,61.0,5,30,6.1,12.2,50.0
Sultan Ahmed (2),Netherlands,T20I,3,54,59.0,3,27,6.56,19.67,50.0
Sultan Ahmed (2),Nigeria,T20I,1,24,6.0,1,19,1.5,6.0,79.17
Sultan Ahmed (2),Oman,T20I,1,18,13.0,0,10,4.33,13.0,55.56
Sultan Ahmed (2),Papua New Guinea,T20I,2,36,38.0,1,20,6.33,38.0,55.56
